指標名,コワーキング施設,,,,,,,,
出典,コワーキングスペース検索,,,,,,,,
年次,2025/2/19取得,,,,,,,,
URL,https://coworking-search.jp/zenkoku/,,,,,,,,
備考,2020：346件、2021：369件、2022：406件、2023：403件、2024：387件),,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,座席数,法人登記,URL
中央区,銀座３丁目,-,東京都中央区銀座3-11-3,35.6711954,139.7691716,"LEAGUE銀座
",可能,20,https://coworking-search.jp/space/2580/
中央区,銀座１丁目,-,"東京都中央区銀座1-16-7銀座大栄ビル5f,6f",35.6741347,139.7704395,"リージャス 銀座一丁目ビジネスセンター
",可能,-,https://coworking-search.jp/space/11/
中央区,日本橋兜町,-,東京都中央区日本橋兜町9-5兜町平和ダイヤビル,35.6816974,139.7778084,"THE HUB 日本橋兜町
",可能,6席,https://coworking-search.jp/space/2934/
中央区,築地１丁目,-,"東京都中央区築地1-7-102f,3f,4f",35.6695063,139.7706109,TIMBER's DESK 銀座,可能,-,https://coworking-search.jp/space/814/
中央区,新川１丁目,-,東京都中央区新川1-25-2新川stビル2f,35.6767365,139.7841413,Future Tech Hub,可能,52席,https://coworking-search.jp/space/1529/
中央区,八重洲２丁目,日八京,東京都中央区八重洲2-4-10第一幸田ビル5f,35.6782188,139.769281,ウィズスクエア八重洲店,可能,70席,https://coworking-search.jp/space/397/
中央区,銀座６丁目,-,東京都中央区銀座6-13-5三愛・星名ビル2階,35.6690605,139.7651337,いいオフィス 銀座 by MeRISE,不可,約20席,https://coworking-search.jp/space/1876/
中央区,日本橋小網町,-,東京都中央区日本橋小網町8-2bizmarks日本橋茅場町,35.6820881,139.7804846,BIZMARKS 日本橋茅場町,可能,-,https://coworking-search.jp/space/818/
中央区,日本橋小網町,-,東京都中央区日本橋小網町11-5リードシー日本橋小網町ビル8f,35.6827619,139.7812547,BIZcomfort 日本橋小網町,可能,13席,https://coworking-search.jp/space/1899/
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1-13-1ユニゾ蛎殻町北島ビルb1f-a,35.6837381,139.7820021,THE HUB 日本橋人形町,可能,-,https://coworking-search.jp/space/182/
中央区,銀座３丁目,-,東京都中央区銀座3-14-13第一厚生館ビル5f,35.669967,139.7692104,銀座ビジネスセンター,可能,-,https://coworking-search.jp/space/178/
中央区,銀座１丁目,-,東京都中央区銀座1-15-4銀座1-ビル7階,35.673776,139.7704395,fabbit銀座,可能,46席,https://coworking-search.jp/space/2874/
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1-5-3福島ビル5f,35.685793,139.774491,Cross Transit 日本橋,不可,8席,https://coworking-search.jp/space/1846/
中央区,銀座３丁目,-,東京都中央区銀座3-7-6circles銀座2f,35.6720098,139.7673699,Think Lab銀座店,不可,17席,https://coworking-search.jp/space/2313/
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町1-2theshore日本橋茅場町2f,35.6790996,139.7840397,箱崎インキュベーションセンター,可能,-,https://coworking-search.jp/space/1526/
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町13-1creativehub1316階,35.6904783,139.7805323,コワーキングスペース「Community Dimension」,可能,-,https://coworking-search.jp/space/1609/
中央区,日本橋本町４丁目,日八京,東京都中央区日本橋本町4-11-1東興ビル４階,35.6904798,139.7756304,Time-with 日本橋,可能,15席,https://coworking-search.jp/space/2779/
中央区,日本橋兜町,-,東京都中央区日本橋兜町18-5日本橋兜町ビル2f,35.678912,139.7756915,日本橋ビジネスセンター,可能,-,https://coworking-search.jp/space/180/
中央区,八重洲１丁目,日八京,東京都中央区八重洲1-4-16東京建物八重洲ビル3階,35.6823676,139.7718233,#NAME?,可能,-,https://coworking-search.jp/space/909/
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-1-3アーバンネット日本橋2-ビル10階,35.6826391,139.7726047,エキスパートオフィス東京,可能,8席,https://coworking-search.jp/space/590/
中央区,日本橋人形町３丁目,-,東京都中央区日本橋人形町3-6-8,35.6868979,139.7814746,グリーンオフィス人形町,可能,-,https://coworking-search.jp/space/665/
中央区,日本橋小網町,-,東京都中央区日本橋小網町11-9ザ・パークレックス小網町第2ビル5階,35.6826034,139.7811379,flat5,可能,全8席,https://coworking-search.jp/space/1780/
中央区,八丁堀１丁目,-,東京都中央区八丁堀1-9-8八重洲通ハタビル5・6階,35.6773664,139.7770751,アットビジネスセンター東京駅八重洲通り,不可,3席～　当日の会議室運営状況に応じて変更あり,https://coworking-search.jp/space/2223/
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-2-14日本橋knビル4f,35.6804479,139.771378,ウィズスクエア日本橋店,可能,-,https://coworking-search.jp/space/396/
中央区,八重洲１丁目,日八京,東京都中央区八重洲1-8-17新槇町ビル6f,35.6808211,139.769766,ビジネストランスファー 八重洲,可能,-,https://coworking-search.jp/space/511/
中央区,八重洲２丁目,日八京,東京都中央区八重洲2-8-7福岡ビル4f,35.6765911,139.7679594,DIAGONAL RUN TOKYO,不可,-,https://coworking-search.jp/space/1214/
中央区,日本橋１丁目,日八京,東京都中央区日本橋1-6-7日本橋関谷ビル6f,35.6855581,139.774918,シェアル,可能,-,https://coworking-search.jp/space/784/
中央区,新川１丁目,-,東京都中央区新川1-6-12aiビル茅場町2〜5f,35.6771986,139.7811406,日本橋茅場町ビジネスセンター,可能,-,https://coworking-search.jp/space/179/
中央区,銀座７丁目,-,東京都中央区銀座7-13-5nreg銀座ビル1階,35.6679654,139.7646689,銀座アントレサロン,可能,フリーデスク：116席／個室：17部屋,https://coworking-search.jp/space/325/
中央区,銀座６丁目,-,"東京都中央区銀座6-13-16銀座ウォールビルパセラリゾーツ銀座店b2,b3f",35.669056,139.7649284,おしごとパセラ 銀座店,不可,20席,https://coworking-search.jp/space/2204/
中央区,銀座６丁目,-,東京都中央区銀座6-13-16ヒューリック銀座ウォールビル7f,35.6690745,139.7648907,ベンチャーデスク銀座,可能,フリーデスク：全24席,https://coworking-search.jp/space/798/
中央区,入船１丁目,-,東京都中央区入船1-1-24ドルフィンkoto入船ビル6/7f,35.6733876,139.7770319,はぐみっく子連れコワーキングスペース,不可,フリーデスク：55席,https://coworking-search.jp/space/1623/
中央区,築地４丁目,-,東京都中央区築地4-3-8登喜和ビル5f,35.6666474,139.7685323,MONZ SPACE,可能,個室：6室、個人ブース：12席、フリー席：12席,https://coworking-search.jp/space/2499/
中央区,日本橋茅場町２丁目,-,東京都中央区日本橋茅場町2-17-9日本橋イヅミビル5f,35.6785127,139.7806044,勉強カフェ　日本橋茅場町スタジオ,不可,-,https://coworking-search.jp/space/1586/
中央区,新川１丁目,-,東京都中央区新川1-3-7ストークマンション新川301,35.6784789,139.7820424,女性専用の会員制コワーキングスペース「Bright One」,不可,-,https://coworking-search.jp/space/1782/
中央区,銀座６丁目,-,東京都中央区銀座6-14-8銀座石井ビル4～7f,35.6684679,139.7652145,THE OFFICE 銀座,可能,-,https://coworking-search.jp/space/175/
中央区,新川２丁目,-,東京都中央区新川2-21-10リードシー八丁堀ビル2f/3f,35.6734185,139.7821993,BIZcomfort 日本橋新川,可能,47席,https://coworking-search.jp/space/1893/
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-8-6太陽生命ひまわり日本橋ビル6f,35.681425,139.7751465,NewWork 日本橋,不可,60席,https://coworking-search.jp/space/2152/
中央区,銀座１丁目,-,東京都中央区銀座1-8−19キラリトギンザ11f,35.6743274,139.7685683,BINARYSTAR 銀座,不可,176席,https://coworking-search.jp/space/1569/
中央区,銀座６丁目,-,"東京都中央区銀座6-13-9giracginza8,9f",35.6686515,139.7592424,bizcube 銀座,可能,48席,https://coworking-search.jp/space/341/
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町1-2-12warmlightビル3階,35.685128,139.7808901,ShareOffice assets 日本橋,可能,-,https://coworking-search.jp/space/1171/
中央区,日本橋兜町,-,東京都中央区日本橋兜町7-1kabutoone3階,35.68133,139.7782611,Book Lounge Kable,不可,80席,https://coworking-search.jp/space/2735/
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1-5-8東京証券会館1階,35.6806048,139.7793576,CAFE SALVADOR BUSINESS SALON,不可,-,https://coworking-search.jp/space/1743/
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-2-14新槇町ビル別館第1,35.6804479,139.771378,東京アントレサロン,可能,フリーデスク：53席,https://coworking-search.jp/space/324/
中央区,銀座６丁目,-,東京都中央区銀座6-12-2,35.6692936,139.7649044,Addroom-Ginza-,可能,-,https://coworking-search.jp/space/349/
中央区,日本橋１丁目,日八京,東京都中央区日本橋1-4-1日本橋1-三井ビルディング5階（coredo日本橋）,35.6825249,139.7746156,WASEDA NEO,不可,-,https://coworking-search.jp/space/1622/
中央区,銀座４丁目,-,東京都中央区銀座4-10-10銀座山王ビル8f,35.6700211,139.767024,リロワークス 東銀座,不可,12席,https://coworking-search.jp/space/1625/
中央区,銀座６丁目,-,東京都中央区銀座6-4-8曽根ビルb1f,35.6710343,139.761369,コワーク大内,可能,-,https://coworking-search.jp/space/1626/
中央区,築地３丁目,-,東京都中央区築地3-7-1tsukijigrande2f,35.6679678,139.7736317,DMZ WORK 築地,可能,-,https://coworking-search.jp/space/2100/
中央区,日本橋大伝馬町,-,"東京都中央区日本橋大伝馬町13-7日本橋大富ビル2,3f",35.6909297,139.7810772,日本橋BC　ノースポイント,可能,-,https://coworking-search.jp/space/176/
品川区,北品川５丁目,-,東京都品川区北品川5-5-15大崎ブライトコア4階,35.6220705,139.7309287,"品川区立品川産業支援交流施設　ＳＨＩＰ
",可能,130,https://coworking-search.jp/space/2130/
品川区,西五反田２丁目,-,東京都品川区西五反田2-14-13ニックハイム五反田2階,35.6264409,139.719721,"BIZcomfort五反田
",可能,39,https://coworking-search.jp/space/2534/
品川区,上⼤崎３丁目,-,東京都品川区上⼤崎3-5-2リードシー目黒イーストビル5・6階,35.6343343,139.7191798,"BIZcomfort目黒
",可能,43,https://coworking-search.jp/space/2453/
品川区,西五反田３丁目,-,東京都品川区西五反田３-１５−６リードシー目黒不動前ビル,35.6280826,139.71313,"MID POINT目黒不動前
",可能,-,https://coworking-search.jp/space/2703/
品川区,東五反田２丁目,-,東京都品川区東五反田2-3-5五反田中央ビル8階,35.6254792,139.7264443,DoorS AIR 五反田店,不可,28席,https://coworking-search.jp/space/2436/
品川区,南品川２丁目,-,東京都品川区南品川2-2-5リードシー南品川ビル2f,35.6119678,139.7422076,BIZcomfort 品川大井町,可能,30席,https://coworking-search.jp/space/1917/
品川区,小山４丁目,-,東京都品川区小山4-4-7コスモ武蔵小山ビル8f,35.6185379,139.7043205,nagaya 8f,不可,［フリーアドレス］6席程度　［固定デスク］5席,https://coworking-search.jp/space/1524/
品川区,大崎４丁目,-,東京都品川区大崎4-1-7,35.6221752,139.7227039,VACANCY OFFICE GOTANDA,可能,-,https://coworking-search.jp/space/1263/
品川区,西五反田１丁目,-,東京都品川区西五反田1-13-7マルキビル503,35.6239943,139.7241305,コワーキングスペース「CONTENTZ」五反田,可能,-,https://coworking-search.jp/space/545/
品川区,上大崎３丁目,-,東京都品川区上大崎3-2-1目黒センタービル8f,35.6336404,139.7174482,SENQ 目黒,可能,80席,https://coworking-search.jp/space/2688/
品川区,東五反田１丁目,-,東京都品川区東五反田1-22-6五反田さくらビル3f,35.6258238,139.7270593,コワーキングスペース『BasisPoint 五反田』,不可,-,https://coworking-search.jp/space/1419/
品川区,上大崎３丁目,-,東京都品川区上大崎3-1-1目黒セントラルスクエア17f（アマゾン新目黒オフィス）,35.6334218,139.7166736,AWS Loft Tokyo,不可,-,https://coworking-search.jp/space/1847/
品川区,旗の台５丁目,-,東京都品川区旗の台5-3-6リブ・イン102,35.6047917,139.7008,サードプレイス旗の台,不可,-,https://coworking-search.jp/space/1621/
品川区,西五反田８丁目,-,東京都品川区西五反田8-2-12アール五反田7a,35.6229162,139.7208059,Office Plata 五反田,可能,-,https://coworking-search.jp/space/2031/
品川区,東五反田２丁目,-,東京都品川区東五反田2-3-5五反田中央ビル7階,35.6254792,139.7264443,LiFEREE WORK 五反田,可能,28席,https://coworking-search.jp/space/1976/
品川区,西品川１丁目,-,東京都品川区西品川1-1-1住友不動産大崎ガーデンタワー9階,35.6149384,139.731068,TUNNEL TOKYO,可能,［オープンラウンジ］約80席　［メンバーラウンジ］約100席,https://coworking-search.jp/space/1849/
品川区,東五反田２丁目,-,東京都品川区東五反田2-8-5knビル5f,35.6247648,139.7253311,コワーキングスペース Pao,可能,ワーキングスペース22席／オープンスペース20席,https://coworking-search.jp/space/972/
品川区,大崎２丁目,-,東京都品川区大崎2-9-3大崎ウエストシティビル2階,35.617253,139.7272965,ロッカールーム大崎,可能,-,https://coworking-search.jp/space/510/
品川区,南大井６丁目,-,東京都品川区南大井6-25-3いちご大森ビル6f,35.5891818,139.7309228,NewWork 大森,不可,30席,https://coworking-search.jp/space/2727/
品川区,北品川１丁目,-,東京都品川区北品川1-23−19,35.621149,139.7413724,goodoffice 品川,可能,オープン席：24席,https://coworking-search.jp/space/2756/
港区,白金台３丁目,-,東京都港区白金台3-18-13f,35.635117,139.7207242,クリエイターズパイプライン,不可,-,https://coworking-search.jp/space/1566/
品川区,西五反田１丁目,-,東京都品川区西五反田1-3-8五反田place9f,35.6255131,139.7224418,NewWork 五反田,不可,54席,https://coworking-search.jp/space/2150/
品川区,大崎２丁目,-,東京都品川区大崎2-7-11小澤ビル1f,35.6165442,139.7262655,大崎ブックカフェ,不可,23席,https://coworking-search.jp/space/2452/
品川区,東五反田５丁目,-,東京都品川区東五反田5-22-37,35.6282804,139.7217979,オフィスサークルN五反田,可能,-,https://coworking-search.jp/space/786/
品川区,東五反田１丁目,-,東京都品川区東五反田1-14-14北原ビル6階,35.6260705,139.7248183,いいオフィス五反田駅前,可能,1名個室：26部屋、2名個室：1部屋,https://coworking-search.jp/space/2884/
品川区,東中延１丁目,-,東京都品川区東中延1-9-13ザ・パークハビオ荏原中延駅前1f,35.6095113,139.7120003,BIZcomfort 荏原中延,可能,28席,https://coworking-search.jp/space/2664/
品川区,小山４丁目,-,東京都品川区小山4-7-15石神ビル2f,35.6177699,139.7040403,STUDIO4,不可,-,https://coworking-search.jp/space/1774/
品川区,東品川１丁目,-,東京都品川区東品川1-3-15tennozrim2階,35.62229,139.7459678,The ParkRex TENNOZ [the DOCK],可能,97席,https://coworking-search.jp/space/2419/
江東区,北砂２丁目,-,東京都江東区北砂2-17-1アリオ北砂3f,35.6824348,139.8258063,COTOLIBA 北砂店,不可,57席,https://coworking-search.jp/space/2454/
江東区,亀戸７丁目,-,東京都江東区亀戸7ｰ44ｰ2,35.6962206,139.834532,BIZcomfort 亀戸南,可能,12席,https://coworking-search.jp/space/2065/
江東区,富岡２丁目,-,東京都江東区富岡2-11-18リードシー門前仲町4階,35.6699741,139.8014388,BIZcomfort 門前仲町,可能,23席,https://coworking-search.jp/space/1905/
江東区,有明３丁目,-,東京都江東区有明3-7-11有明パークビル20f,35.6326822,139.7930471,THE HUB 東京ベイ有明ワシントン,可能,-,https://coworking-search.jp/space/2126/
江東区,有明３丁目,-,東京都江東区有明3-7-26有明フロンティアビルb棟9f,35.6314667,139.7917905,サーブコープ 有明フロンティアビルB棟,可能,-,https://coworking-search.jp/space/2646/
江東区,東陽３丁目,-,東京都江東区東陽3-27-17長谷川ビル5階,35.6706915,139.8161452,room EXPLACE 東陽町,不可,6人掛けテーブル×2 ／個人ブース席×24,https://coworking-search.jp/space/1954/
江東区,三好２丁目,-,東京都江東区三好2-6-10thefleminghouse2f,35.679489,139.803409,NAGAYA 清澄白河,可能,フリーアドレス席：14席,https://coworking-search.jp/space/2446/
江東区,門前仲町１丁目,-,東京都江東区門前仲町1-9-13ウィズビル1階,35.6734044,139.793922,room EXPLACE 門前仲町,不可,6人掛けテーブル×2 ／4人掛けテーブル×2,https://coworking-search.jp/space/1953/
江東区,青海２丁目,-,東京都江東区青海2-7-4,35.6180587,139.7750965,the SOHO,可能,16席,https://coworking-search.jp/space/498/
江東区,門前仲町１丁目,-,東京都江東区門前仲町1-13-12hypermixb1,35.6733812,139.7950764,HYPERMIX「COFFICE 門前仲町」,可能,-,https://coworking-search.jp/space/1983/
江東区,亀戸５丁目,-,東京都江東区亀戸5-6-21uiw9bldg2f,35.6982799,139.8276412,BIZcomfort 亀戸,可能,34席,https://coworking-search.jp/space/1888/
江東区,豊洲６丁目,-,東京都江東区豊洲6-4-34メブクス豊洲1f,35.6461541,139.785019,BIZcomfort 豊洲市場前,可能,フリー席：43 席　固定席：8席,https://coworking-search.jp/space/2899/
江東区,亀戸１丁目,-,東京都江東区亀戸1-7-3パークノヴァ亀戸201号室,35.6960325,139.8210826,ソフトオフィス錦糸町,可能,-,https://coworking-search.jp/space/403/
江東区,大島５丁目,-,東京都江東区大島5-12-3,35.688521,139.834214,ivyCafe NEIGHBOR&WORK 大島,可能,-,https://coworking-search.jp/space/2252/
江東区,南砂２丁目,-,東京都江東区南砂2-5-14toyochogreen＋内,35.6702629,139.8199591,goodoffice 東陽町,可能,オープン席：26席　ソロワークブース：8席,https://coworking-search.jp/space/2768/
江東区,三好１丁目,-,東京都江東区三好1-8-3越前屋ビル2f,35.6803311,139.7992825,NAGAYA 清澄白河駅前,可能,フリーアドレス席：6席,https://coworking-search.jp/space/2444/
江東区,青海２丁目,-,東京都江東区青海2-5-10テレコムセンター東棟14階,35.6170886,139.7800651,アジアスタートアップオフィスMONO,可能,40席,https://coworking-search.jp/space/2699/
