指標名,シェアサイクルポート,,,,,,,
出典,東京自転車シェアリング ポートマップ,,,,,,,
年次,2023/2/10取得,,,,,,,
URL,https://www.google.com/maps/d/viewer?mid=1L2l1EnQJhCNlm_Xxkp9RTjIj68Q,,,,,,,
備考,2020年度：645件、2021年度：679件、2022年度：728件,,,,,,,
,,,,,,,,
区,町丁,エリア,住所,ポート名,緯度,経度,休止・再開・閉鎖情報,営業時間・備考
江東区,有明三丁目,-,東京都江東区有明3,H1-154.やぐら橋下 / Yagurabashi shita,35.631619,139.788255,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲六丁目,-,東京都江東区豊洲6-5-34,H1-155.メブクス豊洲 / MEBKS TOYOSU,35.64492,139.782405,-,営業時間 24時間 / Open for 24 hours
江東区,有明三丁目,-,東京都江東区有明3-3,H1-156.つどい橋下 / Tsudoibashi,35.630932,139.786483,-,営業時間 24時間 / Open for 24 hours
江東区,有明二丁目,-,東京都江東区有明2-2,H1-158.東京国際交流館 / Tokyo International Exchange Center,35.634823,139.788853,-,営業時間 24時間 / Open for 24 hours
江東区,青海一丁目,-,東京都江東区青海1-2,H1-159.夢の大橋西 / Yume-no-ohashi West,35.627252,139.778937,-,営業時間 24時間 / Open for 24 hours
江東区,有明三丁目,-,東京都江東区有明3-7,H1-160.花の広場 / Hana no Hiroba,35.632912,139.792689,-,営業時間 24時間 / Open for 24 hours
江東区,常盤一丁目,-,東京都江東区常盤1-18-2,H1-161.昭文社制作本部ビル / Shobunsha Production Headquarters Building,35.683921,139.795078,-,営業時間 24時間 / Open for 24 hours
江東区,森下二丁目,-,東京都江東区森下2-5-16,H1-163.森下公園 / Morishita Park,35.686243,139.799716,-,営業時間 24時間 / Open for 24 hours
江東区,森下三丁目,-,東京都江東区森下3-13-1,H1-164.森下三丁目第三児童遊園 / Morishita 3-chome Dai3 Children's Park,35.685468,139.802608,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸四丁目,-,東京都江東区亀戸4-18-8,H1-165.亀戸梅屋敷 / KAMEIDO UMEYASHIKI,35.701585,139.825563,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸六丁目,-,東京都江東区亀戸6-31-6,H1-166.亀戸クロック / KAMEIDO CLOCK,35.69503,139.829422,-,営業時間 24時間 / Open for 24 hours
江東区,大島八丁目,-,東京都江東区大島8-11-7,H1-167.大島八丁目公園 / Oojima 8-chome Park,35.688032,139.840071,-,営業時間 24時間 / Open for 24 hours
江東区,大島五丁目,-,東京都江東区大島5-27-10,H1-168.大島五丁目公園 / Oojima 5-chome Park,35.686668,139.835673,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸七丁目,-,東京都江東区亀戸7-39-13,H1-169.セブンイレブン江東亀戸7丁目東店 / Seven-Eleven Koutou Kameido7chome Higashi store,35.697058,139.839891,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸七丁目,-,東京都江東区亀戸7-63,H1-170.セブンイレブン江東亀戸7丁目南店 / Seven-Eleven Koutou Kameido7chome Minami store,35.695505,139.838252,-,営業時間 24時間 / Open for 24 hours
江東区,東砂六丁目,-,東京都江東区東砂6-11-1,H1-171.LOGI’Q南砂町 / LOGI’Q Minamisunamachi,35.672632,139.84209,-,営業時間 24時間 / Open for 24 hours
江東区,越中島二丁目,-,東京都江東区越中島2-3-1,H1-172.サンヨーパシフィックマンション / Sanyo Pacific Apartment,35.668771,139.794103,-,営業時間 24時間 / Open for 24 hours
江東区,森下二丁目,-,東京都江東区森下2-17,H1-173.森下駅前 / Morishita Ekimae,35.687863,139.799021,-,営業時間 24時間 / Open for 24 hours
江東区,北砂一丁目,-,東京都江東区北砂1-3-43,H1-174.ジュネス(エントランス側) / Jeunesse(entrance side),35.682606,139.8235,-,営業時間 24時間 / Open for 24 hours
江東区,大島五丁目,-,東京都江東区大島5-45-5,H1-175.ダイアパレス大島駅前 / Dia Palace Ojimaekimae,35.689667,139.836352,-,営業時間 24時間 / Open for 24 hours
江東区,新砂一丁目,-,東京都江東区新砂1-6-35,H1-176.JMFビル東陽町02 / JMF-Bldg.Toyocho 02,35.66669,139.82346,-,営業時間 24時間 / Open for 24 hours
江東区,北砂七丁目,-,東京都江東区北砂7-7-1,H1-177.北砂7丁目団地(第一) / Kitasuna7-chome Danchi (First),35.678511,139.836772,-,営業時間 24時間 / Open for 24 hours
江東区,北砂七丁目,-,東京都江東区北砂7-7-1,H1-178.北砂7丁目団地(第二) / Kitasuna7-chome Danchi (Second),35.678511,139.836772,-,営業時間 24時間 / Open for 24 hours
江東区,北砂七丁目,-,東京都江東区北砂7-7-1,H1-179.北砂7丁目団地(第三) / Kitasuna7-chome Danchi (Third),35.678511,139.836772,-,営業時間 24時間 / Open for 24 hours
江東区,大島六丁目,-,東京都江東区大島6-14-2,H1-180.シティコート大島 / City Court Ojima,35.691336,139.836532,-,営業時間 24時間 / Open for 24 hours
品川区,広町二丁目,-,東京都品川区広町2-1-36,I1-01.品川区役所 本庁舎前 / Shinagawa City Office Beside Main Building,35.608836,139.730241,-,営業時間 24時間 / Open for 24 hours
品川区,広町二丁目,-,東京都品川区広町2-1-36,I1-02.品川区役所 第三庁舎前 / Shinagawa City Office Beside 3rd Building,35.608836,139.730241,-,営業時間 24時間 / Open for 24 hours
品川区,大井一丁目,-,東京都品川区大井1-2,I1-03.大井町駅中央口（西側）/ Oimachi Station Central Exit (West Side),35.606726,139.734283,-,営業時間 24時間 / Open for 24 hours
品川区,大井一丁目,-,東京都品川区大井1-2,I1-04.大井町歩道橋 / Oimachi Footbridge,35.606726,139.734283,-,営業時間 24時間 / Open for 24 hours
品川区,大井六丁目,-,東京都品川区大井6-11-1,I1-05.品川歴史館 / Shinagawa Historical Museum,35.59666,139.730153,休止中（2023年2月時点）,営業時間 / Open 9:00-17:00月曜･祝日除く / Except Monday and Holidays
品川区,大井六丁目,-,東京都品川区大井6-21-6,I1-06.大森貝塚遺跡庭園 / Omori Shell Mounds Garden,35.593247,139.729723,-,営業時間 24時間 / Open for 24 hours
品川区,南大井二丁目,-,東京都品川区南大井2-10,I1-07.しながわ水族館 / Shinagawa Aquarium,35.590086,139.736617,-,営業時間 24時間 / Open for 24 hours
品川区,東品川二丁目,-,東京都品川区東品川2-3,I1-08.天王洲アイル第一水辺広場 / Tennozu Isle Dai-1 Waterside Square,35.62396,139.749959,-,営業時間 24時間 / Open for 24 hours
品川区,東品川三丁目,-,東京都品川区東品川3-9-21,I1-09.東品川海上公園第1 / Higashi-Shinagawa Sea Park Dai-1,35.617289,139.749734,-,営業時間 24時間 / Open for 24 hours
品川区,東品川四丁目,-,東京都品川区東品川4-12-13,I1-10.品川シーサイド公園第1 / Shinagawa Sea Side Park Dai-1,35.607543,139.749159,-,営業時間 24時間 / Open for 24 hours
品川区,東大井一丁目,-,東京都品川区東大井1-13-2,I1-11.鮫洲入江広場 / Samezu Irie Park,35.604068,139.74476,-,営業時間 24時間 / Open for 24 hours
品川区,勝島三丁目,-,東京都品川区勝島3-2,I1-12.しながわ区民公園（北側）/ Shinagawa-kumin Park (North Side),35.590839,139.738122,-,営業時間 / Open 7:30-17:00
品川区,八潮一丁目,-,東京都品川区八潮1-3-1,I1-13.八潮北公園 / Yashio-kita Park,35.612567,139.753745,-,営業時間 24時間 / Open for 24 hours
品川区,東品川一丁目,-,東京都品川区東品川1-7,I1-16.品川浦第一 / Shinagawa-ura Dai-1,35.621607,139.741851,-,営業時間 24時間 / Open for 24 hours
品川区,東品川三丁目,-,東京都品川区東品川3-9-21,I1-17.東品川海上公園第2 / Higashi-Shinagawa Sea Park Dai-2,35.617289,139.749734,-,営業時間 24時間 / Open for 24 hours
品川区,東品川三丁目,-,東京都品川区東品川3-15-1,I1-18.東品川公園 / Higashi-Shinagawa Park,35.614422,139.746876,-,営業時間 24時間 / Open for 24 hours
品川区,東品川四丁目,-,東京都品川区東品川4-12,I1-19.品川シーサイド公園第2 / Shinagawa Sea Side Park Dai-2,35.61014,139.74892,-,営業時間 24時間 / Open for 24 hours
品川区,八潮五丁目,-,東京都品川区八潮5-6,I1-20.しおじ公園 / Shioji Park,35.597341,139.749552,-,営業時間 24時間 / Open for 24 hours
品川区,勝島二丁目,-,東京都品川区勝島2-1-2,I1-21.大井競馬場（正門前）/ Oi Racecourse (Main Gate),35.593503,139.743291,-,営業時間 24時間 / Open for 24 hours
品川区,勝島一丁目,-,東京都品川区勝島1-1-6,I1-22.ウィラ大井（ショッピングモール）/ WiRA Ooi (Shopping Mall),35.601441,139.744593,-,営業時間 / Open 7:30-23:30
品川区,北品川三丁目,-,東京都品川区北品川3-11,I1-23.東海橋防災船着場 / Tokai Bridge Disaster Prevention Port,35.616355,139.739693,-,営業時間 24時間 / Open for 24 hours
品川区,勝島三丁目,-,東京都品川区勝島3-2-1,I1-24.しながわ区民公園（中央口）/ Shinagawa-kumin Park (Central Entrance),35.588475,139.7375,-,営業時間 24時間 / Open for 24 hours
品川区,旗の台二丁目,-,東京都品川区旗の台2-4-22,I1-25.セブン-イレブン 品川旗の台２丁目店 / 7-Eleven Shinagawa Hatanodai 2 Chome shop,35.607161,139.705105,-,営業時間 24時間 / Open for 24 hours
品川区,大崎二丁目,-,東京都品川区大崎2-11,I1-26.大崎西口公園 / Osaki Nishiguchi Park,35.61681,139.729486,-,営業時間 24時間 / Open for 24 hours
品川区,北品川五丁目,-,東京都品川区北品川5-7,I1-27.小関橋公園? / Koseki Bashi Park,35.620874,139.731299,-,営業時間 24時間 / Open for 24 hours
品川区,荏原三丁目,-,東京都品川区荏原3-8-14,"I1-28.ローソン 品川荏原三丁目店
?/ LAWSON Shinagawa Ebara 3 Chome shop",35.617397,139.706395,-,営業時間 24時間 / Open for 24 hours
品川区,勝島一丁目,-,東京都品川区勝島1-3-2,I1-29.ローソン 勝島一丁目店 / LAWSON Katsushima 1 Chome shop,35.599885,139.74511,-,営業時間 24時間 / Open for 24 hours
品川区,大井三丁目,-,東京都品川区大井3-1-1,I1-30.ローソン 大井三丁目店 / LAWSON Oi 3 Chome shop,35.603254,139.728953,-,営業時間 24時間 / Open for 24 hours
品川区,戸越五丁目,-,東京都品川区戸越5-20-12,I1-31.セブン-イレブン 品川戸越5丁目店 / Seven-Eleven Shinagawa Togoshi 5 Chome shop,35.608217,139.719184,-,営業時間 24時間 / Open for 24 hours
品川区,東品川三丁目,-,東京都品川区東品川3-24-16,I1-32.ローソン 東品川三丁目店 / LAWSON Higashi-Shinagawa 3 Chome shop,35.611177,139.745684,-,営業時間 24時間 / Open for 24 hours
品川区,東品川三丁目,-,東京都品川区東品川3-28-22,I1-34.NTT品川ビル / NTT Shinagawa Build,35.611817,139.747823,休止中（2023年2月時点）,営業時間 24時間 / Open for 24 hours
品川区,東品川二丁目,-,東京都品川区東品川2-3-10,I1-35.シーフォートスクエア / Sea Fort Square,35.624196,139.751025,-,営業時間 24時間 / Open for 24 hours
品川区,南大井六丁目,-,東京都品川区南大井6-11-13,I1-36.ローソン 南大井六丁目店 / LAWSON Minami-Oi 6 Chome shop,35.590752,139.732893,-,営業時間 24時間 / Open for 24 hours
品川区,北品川六丁目,-,東京都品川区北品川6-7-29,I1-37.ガーデンシティ品川御殿山 / Garden City Shinagawa Gotenyama,35.623928,139.733633,-,営業時間 24時間 / Open for 24 hours
品川区,八潮三丁目,-,東京都品川区八潮3-2-38,I1-38.ローソン 八潮三丁目店 / LAWSON Yashio 3 Chome shop,35.593942,139.761059,-,営業時間 24時間 / Open for 24 hours
品川区,西五反田三丁目,-,東京都品川区西五反田3-15-6,I1-39.MID POINT 目黒不動前 / MID POINT Meguro Fudomae,35.6281,139.713123,-,営業時間 24時間 / Open for 24 hours
品川区,北品川四丁目,-,東京都品川区北品川4-7-35,I1-40.御殿山トラストタワー / GOTENYAMA TRUST TOWER,35.622199,139.737004,-,営業時間 24時間 / Open for 24 hours
品川区,南品川二丁目,-,東京都品川区南品川2-3,I1-42.京急青横駐車場 / KEIKYU Parking Aoyoko,35.611475,139.742129,-,営業時間 24時間 / Open for 24 hours
品川区,南大井一丁目,-,東京都品川区南大井1-13,I1-43.京急南大井駐車場 / KEIKYU Parking Minamioi,35.595316,139.737,-,営業時間 24時間 / Open for 24 hours
品川区,大井四丁目,-,東京都品川区大井4-3,I1-44.大井三ツ又商店街入口 / Oi-Mitsumata-Shopping Street Entrance,35.604343,139.734308,-,営業時間 24時間 / Open for 24 hours
品川区,西五反田三丁目,-,東京都品川区西五反田3-7-10,I1-45.セブン-イレブン品川西五反田3丁目店 / Seven Eleven Shinagawa Nishi Gotanda 3 Chome Store,35.62569,139.718122,-,営業時間 24時間 / Open for 24 hours
品川区,東中延二丁目,-,東京都品川区東中延2-4-6,I1-46.セブン-イレブン品川東中延2丁目店 / Seven-Eleven Shinagawa Higashi-Nakanobu 2 Chome shop,35.608994,139.714115,-,営業時間 24時間 / Open for 24 hours
品川区,東五反田五丁目,-,東京都品川区東五反田5-9-22,I1-47. NTT東日本 関東病院（南側） /? NTT Medical Center Tokyo(South Side),35.63092,139.724949,-,営業時間 24時間 / Open for 24 hours
品川区,東五反田五丁目,-,東京都品川区東五反田5-9-22,I1-48. NTT東日本 関東病院（北側） / NTT Medical Center Tokyo(North Side),35.63092,139.724949,-,営業時間 24時間 / Open for 24 hours
品川区,東大井一丁目,-,東京都品川区東大井1-22,I1-49.京急鮫洲バイク駐輪場 / KEIKYU Bicycle Parking Samezu,35.603757,139.74171,-,営業時間 24時間 / Open for 24 hours
品川区,東大井二丁目,-,東京都品川区東大井2-21,I1-50.京急立会川第2バイク駐輪場 / KEIKYU Bicycle Parking Tachiaigawa 2,35.599088,139.738791,-,営業時間 24時間 / Open for 24 hours
品川区,南大井三丁目,-,東京都品川区南大井3-32,I1-51.京急鈴ヶ森駐車場 / KEIKYU Parking Suzugamori,35.587647,139.735511,-,営業時間 24時間 / Open for 24 hours
品川区,東品川四丁目,-,東京都品川区東品川4-10-18,I1-52.カスタリアタワー品川シーサイド / CASTALIA Tower Shinagawa Seaside,35.607418,139.746699,-,営業時間 24時間 / Open for 24 hours
品川区,東品川二丁目,-,東京都品川区東品川2-5-42,I1-53.天王洲公園 / Tennozu Park,35.620544,139.74927,-,営業時間 24時間 / Open for 24 hours
品川区,東品川二丁目,-,東京都品川区東品川2-2-20,I1-54.天王洲オーシャンスクエア / Tennoz Ocean Square,35.62221,139.750087,-,営業時間 24時間 / Open for 24 hours
品川区,南大井四丁目,-,東京都品川区南大井4-18-14,I1-55.鈴ヶ森公園 / Suzugamori Park,35.593327,139.734961,-,営業時間 24時間 / Open for 24 hours
品川区,西五反田一丁目,-,東京都品川区西五反田1-31-1 日本生命五反田ビル1階,I1-56.d garden（ドコモショップ五反田店） / d garden (docomo shop Gotanda),35.624443,139.721955,-,営業時間 / Open 10:00 - 19:00定休日 / Close? 火曜日 Tuesday※ｼｮｯﾌﾟ内に設置されたﾎﾟｰﾄのため､d garden五反田店の営業時間に準じます｡
品川区,南大井六丁目,-,東京都品川区南大井6-15-11,I1-57.大井水神公園 / Oi-Suijin Park,35.589755,139.729248,-,営業時間 24時間 / Open for 24 hours
品川区,広町二丁目,-,東京都品川区広町2-1-36,I1-58.品川区役所 第二庁舎前 / Shinagawa City Office Beside 2nd Building,35.608836,139.730241,-,営業時間 24時間 / Open for 24 hours
品川区,豊町一丁目,-,東京都品川区豊町1-16-23,I1-59.文庫の森第一 / Bunko-no-mori 1,35.61228,139.720517,-,営業時間 24時間 / Open for 24 hours
品川区,豊町一丁目,-,東京都品川区豊町1-16-23,I1-60.文庫の森第二 / Bunko-no-mori 2,35.61228,139.720517,-,営業時間 24時間 / Open for 24 hours
品川区,西五反田六丁目,-,東京都品川区西五反田6-5-1,I1-61.五反田文化センター / Gotanda Culture Center,35.622459,139.716639,-,営業時間 / Mon. -Sat. 8:30 - 21:00日祝日/ Sun. Holiday 8:30 - 19:00休館日 / Close: 毎月第4月曜日 / 4th Monday年末年始(12月29日~1月3日)/ 29th Dec. - 3rd Jan※施設内に設置されたﾎﾟｰﾄのため､五反田文化ｾﾝﾀｰの休館日に準じます｡
品川区,東品川一丁目,-,東京都品川区東品川1-3-15,I1-62.天王洲Rim / TENNOZ Rim,35.622363,139.745867,-,営業時間 24時間 / Open for 24 hours
品川区,西五反田三丁目,-,東京都品川区西五反田3-6-22,I1-63.セブン-イレブン西五反田店 / Seven-Eleven Nishi Gotanda Store,35.627628,139.719086,-,営業時間 24時間 / Open for 24 hours
品川区,東五反田二丁目,-,東京都品川区東五反田2-22-13,"I1-64.株式会社ユアス ゆうパック取扱所：ポストのうしろ / Japan Post's domestic parcel delivery service center : YOURS, LTD.",35.623007,139.731071,-,営業時間 24時間 / Open for 24 hours
品川区,東大井一丁目,-,東京都品川区東大井1-1-10,I1-65.セブン-イレブン品川東大井1丁目店 / Seven-Eleven Shinagawa Higashi-Oi 1 Chome Store,35.606431,139.743388,-,営業時間 24時間 / Open for 24 hours
品川区,南大井一丁目,-,東京都品川区南大井１丁目,I1-66.南大井文化センター駐車場 / Minami-Oi Cultural Center Parking,35.595969,139.73774,-,"営業時間 / Open月～土 / Mon.-Sat. 8:30-21:00日・祝 / Sun. Holiday 8:30-17:00休館日：毎月第4月曜日、年末年始（12月29日～1月3日）※施設内に設置されたポートのため、南大井文化センターの休館日に準じます。Due to the New Year's holiday season, we will close from December 29 to January 3. The facility closes the 4th Monday of eac"
品川区,八潮五丁目,-,東京都品川区八潮5-11-16,I1-67.八潮公園第一 / Yashio Park Dai-1,35.600327,139.753729,-,営業時間 24時間 / Open for 24 hours
品川区,八潮五丁目,-,東京都品川区八潮5-11-16,I1-68.八潮公園第二 / Yashio Park Dai-2,35.600327,139.753729,-,営業時間 24時間 / Open for 24 hours
品川区,戸越一丁目,-,東京都品川区戸越1-27-1,I1-69.戸越1丁目 / Togoshi 1 Chome,35.616955,139.721384,休止中（2023年2月時点）,営業時間 24時間 / Open for 24 hours
品川区,西五反田一丁目,-,東京都品川区西五反田1-10-2,I1-70.五反田リバーステーション / Gotanda RIVER STATION,35.624826,139.723844,-,営業時間 24時間 / Open for 24 hours
品川区,南大井四丁目,-,東京都品川区南大井4-9-2,I1-71.セブン-イレブン南大井浜川店 / Seven-Eleven Minami-Oi Hamakawa Store,35.596352,139.735539,-,営業時間 24時間 / Open for 24 hours
品川区,大井五丁目,-,東京都品川区大井5-2-11,I1-72.セブン-イレブン大井店 / Seven-Eleven Oi Store,35.600179,139.728089,-,営業時間 24時間 / Open for 24 hours
品川区,西五反田六丁目,-,東京都品川区西五反田6-7-2,I1-74.セブン-イレブン西五反田6丁目店 / Seven-Eleven Nishi Gotanda 6 Chome Store,35.62239,139.717606,-,営業時間 24時間 / Open for 24 hours
品川区,二葉四丁目,-,東京都品川区二葉4-1-17,I1-75.セブン-イレブン品川二葉4丁目店 / Seven-Eleven Shinagawa Futaba 4 Chome Store,35.603253,139.713507,-,営業時間 24時間 / Open for 24 hours
品川区,西中延一丁目,-,東京都品川区西中延1-6-18,I1-77.セブン-イレブン品川西中延1丁目店 / Seven-Eleven Shinagawa Nishi-Nakanobu 1 chome,35.612319,139.708288,-,営業時間 24時間 / Open for 24 hours
品川区,西大井六丁目,-,東京都品川区西大井6-5-1,I1-78.セブン-イレブン西大井店 / Seven-Eleven Nishi-Oi,35.601378,139.718687,-,営業時間 24時間 / Open for 24 hours
品川区,東品川一丁目,-,東京都品川区東品川1-7,I1-79.品川浦第二 / Shinagawa-ura Dai-2,35.621607,139.741851,-,営業時間 24時間 / Open for 24 hours
品川区,東品川一丁目,-,東京都品川区東品川1-2-5,I1-80.リバーサイド品川港南ビル / RIVERSIDE Shinagawa Kounan Building,35.622843,139.744568,-,営業時間 24時間 / Open for 24 hours
品川区,戸越六丁目,-,東京都品川区戸越6-7-24,I1-81.戸越6丁目 / Togoshi 6 Chome,35.608155,139.717709,-,営業時間 24時間 / Open for 24 hours
品川区,西五反田四丁目,-,東京都品川区西五反田 4-5-1,I1-82.トミンハイム西五反田四丁目 / Tomin Heim Nishi-Gotanda 4 Chome,35.627245,139.711667,-,営業時間 24時間 / Open for 24 hours
品川区,八潮五丁目,-,東京都品川区八潮5-5,I1-83.かもめ歩道橋 / Kamome Footbridge,35.599485,139.750046,-,営業時間 24時間 / Open for 24 hours
品川区,西品川二丁目,-,東京都品川区西品川2-4-7,I1-84.セブン-イレブン西品川2丁目店 / Seven-Eleven Nishi-Shinagawa 2 chome,35.61388,139.728494,-,営業時間 24時間 / Open for 24 hours
品川区,北品川一丁目,-,東京都品川区北品川1-23-19,I1-85.GOODOFFICE品川 /? GOODOFFICE Shinagawa,35.62106,139.741265,-,営業時間 24時間 / Open for 24 hours
品川区,二葉三丁目,-,東京都品川区二葉3-29-10,I1-86.ファミリーマート二葉三丁目店 / FamilyMart Futaba 3 Chome,35.601806,139.719817,-,営業時間 24時間 / Open for 24 hours
品川区,西大井二丁目,-,東京都品川区西大井2-14-3,I1-87.セブン-イレブン西大井滝王子通り店 / Seven-Eleven Nishi-Oi Takioji dori,35.599629,139.723492,-,営業時間 24時間 / Open for 24 hours
品川区,南大井三丁目,-,東京都品川区南大井3-30-8,I1-88.セブン-イレブン品川南大井3丁目店 / Seven-Eleven Shinagawa Minami-Oi 3 Chome,35.587789,139.734517,-,営業時間 24時間 / Open for 24 hours
品川区,二葉一丁目,-,東京都品川区二葉1-1先,I1-89.下神明駅自転車駐車場 / Shimoshinmei Station Bicycle Parking Lot,35.608278,139.725514,-,営業時間 24時間 / Open for 24 hours
品川区,上大崎三丁目,-,東京都品川区上大崎3-5-8,I1-91.アクロス目黒タワー / Across Meguro Tower,35.634164,139.719497,-,営業時間 24時間 / Open for 24 hours
品川区,八潮四丁目,-,東京都品川区八潮4-2,I1-92.中央海浜公園前交差点（北側）/ Central Seaside Park front intersection (North Side),35.592753,139.749785,-,営業時間 24時間 / Open for 24 hours
品川区,八潮四丁目,-,東京都品川区八潮4-2,I1-93.中央海浜公園前交差点（南側）/ Central Seaside Park front intersection (South Side),35.592753,139.749785,-,営業時間 24時間 / Open for 24 hours
品川区,小山台一丁目,-,東京都品川区小山台1-20-20,I1-94.ローソン LTF品川小山台店 / LAWSON LTF Shinagawa Koyamadai shop,35.6226,139.705457,-,営業時間 24時間 / Open for 24 hours
品川区,八潮三丁目,-,東京都品川区八潮3-3-22,I1-95.東京レールゲート EAST / TOKYO RAIL GATE EAST,35.584986,139.75811,-,営業時間 24時間 / Open for 24 hours
品川区,西五反田二丁目,-,東京都品川区西五反田2-1-1,I1-96.西五反田２丁目 / Nishi-Gotanda 2 Chome,35.627979,139.720739,休止中（2023年2月時点）,営業時間 24時間 / Open for 24 hours
品川区,東品川三丁目,-,東京都品川区東品川3-19-2,I1-97.トミンハイム東品川三丁目第二 / Tomin Heim Higashishinagawa3-chome Dai-2,35.613383,139.749037,-,営業時間 24時間 / Open for 24 hours
品川区,中延五丁目,-,東京都品川区中延5-4-1,I1-98.コーポ荏原 / Corpo Ebara,35.603996,139.709746,-,営業時間 24時間 / Open for 24 hours
品川区,北品川二丁目,-,東京都品川区北品川2-33-5,I1-99.北品川２丁目 / Kitashinagawa 2-Chome,35.616602,139.74192,-,営業時間 24時間 / Open for 24 hours
渋谷区,宇田川町,-,東京都渋谷区宇田川町1-1,M1-01.渋谷区役所 / Shibuya City Office,35.663954,139.698077,-,営業時間 24時間 / Open for 24 hours
渋谷区,恵比寿二丁目,-,東京都渋谷区恵比寿2-27-18,M2-01.恵比寿保健相談所（恵比寿社会教育館）/ Ebisu Public Health Consultation Center,35.645301,139.719613,-,営業時間 24時間 / Open for 24 hours
渋谷区,恵比寿四丁目,-,東京都渋谷区恵比寿4-20-55,M2-02.アメリカ橋公園 / American Bridge Park,35.643163,139.713234,-,営業時間 24時間 / Open for 24 hours
渋谷区,恵比寿四丁目,-,東京都渋谷区恵比寿4-2-6恵比寿駅東口自転車駐車場2F,M2-03.サイカパーク恵比寿(2階) / Saika Park Ebisu (2nd?floor),35.646856,139.710541,-,営業時間 24時間 / Open for 24 hours※JR｢恵比寿駅｣東口より徒歩1分､｢ｻﾝｸｽ恵比寿東口店｣の前にある､ｻｲｶﾊﾟｰｸ恵比寿駅東口 自転車駐輪場 2階の右奥にあります｡
渋谷区,広尾四丁目,-,東京都渋谷区広尾4-2-27,M2-04.広尾東公園 / Hiroo-Higashi Park,35.653331,139.721116,-,営業時間 24時間 / Open for 24 hours
渋谷区,広尾四丁目,-,東京都渋谷区広尾4-1-22,M2-05.日本赤十字医療センター / Japanese Red Cross Medical Center,35.654439,139.717944,-,営業時間 24時間 / Open for 24 hours
渋谷区,恵比寿一丁目,-,東京都渋谷区恵比寿1-28-1,M2-06.あいおいニッセイ同和損保恵比寿ビル / Aioi Nissay Dowa Insurance Ebisu Bldg.,35.647584,139.715514,-,営業時間 24時間 / Open for 24 hours
渋谷区,恵比寿一丁目,-,東京都渋谷区恵比寿1-19-23,M2-07.ファミリーマート恵比寿駅東店 / FamilyMart Ebisu Station East Store,35.647265,139.712731,-,営業時間 24時間 / Open for 24 hours
渋谷区,鉢山町,-,東京都渋谷区鉢山町9-31,M2-11.鉢山町 / Hachiyama-cho,35.651349,139.697995,-,営業時間 24時間 / Open for 24 hours
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1-12-1,M3-01.渋谷マークシティ / SHIBUYA MARK CITY,35.658041,139.698262,-,営業時間 / Open 6:00-23:59※ﾅﾁｭﾗﾙﾛｰｿﾝ｢渋谷道玄坂一丁目店｣の脇道奥､および渋谷ﾏｰｸｼﾃｨｳｴｽﾄ 4Fの｢Zoff Plus 渋谷ﾏｰｸｼﾃｨ店｣と｢ﾁｪﾙｼｰｶﾌｪ 渋谷ﾏｰｸｼﾃｨ店｣の間になります｡
渋谷区,桜丘町,-,東京都渋谷区桜ヶ丘23-21,M3-02.文化総合センター大和田 / Shibuya Cultural Center Owada,35.655514,139.699962,-,営業時間 24時間 / Open for 24 hours
渋谷区,猿楽町,-,東京都渋谷区猿楽町17-5,M3-03.代官山T-SITE / DAIKANYAMA T-SITE,35.64887,139.699759,-,営業時間 24時間 / Open for 24 hours
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-8-12,M3-06.渋谷第一生命ビル /?Shibuya Daiichi Seimei Bldg.,35.657555,139.704128,-,営業時間 24時間 / Open for 24 hours
渋谷区,神泉町,-,東京都渋谷区神泉町8-16,M3-07.渋谷ファーストプレイス /?Shibuya First Place,35.655319,139.693779,-,営業時間 24時間 / Open for 24 hours
渋谷区,宇田川町,-,東京都渋谷区宇田川町16-4,M3-09.ティップ.クロス TOKYO 渋谷 / TIP.X TOKYO Shibuya,35.661252,139.699181,-,営業時間 / Open平日 / Weekday 7:00-23:00土曜 / Sat. 9:30-22:00日・祝日 / Sun. and Holidays 9:30-20:00金 / Friday Regular closed day毎週金曜日は休館日です。上記利用時間外は自転車の貸出返却ができませんのでご注意下さい。毎月4日・20日は全館休館のため、ポートもご利用できなくなります。It will be closed on the 4th and the 20th of every month sinc
渋谷区,恵比寿一丁目,-,東京都渋谷区恵比寿1-19-15,M3-10.ウノサワ東急ビル / Unosawa Tokyu Bldg,35.647418,139.713208,-,営業時間 24時間 / Open for 24 hours
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1-10-8,M3-11.渋谷道玄坂東急ビル/ Shibuya Dogenzaka Tokyu Bldg,35.656958,139.69852,-,営業時間 / Open 5:10 - 23:50
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-12-18,M3-12.渋谷南東急ビル / Shibuya South Tokyu Bldg.,35.656319,139.706081,-,営業時間 24時間 / Open for 24 hours
