指標名,病院・診療所・クリニック,,,,,,,
出典,病院なび,,,,,,,
年次,2023/2/12取得,,,,,,,
URL,https://byoinnavi.jp/,,,,,,,
備考,"（2020年度：6,158件、2021年度：6,304件、2022年度：6,543件）",,,,,,,
千代田区,富士見二丁目,-,東京都千代田区富士見2-10-2 飯田橋グラン・ブルーム サクラテラス3階,35.698987,139.743695,洋洋クリニック,小児科、内科、救急科,https://byoinnavi.jp/clinic/251380
品川区,南品川三丁目,-,東京都品川区南品川3丁目5-6 田中屋ビル1F,35.610362,139.743701,加知耳鼻咽喉科,アレルギー科、気管食道科、耳鼻いんこう科,https://byoinnavi.jp/clinic/969
港区,三田三丁目,-,東京都港区三田3丁目14-11 鳥和ビル,35.644417,139.743746,鳥和歯科医院,歯科,https://byoinnavi.jp/clinic/3575
品川区,東大井一丁目,-,東京都品川区東大井1丁目3-30,35.605748,139.743761,医療法人社団正基会 愈稀歯科医院,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/8386
千代田区,富士見二丁目,-,東京都千代田区富士見2-10-2 飯田橋グラン・ブルーム サクラテラス3階,35.699035,139.743762,飯田橋駅前さくら坂クリニック,皮膚科、美容皮膚科、小児皮膚科、形成外科、アレルギー科,https://byoinnavi.jp/clinic/258184
千代田区,富士見二丁目,-,東京都千代田区富士見2丁目10-2 飯田橋グランブルームサクラテラス3F,35.699122,139.743797,医療法人社団すみれ会 サクラパーク野本歯科,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/256995
新宿区,下宮比町,-,東京都新宿区下宮比町2-1 第一勧銀稲垣ビル別館3階,35.702996,139.743804,医療法人社団心静会 南海クリニック,心療内科、精神科、神経科,https://byoinnavi.jp/clinic/1171
品川区,南品川三丁目,-,東京都品川区南品川3丁目4-12 青横ハイツ,35.608136,139.743811,おの歯科クリニック,歯科、小児歯科,https://byoinnavi.jp/clinic/8389
港区,港南二丁目,-,東京都港区港南2-4-18 第2秋山ビル5F,35.628607,139.743862,AGAスキンクリニック 東京品川院,頭部皮膚科、美容皮膚科,https://byoinnavi.jp/clinic/257295
品川区,南品川二丁目,-,東京都品川区南品川2丁目8-22 L&Lハウス1階,35.612234,139.743862,菊地歯科医院,歯科、小児歯科,https://byoinnavi.jp/clinic/2786
港区,港南二丁目,-,東京都港区港南2丁目4-18 第2秋山ビル4F,35.628607,139.743865,プルージュ美容クリニック 品川院,美容外科、美容皮膚科,https://byoinnavi.jp/clinic/282901
品川区,南品川三丁目,-,東京都品川区南品川3丁目5-8,35.610424,139.743866,医療法人社団HEPATO 柴田内科・消化器科クリニック,内科、消化器科,https://byoinnavi.jp/clinic/2815
港区,港南二丁目,-,東京都港区港南2丁目3-13 品川フロントビル3F,35.629029,139.743908,医療法人 浅田レディース品川クリニック,婦人科,https://byoinnavi.jp/clinic/269359
新宿区,揚場町,-,東京都新宿区揚場町1-13 ミヤコビル3F,35.702548,139.743915,竹内歯科医療院,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/4337
品川区,南品川二丁目,-,東京都品川区南品川2-7-9 サンフラワービル,35.61096,139.74393,医療法人社団高輪会 サンフラワービル歯科,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/2665
品川区,南品川一丁目,-,東京都品川区南品川1丁目8-8 河合ビル,35.615315,139.74394,東川歯科医院,歯科、小児歯科,https://byoinnavi.jp/clinic/2774
品川区,南品川三丁目,-,東京都品川区南品川3丁目4-14 栄光マンション1F,35.607855,139.743986,かすや歯科東海クリニック,歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/8399
港区,赤坂一丁目,虎ノ門,東京都港区赤坂1丁目3-5 赤坂アビタシオンビル1階,35.670427,139.744013,溜池眼科医院,眼科,https://byoinnavi.jp/clinic/2579
千代田区,九段南二丁目,-,東京都千代田区九段南2丁目4-9 第3早川屋ビル9F,35.693204,139.744021,九段嵐山クリニック,内科、小児科、整形外科、皮膚科,https://byoinnavi.jp/clinic/1847
港区,東麻布一丁目,-,東京都港区東麻布1-9-16 小早川ビル2階,35.65794,139.744039,小早川歯科医院,歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/3279
千代田区,富士見二丁目,-,東京都千代田区富士見2-13-16,35.698274,139.744051,医療法人社団駿昭会 飯田橋西口クリニック,内科、循環器内科、人工透析内科、腎臓内科,https://byoinnavi.jp/clinic/4433
千代田区,九段南二丁目,-,東京都千代田区九段南2丁目5-7,35.693036,139.744057,医療法人社団至誠会 イーライン矯正歯科,矯正歯科,https://byoinnavi.jp/clinic/4369
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ノ門四丁目1-17 神谷町プライムプレイス2階,35.665137,139.744065,医療法人財団檜扇会 クリニック東京虎ノ門COR,内科、整形外科、形成外科,https://byoinnavi.jp/clinic/285548
港区,三田三丁目,-,東京都港区三田3丁目4-18 二葉ビル2F,35.646597,139.744076,ゆあさ歯科医院,歯科、矯正歯科,https://byoinnavi.jp/clinic/3577
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ノ門4丁目1-17 2F,35.665069,139.744078,医療法人ブルースカイ 東京脳神経センター,神経内科、脳神経外科,https://byoinnavi.jp/clinic/585
港区,三田三丁目,-,東京都港区三田3丁目4-12 田村ビル,35.647074,139.744123,三慶歯科クリニック,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/2715
千代田区,三番町,-,東京都千代田区三番町30-8 第二生光ビル605号,35.692155,139.744134,医療法人社団有洸会 三番町クリニック,外科、内科、皮膚科、整形外科,https://byoinnavi.jp/clinic/175970
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ノ門4丁目3-10虎ノ門 きよしビル3階,35.66435,139.744185,THE ONE.,美容外科、美容皮膚科,https://byoinnavi.jp/clinic/281319
千代田区,三番町,-,東京都千代田区三番町3-10 乳房再建センタービル,35.689075,139.744187,医療法人社団ナグモ会 ナグモクリニック東京,形成外科、乳腺外科、美容皮膚科,https://byoinnavi.jp/clinic/116990
千代田区,富士見二丁目,-,東京都千代田区富士見2丁目3-16,35.699875,139.744192,学校法人 日本歯科大学附属病院,内科、外科、放射線科、歯科、矯正歯科、小児歯科、歯科口腔外科、麻酔科、乳腺外科、内分泌外科,https://byoinnavi.jp/clinic/4257
港区,三田一丁目,-,東京都港区三田一丁目4-17,35.653962,139.7442,社会福祉法人恩賜財団済生会支部東京都済生会 東京都済生会中央病院,内科、血液内科、リウマチ科、外科、心療内科、精神科、脳神経外科、呼吸器外科、消化器外科、腎臓内科、...もっと見る心臓血管外科、小児科、整形外科、形成外科、皮膚科、泌尿器科、産婦人科、眼科、耳鼻いんこう科、リハビリテーション科、放射線科、歯科口腔外科、麻酔科、乳腺外科、呼吸器内科、循環器内科、緩和ケア内科、腫瘍内科、感染症内科、消化器内科、糖尿病内科、内分泌内科、脳神経内科、血管外科、放射線治療科、病理診断科,https://byoinnavi.jp/clinic/583
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ノ門4丁目1-14 神谷町プラザビル8階,35.664774,139.744203,エムデンタルオフィス,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/159034
港区,港南一丁目,-,東京都港区港南1丁目8番15号 Wビル1階,35.630379,139.744214,医療法人 OJ会 ILC国際腰痛クリニック東京,整形外科,https://byoinnavi.jp/clinic/284350
品川区,南品川二丁目,-,東京都品川区南品川2丁目16-12,35.612878,139.744218,シイヤ歯科,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/267091
品川区,南品川一丁目,-,東京都品川区南品川1丁目7-15,35.614767,139.74424,品川診療所,内科、胃腸科、放射線科,https://byoinnavi.jp/clinic/2324
千代田区,三番町,-,東京都千代田区三番町8-1 三番町東急アパートメント1101号室,35.690433,139.744249,三番町ごきげんクリニック,内科,https://byoinnavi.jp/clinic/118894
品川区,南品川三丁目,-,東京都品川区南品川3丁目6-36 南品川フラッツ1階101号室,35.607788,139.744264,南品川スマートクリニック,内科,https://byoinnavi.jp/clinic/285327
港区,三田三丁目,-,"東京都港区三田3丁目1-14 M・A21 1,2F",35.647443,139.744281,三穂デンタルクリニック,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/2662
品川区,南品川二丁目,-,東京都品川区南品川2丁目17-25 菱倉ビル2F,35.611162,139.744288,さとうクリニック,内科、外科、胃腸科、肛門科,https://byoinnavi.jp/clinic/2081
品川区,南品川二丁目,-,東京都品川区南品川二丁目17-24 フルカワビル2F,35.611047,139.74429,医療法人社団 あおよこ皮膚科クリニック,皮膚科,https://byoinnavi.jp/clinic/2918
品川区,南品川三丁目,-,東京都品川区南品川3丁目6-36 南品川フラッツ101,35.607781,139.744296,篠原クリニック,内科、アレルギー科、神経内科,https://byoinnavi.jp/clinic/2321
品川区,南品川三丁目,-,東京都品川区南品川3丁目6-1 JNACビル2F,35.610611,139.744313,Zeal Dental Clinic,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/281082
新宿区,下宮比町,-,東京都新宿区下宮比町1-1 相沢ビル3F,35.702904,139.744317,Refino Dental Clinic,歯科、矯正歯科、歯科口腔外科,https://byoinnavi.jp/clinic/279449
品川区,南品川三丁目,-,東京都品川区南品川3丁目6-51 NK南品川1F,35.609618,139.744322,医療法人社団健腎会 小川クリニック,泌尿器科,https://byoinnavi.jp/clinic/2895
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ノ門5丁目11-2 オランダヒルズ森タワー2F,35.661833,139.744325,ウケデンタルオフィス神谷町本院,歯科,https://byoinnavi.jp/clinic/3270
品川区,南品川三丁目,-,東京都品川区南品川3-6-58,35.610473,139.744346,竹内医院,耳鼻いんこう科,https://byoinnavi.jp/clinic/3035
品川区,南品川二丁目,-,東京都品川区南品川二丁目17-27 三井南品川ハイツ1階,35.611564,139.744349,城南こどもハート・アレルギークリニック,アレルギー科、小児科,https://byoinnavi.jp/clinic/275318
港区,港南二丁目,-,東京都港区港南2丁目4-3 三和港南ビル3F,35.628623,139.744376,医療法人湘美会 湘南美容クリニック品川院,美容外科、美容皮膚科,https://byoinnavi.jp/clinic/259508
品川区,南品川二丁目,-,東京都品川区南品川二丁目17-27 三井南品川ハイツ103,35.611506,139.744404,坂爪歯科医院,歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/2693
千代田区,九段南二丁目,-,東京都千代田区九段南二丁目4-13 九段光ビル1F,35.693447,139.744459,九段デンタルクリニック,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/263233
港区,三田二丁目,-,東京都港区三田2丁目7-18 GRANPORT1F,35.651148,139.744471,医療法人上野会 赤羽橋皮ふ科クリニック,皮膚科、美容皮膚科,https://byoinnavi.jp/clinic/276925
港区,芝五丁目,-,東京都港区芝5丁目29-18 NBC三田ビル1F,35.645882,139.744493,井瀬歯科,歯科,https://byoinnavi.jp/clinic/2717
港区,三田一丁目,-,東京都港区三田1丁目4-28 三田国際ビルアネックス1階,35.652701,139.744506,医療法人社団弘進会 宮田歯科三田診療所,歯科、歯科口腔外科,https://byoinnavi.jp/clinic/3201
品川区,南品川三丁目,-,東京都品川区南品川3-6-39 K-PORTドラッグマート隣接,35.608223,139.744538,あおよこ整形外科クリニック,整形外科、リウマチ科、リハビリテーション科,https://byoinnavi.jp/clinic/181036
品川区,南品川三丁目,-,東京都品川区南品川三丁目6-39,35.608223,139.744538,医療法人社団青峯会 医聖よろずクリニック あおよこ院,内科、アレルギー科、小児科,https://byoinnavi.jp/clinic/275523
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ノ門5-2-8 2F,35.662647,139.744558,神谷町駅前歯科,歯科、歯科口腔外科、小児歯科,https://byoinnavi.jp/clinic/264071
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ノ門2丁目2-5 共同通信会館B1F,35.669302,139.744566,虎の門水野歯科医院,歯科、歯科口腔外科,https://byoinnavi.jp/clinic/2440
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ノ門5-2-7 土井ビル3階,35.662828,139.744636,吉沢歯科,歯科、歯科口腔外科,https://byoinnavi.jp/clinic/2447
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ノ門五丁目11-12 虎ノ門ACTビル2階,35.662162,139.744644,医療法人社団 高村歯科医院,歯科、矯正歯科,https://byoinnavi.jp/clinic/2443
港区,港南二丁目,-,東京都港区港南2丁目4-7 石橋ビル3F,35.628659,139.744677,医療法人社団 済仁会 品川港南クリニック,内科、外科、消化器科、泌尿器科,https://byoinnavi.jp/clinic/2271
港区,港南二丁目,-,東京都港区港南2丁目4-7 石橋ビル2F,35.628659,139.744677,品川東口歯科,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/2670
港区,三田二丁目,-,東京都港区三田2丁目7-12 徳文堂ビル1F,35.651665,139.744739,山中歯科医院,歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/168482
港区,三田一丁目,-,東京都港区三田1丁目4-28 三田国際ビル3F,35.653576,139.744777,三田国際ビルクリニック,内科、婦人科,https://byoinnavi.jp/clinic/1718
港区,芝五丁目,-,東京都港区芝5丁目14-14 ビジデンス三慶3F,35.648126,139.744828,ピュアリオ歯科・矯正歯科,歯科、矯正歯科,https://byoinnavi.jp/clinic/266515
千代田区,富士見二丁目,-,東京都千代田区富士見2-7-1 飯田橋プラーノ 1F,35.700656,139.744838,クリニックフォア飯田橋,内科、循環器内科、アレルギー科、皮膚科,https://byoinnavi.jp/clinic/274075
千代田区,富士見二丁目,-,東京都千代田区富士見二丁目3-10 北澤ビル2階,35.699402,139.74487,医療法人社団光洋会 飯田橋光洋クリニック,心療内科、精神科,https://byoinnavi.jp/clinic/88
千代田区,富士見二丁目,-,東京都千代田区富士見2丁目3-10 飯田ビル5・6F,35.699402,139.74487,新見正則医院,内科、リウマチ科、漢方内科,https://byoinnavi.jp/clinic/278750
千代田区,富士見二丁目,-,東京都千代田区富士見2-11-10 レオ飯田橋ビル6F,35.69914,139.744878,医療法人社団八橋会 飯田橋耳鼻咽喉科医院,耳鼻いんこう科,https://byoinnavi.jp/clinic/3532
千代田区,富士見二丁目,-,東京都千代田区富士見2-11-10 LEO飯田橋ビルB1,35.69914,139.744878,富士見スキンクリニック 飯田橋,皮膚科、美容皮膚科、アレルギー科,https://byoinnavi.jp/clinic/280327
千代田区,富士見二丁目,-,東京都千代田区富士見2丁目3-10 飯田ビル4階,35.699414,139.744922,飯田橋メンタルクリニック,心療内科、精神科,https://byoinnavi.jp/clinic/1161
品川区,南品川三丁目,-,東京都品川区南品川3丁目6-30 柳下ビル1F,35.607523,139.744932,医療法人社団聖恒会 わたなべ歯科クリニック,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/8400
千代田区,富士見二丁目,-,東京都千代田区富士見2丁目7-2 飯田橋プラーノモール207,35.701029,139.744956,ウテツ・デンタルクリニック,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/177806
千代田区,富士見二丁目,-,東京都千代田区富士見2-7-2 飯田橋プラーノ108,35.701037,139.744959,飯田橋 藤原眼科,眼科,https://byoinnavi.jp/clinic/281979
港区,芝五丁目,-,東京都港区芝5丁目13-16 三田文銭堂ビル1F,35.649429,139.744967,たなかデンタルオフィス,歯科,https://byoinnavi.jp/clinic/3167
港区,芝五丁目,-,東京都港区芝5丁目13-13 サダカタビル2F,35.649039,139.744984,K'S歯科クリニック,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/3169
港区,芝五丁目,-,東京都港区芝5丁目13-13 サダカタビル3F,35.649039,139.744984,医療法人社団健人会 横倉クリニック,内科、心療内科、婦人科,https://byoinnavi.jp/clinic/1883
港区,芝五丁目,-,東京都港区芝5丁目36-7 三田ベルジュビル2階,35.644744,139.745008,医療法人社団清慈会 三田パーク歯科クリニック,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/258429
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ノ門二丁目10-1 虎ノ門ツインビルディング1F,35.66758,139.745016,医療法人 歯科ハミール デンタルオフィス虎ノ門,歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/263348
千代田区,三番町,-,東京都千代田区三番町6-26 住友不動産三番町ビル2F,35.692299,139.745075,愛知歯科医院,歯科,https://byoinnavi.jp/clinic/6130
港区,芝五丁目,-,東京都港区芝5-1-13 三ツ輪三田ビル1階,35.649996,139.74508,三田整形外科,整形外科、リハビリテーション科、リウマチ科,https://byoinnavi.jp/clinic/280833
港区,芝五丁目,-,東京都港区芝5丁目26-30 専売会館ビル1階,35.647494,139.745095,医療法人社団健守会 おくむら整形外科内科クリニック,内科、リウマチ科、整形外科、皮膚科、リハビリテーション科,https://byoinnavi.jp/clinic/816
千代田区,九段南二丁目,-,東京都千代田区九段南2丁目3-11 青葉ビル別館,35.693031,139.745151,りょうきデンタルオフィス,歯科,https://byoinnavi.jp/clinic/4242
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ノ門5丁目12-13 ザイマックス神谷町ビル1階,35.662675,139.745155,神谷町デンタルオフィス,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/277959
港区,芝三丁目,-,東京都港区芝三丁目17-12 第2Mビル1F,35.651518,139.745189,エミルデンタルクリニック芝,歯科、小児歯科,https://byoinnavi.jp/clinic/279833
港区,芝五丁目,-,東京都港区芝5丁目15-10 高橋ビル1階,35.648662,139.745221,サン歯科医院,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/3166
港区,芝三丁目,-,東京都港区芝3丁目17-1 グリーンハウス2F,35.652092,139.745268,まつおか歯科医院,歯科,https://byoinnavi.jp/clinic/3209
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ノ門5丁目1-5 メトロシティ神谷町B1F,35.663699,139.745294,安藤歯科医院,歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/2434
港区,芝三丁目,-,東京都港区芝3丁目28-2 カスターニ芝2F,35.65129,139.745315,栗原歯科医院,歯科,https://byoinnavi.jp/clinic/3210
港区,芝五丁目,-,東京都港区芝5-26-30 専売ビル1F,35.647643,139.745317,かざみ歯科医院,歯科、歯科口腔外科,https://byoinnavi.jp/clinic/3207
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ノ門4丁目1-6 第二大石ビル3F,35.664289,139.745337,牧歯科医院,歯科,https://byoinnavi.jp/clinic/145025
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ノ門4-1-6 第2大石ビル3F,35.664231,139.745358,神谷町皮フ科形成外科,皮膚科、アレルギー科、形成外科、美容外科,https://byoinnavi.jp/clinic/250860
港区,芝三丁目,-,東京都港区芝3丁目15-7 ABEビル1F,35.653335,139.745365,上赤羽橋歯科医院,歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/257579
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ノ門4丁目1-1 神谷町トラストタワー 2F,35.665166,139.745369,神谷町脳神経外科クリニック,脳神経外科、内科、放射線科,https://byoinnavi.jp/clinic/283581
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ノ門4丁目1-1 神谷町トラストタワー2階,35.665166,139.745369,TOKYOウェルネスクリニック神谷町,内科,https://byoinnavi.jp/clinic/283346
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ノ門四丁目1-1 神谷町トラストタワー2階,35.665072,139.745374,医療法人社団因幡会 虎ノ門ワールドゲート歯科 神谷町駅前,歯科、矯正歯科、歯科口腔外科,https://byoinnavi.jp/clinic/280853
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ノ門5丁目1-4 東都ビル203号,35.663944,139.745374,デンタルケア神谷町,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/179353
港区,芝三丁目,-,東京都港区芝3丁目15-5 ジョイビレッジ芝公園ビル3F,35.653615,139.745397,医療法人社団弘和会 芝公園クリニック,内科、外科、心療内科、精神科、消化器科,https://byoinnavi.jp/clinic/162498
港区,芝三丁目,-,東京都港区芝3-15-13 YODAビル3F,35.653254,139.7454,こどもメンタルクリニック芝,児童精神科児童,https://byoinnavi.jp/clinic/251246
千代田区,飯田橋四丁目,-,東京都千代田区飯田橋4-9-9 第七田中ビル8階,35.701682,139.745409,飯田橋東口診療所,内科、心療内科、精神科,https://byoinnavi.jp/clinic/265814
港区,芝三丁目,-,東京都港区芝三丁目15-5 ジョイヴィレッジ芝公園ビル5F,35.653736,139.745458,医療法人社団クリニカエボリューション 芝公園歯科・国際インプラント,歯科,https://byoinnavi.jp/clinic/174113
千代田区,富士見二丁目,-,東京都千代田区富士見2丁目6-9 雄山閣ビル,35.701207,139.745496,南部歯科医院,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/5859
港区,芝浦三丁目,-,東京都港区芝浦3丁目4-1 グランパークプラザ棟1F,35.643671,139.745555,田町デンタルオフィス,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/255294
港区,芝三丁目,-,東京都港区芝3丁目13-12 藤和シティコープ芝公園301,35.652534,139.745587,芝公園もちもち訪問クリニック,内科,https://byoinnavi.jp/clinic/285324
千代田区,富士見二丁目,-,東京都千代田区富士見二丁目3-1 信幸ビル4F,35.700074,139.745603,小林歯科医院,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/5863
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ノ門5丁目13-7 虎ノ門A&K IPビル2F,35.663128,139.74571,神谷町スキンケアクリニック,皮膚科、アレルギー科,https://byoinnavi.jp/clinic/252417
港区,芝五丁目,-,東京都港区芝5丁目16-1 千代(SENDAI BLD)ビル2階,35.64873,139.74573,医療法人社団珠玉会 芝皮フ科クリニック,形成外科、皮膚科,https://byoinnavi.jp/clinic/1745
港区,芝五丁目,-,東京都港区芝5丁目16-1 千代ビル3階,35.64873,139.74573,医療法人社団健勝会 港三田クリニック,内科、小児科、婦人科、消化器内科,https://byoinnavi.jp/clinic/1719
港区,芝五丁目,-,東京都港区芝5丁目16-1 千代ビル5階,35.64873,139.74573,医療法人社団 佐伯耳鼻咽喉科,耳鼻いんこう科,https://byoinnavi.jp/clinic/1861
港区,芝五丁目,-,東京都港区芝5丁目27-1,35.647125,139.745736,鈴木胃腸消化器クリニック,内科、外科、胃腸科、循環器科、肛門科,https://byoinnavi.jp/clinic/1027
品川区,東品川一丁目,-,東京都品川区東品川1丁目25-3 TM東品川1階,35.620993,139.745784,坂本歯科医院,歯科,https://byoinnavi.jp/clinic/2864
港区,芝五丁目,-,東京都港区芝五丁目16-1 千代ビル4F,35.648735,139.7458,ひろこデンタルクリニック,歯科,https://byoinnavi.jp/clinic/3198
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ノ門5丁目13-1 40MT1F,35.66341,139.745801,医療法人社団飛成会 岡田歯科クリニック,歯科、矯正歯科,https://byoinnavi.jp/clinic/3269
港区,芝五丁目,-,東京都港区芝5-3-10,35.649819,139.745814,奥山三田医院,内科,https://byoinnavi.jp/clinic/3213
千代田区,富士見二丁目,-,東京都千代田区富士見2丁目4-7 247ビル2階,35.699677,139.74589,飯田橋サンシャイン歯科,歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/155356
港区,虎ノ門三丁目,虎ノ門,東京都港区虎ノ門3丁目18-16 虎ノ門3丁目MIビル2階,35.663043,139.745896,医療法人社団祐清会 神谷町歯科,歯科,https://byoinnavi.jp/clinic/2446
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ノ門4-2-4 ヨシノビル5階,35.664236,139.745938,かみや町駅前クリニック,脳神経外科、心療内科、内科、外科,https://byoinnavi.jp/clinic/10937
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ノ門五丁目13-1 虎ノ門40MTビルB1,35.663403,139.745952,医療法人社団Bshine 神谷町メトロ歯科,歯科、矯正歯科,https://byoinnavi.jp/clinic/2448
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ノ門4丁目2-4 ヨシノビル,35.664238,139.745952,医療法人社団祐保会 近藤歯科クリニック,歯科,https://byoinnavi.jp/clinic/3285
港区,芝浦四丁目,-,東京都港区芝浦四丁目9-25 芝浦スクエアビル,35.640017,139.745955,医療法人社団研歯会 井手歯科医院,歯科,https://byoinnavi.jp/clinic/2863
港区,虎ノ門三丁目,虎ノ門,東京都港区虎ノ門3丁目25-3 芝ロイヤルビル2階,35.66243,139.746011,柴田歯科医院,歯科,https://byoinnavi.jp/clinic/2435
港区,芝三丁目,-,東京都港区芝三丁目42-9 中野第一ビル1F,35.650346,139.746027,医療法人社団キルシュブリューテ 芝ホワイト歯科,歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/281773
千代田区,霞が関三丁目,虎ノ門広域,東京都千代田区霞が関3丁目4-3 特許庁ビル5F,35.670988,139.74605,特許庁ビル塙阪歯科室,歯科,https://byoinnavi.jp/clinic/4115
港区,芝五丁目,-,東京都港区芝5丁目27-14 小川ビル2F,35.646943,139.746105,田町眼科クリニック,眼科,https://byoinnavi.jp/clinic/2316
港区,芝三丁目,-,東京都港区芝3丁目27-5,35.651598,139.74612,ヨシエ歯科医院,歯科,https://byoinnavi.jp/clinic/3162
港区,虎ノ門三丁目,虎ノ門,東京都港区虎ノ門3丁目7-12 虎ノ門3丁目 アネックス1F,35.664419,139.74613,片平歯科医院,歯科,https://byoinnavi.jp/clinic/397
港区,芝五丁目,-,東京都港区芝5丁目31-16 YCC田町ビル4階,35.646646,139.746188,きつかわクリニック,泌尿器科、内科,https://byoinnavi.jp/clinic/251254
千代田区,飯田橋三丁目,-,東京都千代田区飯田橋3-6-8 飯田橋T&Sビル5F,35.701762,139.746209,飯田橋ウエルネスクリニック,精神科、心療内科,https://byoinnavi.jp/clinic/265809
港区,芝五丁目,-,東京都港区芝五丁目31-16 YCCビル2F,35.646626,139.74622,医療法人社団皓和会 とがし歯科医院,歯科、矯正歯科,https://byoinnavi.jp/clinic/3208
港区,虎ノ門三丁目,虎ノ門,東京都港区虎ノ門3丁目5-1 虎ノ門37森ビル1階,35.666465,139.746226,37森ビル関矢歯科医院,歯科、歯科口腔外科,https://byoinnavi.jp/clinic/2449
港区,虎ノ門三丁目,虎ノ門,東京都港区虎ノ門3丁目7-11 虎ノ門三須ビル2F,35.664508,139.74623,神谷町デンタルクリニック,歯科,https://byoinnavi.jp/clinic/255319
港区,芝五丁目,-,東京都港区芝5丁目27-13 YA三田ビル3階,35.64696,139.746255,フィデスレディースクリニック田町,婦人科、産婦人科,https://byoinnavi.jp/clinic/272929
港区,芝五丁目,-,東京都港区芝5丁目27-13 YA三田ビル4F,35.64696,139.746255,RENATUS CLINIC,美容皮膚科,https://byoinnavi.jp/clinic/273774
港区,芝五丁目,-,東京都港区芝五丁目31-15 センチュリー三田ビル 6F,35.646677,139.746272,ゆりクリニック,内科、整形外科、皮膚科,https://byoinnavi.jp/clinic/268213
港区,芝五丁目,-,東京都港区芝五丁目27-13 第2小川ビル2F,35.646929,139.746285,田町駅前歯科クリニック,歯科,https://byoinnavi.jp/clinic/113648
港区,芝五丁目,-,東京都港区芝5-27-5 ヒラタビル101,35.647102,139.746294,芝ガーデン歯科クリニック(旧 春日ビル歯科診療所),歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/3322
港区,虎ノ門三丁目,虎ノ門,東京都港区虎ノ門三丁目17-7 虎ノ門平井ビル6F,35.663805,139.746324,虎ノ門デンタルプラクティス,歯科、矯正歯科、歯科口腔外科,https://byoinnavi.jp/clinic/273663
