指標名,コワーキング施設,,,,,,
出典,コワーキングスペース検索,,,,,,
年次,2023/3/20取得,,,,,,
URL,https://coworking-search.jp/zenkoku/,,,,,,
備考,2020：346件、2021：369件、2022：406件,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,URL
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂一丁目12番5号　渋谷マークシティ4階 クリエーションスクエアしぶや内,35.65774,139.69734,Coin Space 渋谷マークシティ店 by 渋谷区観光協会,https://coworking-search.jp/space/1333/
港区,浜松町一丁目,-,東京都港区浜松町1-21-4　港ビル 4F,35.65773,139.75748,THE HUB SOLO 浜松町北口,https://coworking-search.jp/space/2403/
港区,芝大門一丁目,-,東京都港区芝大門1-6-6　 芝大門ヤマトビル 3F,35.65773,139.75417,いいオフィス浜松町 by wedo,https://coworking-search.jp/space/2071/
港区,東麻布一丁目,-,東京都港区東麻布1丁目7-3 第二渡邊ビル7F,35.65768,139.74359,01 Garage,https://coworking-search.jp/space/1776/
港区,浜松町一丁目,-,東京都港区浜松町1丁目27-17　三和ビル 4階,35.65767,139.75521,プレミアムオフィス浜松町,https://coworking-search.jp/space/817/
渋谷区,東一丁目,-,東京都渋谷区東1-3-1,35.65753,139.70815,タマリバ,https://coworking-search.jp/space/1777/
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1-15-3　プリメーラ道玄坂1F,35.65729,139.69772,Printworks Studio Shibuya,https://coworking-search.jp/space/1783/
渋谷区,渋谷三丁目,-,"東京都渋谷区渋谷3-2-4　帝都青山第2ビル 4F,5F",35.65719,139.70745,KEISEI×BIZcomfort 渋谷南,https://coworking-search.jp/space/2570/
港区,麻布十番一丁目,-,東京都港区麻布十番1-5-10　アトラスビル4?6F,35.65687,139.73368,AZABU HILLSIDE,https://coworking-search.jp/space/183/
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-10-13　東急REIT渋谷Rビル B1,35.65682,139.70295,LULL TECH BEACH,https://coworking-search.jp/space/2489/
渋谷区,桜丘町,-,東京都渋谷区桜丘町26-1　セルリアンタワー15階,35.65641,139.69935,エグゼクティブセンター 渋谷セルリアンタワー,https://coworking-search.jp/space/159/
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-27-15　坂上ビル7階,35.65607,139.70467,Lightning spot 渋谷,https://coworking-search.jp/space/1395/
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-28-8 第三久我屋ビル8F,35.65605,139.70426,STUDY LOUNGE,https://coworking-search.jp/space/1756/
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1丁目22?7　道玄坂ピア2F,35.65604,139.69549,FabCafe MTRL 渋谷,https://coworking-search.jp/space/1253/
渋谷区,桜丘町,-,東京都渋谷区桜丘町30-4 渋谷アジアマンション202号室,35.65560,139.69838,「StartUp４４田寮」渋谷,https://coworking-search.jp/space/1615/
渋谷区,神泉町,-,東京都渋谷区神泉町8-1　鈴屋ビルB1F,35.65513,139.69405,basement cafe 神泉,https://coworking-search.jp/space/1415/
港区,麻布十番二丁目,-,東京都港区麻布十番2-20-7　麻布十番髙木ビル 8F/9F,35.65475,139.73673,BIRTH 麻布十番,https://coworking-search.jp/space/2103/
港区,海岸一丁目,-,東京都港区海岸1丁目4-22 SNビル 6.8.9.10階,35.65460,139.75984,WEIN挑戦者STUDIO,https://coworking-search.jp/space/2384/
渋谷区,桜丘町,-,東京都渋谷区桜丘町12-10,35.65438,139.70144,ブロックチェーンに特化したコワーキングスペース『Neutrino』,https://coworking-search.jp/space/1383/
港区,浜松町二丁目,-,東京都港区浜松町2-5-3,35.65436,139.75646,リブポート 浜松町,https://coworking-search.jp/space/1945/
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-26-16　第五叶ビル 5F,35.65417,139.70558,co-ba 渋谷,https://coworking-search.jp/space/2094/
渋谷区,代官山町,-,東京都渋谷区代官山町9-10　SodaCCo 4-6F,35.65168,139.70470,クリエイター専用シェアオフィス『co-lab 代官山』,https://coworking-search.jp/space/1937/
渋谷区,代官山町,-,東京都渋谷区代官山町14-9　ヴァイシャーリー B1F/1F/3F,35.65021,139.70440,いいオフィス 代官山 by N'sLounge,https://coworking-search.jp/space/2073/
港区,南麻布四丁目,-,東京都港区南麻布4-5-48 フォーサイト南麻布 4F,35.64925,139.72485,GLAMOROUS H 麻布広尾,https://coworking-search.jp/space/447/
渋谷区,広尾一丁目,-,東京都渋谷区広尾1-3-18　広尾オフィスビル 11F,35.64890,139.71237,恵比寿ビジネスセンター,https://coworking-search.jp/space/199/
港区,芝五丁目,-,"東京都港区芝5-16-14　三田ノックスビル3F,4F",35.64856,139.74570,BIZcomfort 田町,https://coworking-search.jp/space/1891/
渋谷区,代官山町,-,東京都渋谷区代官山町20-23 TENOHA代官山,35.64843,139.70299,TENOHA 代官山,https://coworking-search.jp/space/1614/
港区,芝浦一丁目,-,東京都港区芝浦1-9-7　おもだかビル 4F,35.64813,139.75349,田町ビジネスセンター,https://coworking-search.jp/space/190/
渋谷区,恵比寿西一丁目,-,東京都渋谷区恵比寿西1-7-4　エビスファーストビル 4階,35.64777,139.70895,E-コワーキング,https://coworking-search.jp/space/2227/
港区,南麻布四丁目,-,東京都港区南麻布4-12-25　南麻布セントレ 2F,35.64716,139.72423,PLAZA M's 南麻布,https://coworking-search.jp/space/1159/
渋谷区,恵比寿西一丁目,-,"東京都渋谷区恵比寿西一丁目33番6号　JP noie 恵比寿西 1F,2F",35.64700,139.70404,co-ba 恵比寿,https://coworking-search.jp/space/2096/
港区,芝五丁目,-,東京都港区芝5-31-10　サンシャインビル1F/2F,35.64695,139.74689,TSUTAYA田町駅前店,https://coworking-search.jp/space/2248/
港区,芝浦一丁目,-,東京都港区芝浦1-13-16　森永芝浦ビル 2階,35.64665,139.75299,コワーキングスペース MORINAGA Village【森永ヴィレッジ】,https://coworking-search.jp/space/1384/
港区,三田三丁目,-,東京都港区三田3-4-3　RIPL9（リップルナイン） 1F＋3～7F,35.64647,139.74310,THE OFFICE 田町三田,https://coworking-search.jp/space/990/
港区,三田三丁目,-,東京都港区芝5-32-12　シャーメゾンステージ田町 3?7F,35.64645,139.74297,THE HUB 田町,https://coworking-search.jp/space/2307/
港区,芝浦一丁目,-,東京都港区芝浦1-13-10　第3東運ビル8階,35.64626,139.75324,co-ba Re-SOHKO 田町,https://coworking-search.jp/space/1428/
渋谷区,恵比寿南三丁目,-,東京都渋谷区恵比寿南3-5-7 デジタルゲートビル 2F,35.64617,139.70378,Open Network Space 代官山,https://coworking-search.jp/space/1616/
港区,芝五丁目,-,東京都港区芝5-29-20,35.64615,139.74467,クロスオフィス三田,https://coworking-search.jp/space/2132/
渋谷区,恵比寿南三丁目,-,東京都渋谷区恵比寿南3丁目1-1　恵比寿グリーングラス 6-9F,35.64606,139.70668,コンパスオフィス 恵比寿グリーングラス,https://coworking-search.jp/space/2234/
渋谷区,恵比寿南一丁目,-,東京都渋谷区恵比寿南1-8-8 リアルミホビル3F,35.64601,139.70880,SHARE BA UNION 恵比寿,https://coworking-search.jp/space/1619/
渋谷区,恵比寿二丁目,-,東京都渋谷区恵比寿2-28-7,35.64508,139.72119,ベンチャーシティ恵比寿,https://coworking-search.jp/space/401/
渋谷区,恵比寿四丁目,-,東京渋谷区恵比寿4-20-3　恵比寿ガーデンプレイスタワー18F,35.64221,139.71345,サーブコープ 恵比寿ガーデンプレイスタワー,https://coworking-search.jp/space/2642/
港区,芝浦三丁目,-,東京都港区芝浦3-15-6 島倉田町ビル6F,35.64212,139.74826,勉強カフェ　田町スタジオ,https://coworking-search.jp/space/1585/
港区,高輪二丁目,-,東京都港区高輪2-16-4,35.64004,139.73933,STOCK 品川,https://coworking-search.jp/space/1500/
港区,高輪一丁目,-,東京都港区高輪1-26-22,35.63716,139.73273,つなぐラボ高輪,https://coworking-search.jp/space/1940/
港区,高輪二丁目,-,東京都港区高輪2丁目21-36　プロスパラス高輪501,35.63560,139.73891,ivyCafe  NEIGHBOR&WORK 高輪,https://coworking-search.jp/space/2285/
港区,高輪二丁目,-,東京都港区高輪2-14-17　グレイス高輪ビル 8･9F,35.63547,139.73826,品川ビジネスセンター,https://coworking-search.jp/space/189/
港区,白金台三丁目,-,東京都港区白金台3-18-1 3F,35.63513,139.72072,クリエイターズパイプライン,https://coworking-search.jp/space/1566/
品川区,上大崎三丁目,-,東京都品川区上大崎 3-1-1　目黒セントラルスクエア 17F（アマゾン新目黒オフィス）,35.63335,139.71659,AWS Loft Tokyo,https://coworking-search.jp/space/1847/
江東区,有明三丁目,-,東京都江東区有明3-7-11　有明パークビル 20F,35.63268,139.79305,THE HUB 東京ベイ有明ワシントン,https://coworking-search.jp/space/2126/
港区,高輪三丁目,-,東京都港区高輪3丁目23-17　品川センタービルディング4F,35.63064,139.73702,ジュークシナガワ,https://coworking-search.jp/space/1627/
港区,港南一丁目,-,東京都港区港南1-8-15　Wビル2階,35.63038,139.74418,リブポート 品川,https://coworking-search.jp/space/2055/
港区,港南一丁目,-,東京都港区港南1-9-36　NTT DATA品川ビル（アレア品川）,35.63004,139.74124,EXPERT OFFICE 品川,https://coworking-search.jp/space/103/
品川区,上大崎三丁目,-,東京都品川区上?崎3丁目5-2 リードシー目黒イーストビル5・6階,35.63433,139.71918,BIZcomfort目黒,https://coworking-search.jp/space/2453/
品川区,東五反田五丁目,-,東京都品川区東五反田5-22-37,35.62834,139.72177,オフィスサークルN五反田,https://coworking-search.jp/space/786/
港区,港南二丁目,-,東京都港区港南2-16-1　品川イーストワンタワー3F,35.62776,139.74077,NewWork 品川,https://coworking-search.jp/space/1367/
品川区,東五反田一丁目,-,東京都品川区東五反田1-22-6　五反田さくらビル3F,35.62584,139.72706,コワーキングスペース『BasisPoint 五反田』,https://coworking-search.jp/space/1419/
品川区,西五反田一丁目,-,東京都品川区西五反田1-3-8　五反田PLACE 9F,35.62551,139.72238,NewWork 五反田,https://coworking-search.jp/space/2150/
品川区,東五反田二丁目,-,東京都品川区東五反田2-3-5 五反田中央ビル7F,35.62550,139.72645,LiFEREE WORK 五反田,https://coworking-search.jp/space/1976/
品川区,東五反田二丁目,-,東京都品川区東五反田2-3-5　五反田中央ビル8階,35.62550,139.72645,DoorS AIR 五反田店,https://coworking-search.jp/space/2436/
品川区,東五反田二丁目,-,東京都品川区東五反田2-8-5　KNビル 5F,35.62475,139.72535,コワーキングスペース Pao,https://coworking-search.jp/space/972/
品川区,西五反田一丁目,-,東京都品川区西五反田1-13-7 マルキビル503,35.62399,139.72413,コワーキングスペース「CONTENTZ」五反田,https://coworking-search.jp/space/545/
品川区,西五反田八丁目,-,東京都品川区西五反田8-2-12 アール五反田7A,35.62293,139.72080,Office Plata 五反田,https://coworking-search.jp/space/2031/
品川区,東品川一丁目,-,東京都品川区東品川1-3-15　TENNOZ Rim 2階,35.62227,139.74603,The ParkRex TENNOZ [the DOCK],https://coworking-search.jp/space/2419/
品川区,大崎四丁目,-,東京都品川区大崎4-1-7,35.62218,139.72271,VACANCY OFFICE GOTANDA,https://coworking-search.jp/space/1263/
品川区,北品川五丁目,-,東京都品川区北品川5-5-15　大崎ブライトコア4階,35.62218,139.73096,品川区立品川産業支援交流施設　ＳＨＩＰ　,https://coworking-search.jp/space/2130/
江東区,青海二丁目,-,東京都江東区青海2丁目7-4,35.61868,139.77370,the SOHO,https://coworking-search.jp/space/498/
品川区,小山四丁目,-,東京都品川区小山4-4-7 コスモ武蔵小山ビル8F,35.61854,139.70432,nagaya 8f,https://coworking-search.jp/space/1524/
品川区,小山四丁目,-,東京都品川区小山4-7-15　石神ビル2F,35.61778,139.70404,STUDIO4,https://coworking-search.jp/space/1774/
品川区,大崎二丁目,-,東京都品川区大崎2-9-3　大崎ウエストシティビル2階,35.61724,139.72732,ロッカールーム大崎,https://coworking-search.jp/space/510/
江東区,青海二丁目,-,東京都江東区青海二丁目5番10号　テレコムセンタービル東棟14階,35.61709,139.78007,モノづくりコワーキングスペースMONO,https://coworking-search.jp/space/1070/
品川区,大崎二丁目,-,東京都品川区大崎2-7-11 小澤ビル1F,35.61654,139.72627,大崎ブックカフェ,https://coworking-search.jp/space/2452/
品川区,西品川一丁目,-,東京都品川区西品川一丁目1-1 住友不動産大崎ガーデンタワー 9階,35.61494,139.73107,TUNNEL TOKYO,https://coworking-search.jp/space/1849/
品川区,南品川二丁目,-,東京都品川区南品川2-2-5　リードシー南品川ビル2F,35.61197,139.74209,BIZcomfort 品川大井町,https://coworking-search.jp/space/1917/
品川区,旗の台五丁目,-,東京都品川区旗の台5-3-6 リブ・イン102,35.60482,139.70081,サードプレイス旗の台,https://coworking-search.jp/space/1621/
中央区,銀座七丁目,-,東京都中央区銀座7丁目13番5号 NREG銀座ビル1階,35.66797,139.76467,銀座アントレサロン,https://coworking-search.jp/space/2540/
中央区,銀座四丁目,-,東京都中央区銀座4-8-2三福ビル 3F,35.67106,139.76703,THE HUB SOLO 銀座,https://coworking-search.jp/space/2608/
中央区,日本橋茅場町二丁目,-,東京都中央区日本橋茅場町2-8-1 BRICK GATE 茅場町 B1F,35.67932,139.77913,BIZcomfort日本橋茅場町,https://coworking-search.jp/space/2544/
中央区,銀座三丁目,-,東京都中央区銀座3-11-3,35.67120,139.76917,LEAGUE銀座,https://coworking-search.jp/space/2580/
中央区,京橋三丁目,日八京,東京都中央区京橋3-3-13平和ビル3号館 3F,35.67562,139.76810,THE HUB 有楽町 EAST,https://coworking-search.jp/space/2613/
中央区,日本橋三丁目,日八京,東京都中央区日本橋3丁目2番14号 新槇町ビル別館第1,35.68045,139.77138,東京アントレサロン,https://coworking-search.jp/space/2546/
中央区,日本橋本町三丁目,日八京,東京中央区日本橋本町3-3-6　ワカ末ビル7F,35.68875,139.77423,サーブコープ 日本橋ワカ末ビル,https://coworking-search.jp/space/2635/
