指標名,薬局,,,,,,
出典,病院なび,,,,,,
年次,2023/2/12取得,,,,,,
URL,https://byoinnavi.jp/,,,,,,
備考,"（2020年度：1,315件、2021年度：1,321件、2022年度：1,323件）",,,,,,
新宿区,神楽坂三丁目,-,東京都新宿区神楽坂3-2-8,35.70154,139.74066,(株)ドラッグ・オゾン 神楽坂店,https://byoinnavi.jp/pharm/205664
港区,港南二丁目,-,東京都港区港南2-16-1,35.62791,139.74073,大東ホーム薬品(株),https://byoinnavi.jp/pharm/202536
港区,赤坂二丁目,赤坂,東京都港区赤坂2-11-15 MY赤坂ビル1階,35.67036,139.74098,エール薬局 赤坂店,https://byoinnavi.jp/pharm/162606
千代田区,平河町一丁目,-,東京都千代田区平河町1-8-8,35.68253,139.74154,茅沼順子薬局,https://byoinnavi.jp/pharm/202979
港区,三田三丁目,-,東京都港区三田3-7-16 御田八幡ビル401,35.64317,139.74166,バンビー薬局 田町店,https://byoinnavi.jp/pharm/162558
港区,赤坂二丁目,赤坂,東京都港区赤坂2-10-13,35.67049,139.74171,ルビー薬局 赤坂2丁目店,https://byoinnavi.jp/pharm/284252
港区,東麻布二丁目,-,東京都港区東麻布2-5-1 トーカンマンション105,35.65729,139.74173,東麻布薬局,https://byoinnavi.jp/pharm/162594
千代田区,麹町一丁目,-,東京都千代田区麹町1-8-6,35.68524,139.74174,(有)バンビー薬局 一番町店,https://byoinnavi.jp/pharm/202998
港区,港南二丁目,-,東京都港区港南2-15-2 品川インターシティ 2階,35.62620,139.74201,トモズ 品川インターシティ店,https://byoinnavi.jp/pharm/162575
千代田区,麹町一丁目,-,東京都千代田区麹町1-8-7,35.68509,139.74207,ツイン薬局半蔵門店,https://byoinnavi.jp/pharm/202999
千代田区,麹町一丁目,-,東京都千代田区麹町1-3-5,35.68395,139.74217,いまくま薬局,https://byoinnavi.jp/pharm/202997
港区,東麻布一丁目,-,東京都港区東麻布1-18-11,35.65582,139.74228,ナルト薬局,https://byoinnavi.jp/pharm/162592
品川区,東品川一丁目,-,東京都品川区東品川1-6-23,35.62179,139.74243,(有)台場薬局,https://byoinnavi.jp/pharm/206406
新宿区,神楽坂一丁目,-,東京都新宿区神楽坂1-12,35.70064,139.74250,薬ヒグチ飯田橋店,https://byoinnavi.jp/pharm/205663
千代田区,富士見二丁目,-,東京都千代田区富士見2-10-21,35.69802,139.74256,日生薬局飯田橋店,https://byoinnavi.jp/pharm/203005
千代田区,三番町,-,東京都千代田区三番町9-1,35.68991,139.74261,あい薬品,https://byoinnavi.jp/pharm/202884
千代田区,一番町,-,東京都千代田区一番町7-1一番町弘和ビル1F,35.68730,139.74264,いけだ薬局番町店,https://byoinnavi.jp/pharm/202875
港区,赤坂一丁目,虎ノ門,東京都港区赤坂1-5-12,35.67044,139.74292,溜池薬局,https://byoinnavi.jp/pharm/162610
品川区,北品川二丁目,-,東京都品川区北品川2-9-23,35.61829,139.74294,トモ薬局,https://byoinnavi.jp/pharm/206291
新宿区,新小川町,-,東京都新宿区新小川町6-38,35.70705,139.74302,アイ薬局,https://byoinnavi.jp/pharm/205741
新宿区,下宮比町,-,東京都新宿区下宮比町3-2,35.70312,139.74327,さくら薬局飯田橋駅前店,https://byoinnavi.jp/pharm/205624
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ノ門4-3-1 城山トラストタワー1階,35.66469,139.74331,ナチュラルローソンクオール薬局 城山トラストタワー店,https://byoinnavi.jp/pharm/181019
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ノ門4-3-1,35.66469,139.74331,クオール(株),https://byoinnavi.jp/pharm/202545
新宿区,下宮比町,-,東京都新宿区下宮比町3-2,35.70334,139.74333,いろり薬局 飯田橋店,https://byoinnavi.jp/pharm/283608
港区,三田一丁目,-,東京都港区三田1-3-33 三田ネクサスビル1階,35.65456,139.74334,日生薬局 三田店,https://byoinnavi.jp/pharm/162557
新宿区,下宮比町,-,東京都新宿区下宮比町3-1,35.70299,139.74336,わかば薬局飯田橋,https://byoinnavi.jp/pharm/205623
千代田区,富士見二丁目,-,東京都千代田区富士見2-9-10,35.69945,139.74342,日本調剤飯田橋西口薬局,https://byoinnavi.jp/pharm/203009
品川区,北品川二丁目,-,東京都品川区北品川2-8-5,35.61848,139.74358,(有)白金薬局 品川店,https://byoinnavi.jp/pharm/206290
品川区,南品川一丁目,-,東京都品川区南品川1-8-13,35.61481,139.74382,イワタ薬局,https://byoinnavi.jp/pharm/206366
品川区,南品川三丁目,-,東京都品川区南品川3-5-8,35.61042,139.74386,(有)青横ファーマシー,https://byoinnavi.jp/pharm/206371
品川区,南品川三丁目,-,東京都品川区南品川3-4-15,35.60768,139.74398,カンガルー薬局,https://byoinnavi.jp/pharm/206370
港区,赤坂一丁目,虎ノ門,東京都港区赤坂1-3-5,35.67043,139.74401,フレンド薬局 溜池山王店,https://byoinnavi.jp/pharm/271846
品川区,南品川二丁目,-,東京都品川区南品川2-8-22,35.61212,139.74405,ホゼン薬局,https://byoinnavi.jp/pharm/206369
千代田区,九段南二丁目,-,東京都千代田区九段南2-4-11,35.69332,139.74417,オギムラ薬局,https://byoinnavi.jp/pharm/202920
品川区,南品川二丁目,-,東京都品川区南品川2-17-24,35.61104,139.74428,ケイポート青物横丁店,https://byoinnavi.jp/pharm/206367
品川区,南品川二丁目,-,東京都品川区南品川2-17-27,35.61157,139.74435,ツルハドラッグ 品川店,https://byoinnavi.jp/pharm/206368
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ノ門2-10-4 ホテルオークラ本館1階,35.66696,139.74435,子安ドラッグストアー ホテルオークラ店,https://byoinnavi.jp/pharm/162516
品川区,勝島一丁目,-,東京都品川区勝島1-6-16,35.59709,139.74459,ドラッグスギウィラ大井店,https://byoinnavi.jp/pharm/206469
品川区,南品川三丁目,-,東京都品川区南品川3-6-8,35.61029,139.74462,ツルハドラッグ南品川店,https://byoinnavi.jp/pharm/206372
港区,三田二丁目,-,東京都港区三田2-7-9サニークレスト三田1F,35.65176,139.74463,中川薬局,https://byoinnavi.jp/pharm/162556
港区,赤坂一丁目,虎ノ門,東京都港区赤坂1-1-12,35.67085,139.74471,(株)シンギー,https://byoinnavi.jp/pharm/202556
千代田区,富士見二丁目,-,東京都千代田区富士見2-3-13,35.69998,139.74471,日本調剤飯田橋薬局,https://byoinnavi.jp/pharm/203008
港区,三田一丁目,-,東京都港区三田1-4-28 三田国際ビル3階,35.65359,139.74476,三立ファーマシー,https://byoinnavi.jp/pharm/162551
港区,芝五丁目,-,東京都港区芝5-13-14,35.64917,139.74492,ドラッグストア・スマイル 三田店,https://byoinnavi.jp/pharm/202592
港区,芝五丁目,-,東京都港区芝5-25-11,35.64759,139.74494,ヘルスケアストアセイジョー 三田店,https://byoinnavi.jp/pharm/202596
千代田区,富士見二丁目,-,東京都千代田区富士見2-11-12,35.69898,139.74518,小池薬局,https://byoinnavi.jp/pharm/203006
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ノ門5-1-5 虎ノ門45MTビル地下1階,35.66378,139.74535,トモズ 神谷町店,https://byoinnavi.jp/pharm/254873
港区,芝三丁目,-,東京都港区芝3-15-5 ジョイヴィレッジ芝公園2階,35.65362,139.74540,はなみずき薬局,https://byoinnavi.jp/pharm/181020
港区,芝浦三丁目,-,東京都港区芝浦3-4-1,35.64380,139.74548,サンドラッグ田町店,https://byoinnavi.jp/pharm/202601
港区,芝五丁目,-,東京都港区芝5-24-8,35.64790,139.74550,山竜堂薬局,https://byoinnavi.jp/pharm/202595
港区,芝五丁目,-,東京都港区芝5-16-1千代ビル1F,35.64875,139.74581,三田調剤薬局,https://byoinnavi.jp/pharm/162559
港区,芝五丁目,-,東京都港区芝5-23-3,35.64836,139.74592,エビスヤ薬局,https://byoinnavi.jp/pharm/202594
港区,芝五丁目,-,東京都港区芝5-31-16,35.64661,139.74603,薬ヒグチ田町店,https://byoinnavi.jp/pharm/202597
港区,芝公園三丁目,虎ノ門,東京都港区芝公園3-4-30,35.65890,139.74639,ザメディカルディスペンサリー,https://byoinnavi.jp/pharm/202604
港区,虎ノ門三丁目,虎ノ門,東京都港区虎ノ門3-16-13,35.66387,139.74658,アズドラッグ,https://byoinnavi.jp/pharm/202544
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ノ門2-3-17 虎ノ門2丁目タワー1階,35.66846,139.74664,ライオン薬局,https://byoinnavi.jp/pharm/162546
千代田区,飯田橋四丁目,-,東京都千代田区飯田橋4-4-6,35.70059,139.74666,タンシ薬局,https://byoinnavi.jp/pharm/203015
港区,芝五丁目,-,東京都港区芝5-20-20,35.64784,139.74676,ミネドラッグ三田店,https://byoinnavi.jp/pharm/202593
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ノ門2-3-20 虎ノ門YHKビル1階,35.66871,139.74680,キリン薬局,https://byoinnavi.jp/pharm/162512
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ノ門2-1-1 商船三井ビル1階,35.66989,139.74691,わかば薬局虎の門,https://byoinnavi.jp/pharm/162548
千代田区,飯田橋四丁目,-,東京都千代田区飯田橋4-6-9,35.70092,139.74693,薬ヒグチ 新飯田橋店,https://byoinnavi.jp/pharm/203017
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ノ門2-3-22 第1秋山ビルディング1階,35.66883,139.74695,さくら薬局 虎ノ門店,https://byoinnavi.jp/pharm/162517
港区,芝五丁目,-,東京都港区芝5-34-7 田町センタービル ピアタ内,35.64624,139.74705,慶愛堂薬局,https://byoinnavi.jp/pharm/162550
千代田区,霞が関三丁目,虎ノ門広域,東京都千代田区霞が関3-2-5,35.67120,139.74718,かちどき薬局霞が関店,https://byoinnavi.jp/pharm/202899
千代田区,飯田橋四丁目,-,東京都千代田区飯田橋4-3-2,35.69946,139.74738,雄飛堂薬局 飯田橋店,https://byoinnavi.jp/pharm/266144
千代田区,飯田橋四丁目,-,東京都千代田区飯田橋4-3-2,35.69946,139.74738,雄飛堂薬局飯田橋店,https://byoinnavi.jp/pharm/203016
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-2-18 虎ノ門興業ビルディング地下1階,35.66933,139.74745,日生薬局 虎ノ門店,https://byoinnavi.jp/pharm/162533
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-2-18,35.66933,139.74745,日本調剤虎ノ門薬局,https://byoinnavi.jp/pharm/202540
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-2-16 浜崎ビル1階,35.66926,139.74761,あおい調剤薬局,https://byoinnavi.jp/pharm/162507
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ノ門2-4-1,35.66896,139.74770,セイジョー薬局虎ノ門調剤店,https://byoinnavi.jp/pharm/202542
港区,芝浦三丁目,-,東京都港区芝浦3-6-12,35.64301,139.74773,ドラッグストア・スマイル 芝浦店,https://byoinnavi.jp/pharm/202602
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ノ門2-5-21 寿ビル地下1階,35.66882,139.74790,ご当地の虎ノ門前薬局,https://byoinnavi.jp/pharm/162515
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-22-14 ミツヤ虎ノ門ビル1階,35.66716,139.74804,薬局ケイズ,https://byoinnavi.jp/pharm/162545
千代田区,飯田橋三丁目,-,東京都千代田区飯田橋3-3-12,35.70113,139.74814,石原薬品(株),https://byoinnavi.jp/pharm/203014
千代田区,飯田橋三丁目,-,東京都千代田区飯田橋3-1-3,35.70047,139.74829,セルフケア薬局 飯田橋店,https://byoinnavi.jp/pharm/284234
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-2-17,35.66978,139.74842,日生薬局 2号店,https://byoinnavi.jp/pharm/162534
港区,芝浦三丁目,-,東京都港区芝浦3-19-18 内村芝浦ビル1階,35.64157,139.74854,十字堂薬局 芝浦店,https://byoinnavi.jp/pharm/181018
港区,芝五丁目,-,東京都港区芝5-33-8 第一田町ビル地下1階,35.64706,139.74870,ツヅノ薬局 田町店,https://byoinnavi.jp/pharm/162554
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-2-4,35.66997,139.74883,虎之門薬局,https://byoinnavi.jp/pharm/162529
品川区,東品川四丁目,-,東京都品川区東品川4-12-6 品川シーサイドフォレスト 日立ソフトタワーB 1階,35.61021,139.74893,トモズ 品川シーサイドフォレスト店,https://byoinnavi.jp/pharm/206409
品川区,東品川四丁目,-,東京都品川区東品川4-12-8,35.60921,139.74894,タカラ薬局,https://byoinnavi.jp/pharm/206410
港区,芝四丁目,-,東京都港区芝4-14-1,35.64732,139.74908,三田薬局,https://byoinnavi.jp/pharm/162560
港区,芝浦三丁目,-,東京都港区芝浦3-13-2,35.64316,139.74911,ドラッグストア・スマイル 田町東口店,https://byoinnavi.jp/pharm/202599
品川区,八潮五丁目,-,東京都品川区八潮5-6,35.59734,139.74955,八潮調剤薬局,https://byoinnavi.jp/pharm/206377
千代田区,飯田橋二丁目,-,東京都千代田区飯田橋2-11-1,35.69969,139.74962,自然美薬店,https://byoinnavi.jp/pharm/203011
品川区,東品川三丁目,-,東京都品川区東品川3-18-3,35.61374,139.74986,クリーン薬局,https://byoinnavi.jp/pharm/206408
港区,芝浦三丁目,-,東京都港区芝浦3-16-4,35.64202,139.74987,ドラッグストア・スマイル営業本部,https://byoinnavi.jp/pharm/202600
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-11-11 七久保ビル1階,35.66849,139.74993,いずみ調剤薬局,https://byoinnavi.jp/pharm/162509
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-1-25虎ノ門一丁目ビル4F,35.67047,139.74994,虎の門中央薬局,https://byoinnavi.jp/pharm/162528
品川区,八潮五丁目,-,東京都品川区八潮5-5-3,35.59989,139.74995,サンドラッグ八潮店,https://byoinnavi.jp/pharm/206376
千代田区,飯田橋三丁目,-,東京都千代田区飯田橋3-10-9,35.70104,139.75016,ヘルスケアセイジョー薬局飯田橋店,https://byoinnavi.jp/pharm/203013
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-8-14 三昭ビル1階,35.66929,139.75030,スリーアイ薬局 虎ノ門店,https://byoinnavi.jp/pharm/162523
千代田区,霞が関一丁目,虎ノ門広域,東京都千代田区霞が関1-4-1,35.67091,139.75037,霞が関ファーマシー,https://byoinnavi.jp/pharm/202898
千代田区,九段北一丁目,-,東京都千代田区九段北1-9-7,35.69788,139.75055,エール薬局九段店,https://byoinnavi.jp/pharm/202918
港区,港南四丁目,-,東京都港区港南4-6-7,35.62772,139.75075,(株)湘南薬品 港南薬局,https://byoinnavi.jp/pharm/202538
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-1-20,35.67030,139.75075,セイジョー虎ノ門店,https://byoinnavi.jp/pharm/202539
港区,芝浦三丁目,-,東京都港区芝浦3-2-29,35.64477,139.75083,田町芝浦ファミリー薬局,https://byoinnavi.jp/pharm/276477
港区,芝二丁目,-,東京都港区芝2-18-3,35.65186,139.75091,有限会社ライオン ライオン薬局,https://byoinnavi.jp/pharm/162562
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-8-10,35.66909,139.75093,サンドラッグ 虎ノ門店,https://byoinnavi.jp/pharm/202541
品川区,東品川二丁目,-,東京都品川区東品川2-3-10 天王洲シーフォートスクエア 1階,35.62420,139.75103,トモズ 天王洲アイル店,https://byoinnavi.jp/pharm/206407
港区,西新橋三丁目,虎ノ門,東京都港区西新橋3-23-6,35.66204,139.75122,すぎの木薬局,https://byoinnavi.jp/pharm/162522
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-1-16 小林ビル1階,35.67004,139.75123,日野薬局 虎ノ門店,https://byoinnavi.jp/pharm/162538
港区,芝四丁目,-,東京都港区芝四丁目5-8 池藤ビル1F,35.64884,139.75127,ハイジア薬局,https://byoinnavi.jp/pharm/258130
港区,西新橋三丁目,虎ノ門,東京都港区西新橋3-23-9 東京御成門ビル1階,35.66168,139.75145,メディトピア新橋薬局,https://byoinnavi.jp/pharm/162544
港区,西新橋三丁目,虎ノ門,東京都港区西新橋3-23-8,35.66174,139.75153,まゆみ薬局 御成門店,https://byoinnavi.jp/pharm/181021
港区,西新橋三丁目,虎ノ門,東京都港区西新橋3-23-5 御成門郵船ビル1階,35.66218,139.75154,日生薬局 御成門店,https://byoinnavi.jp/pharm/162532
港区,西新橋三丁目,虎ノ門,東京都港区西新橋3-22-8,35.66254,139.75158,日本調剤御成門薬局,https://byoinnavi.jp/pharm/202584
港区,芝公園一丁目,-,東京都港区芝公園1-5-30,35.65885,139.75166,慶應義塾大学薬学部附属薬局,https://byoinnavi.jp/pharm/162514
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1-7-1,35.66937,139.75172,(株)サンメディック,https://byoinnavi.jp/pharm/202582
港区,西新橋三丁目,虎ノ門,東京都港区西新橋3-19-14 東京建硝ビル1階,35.66330,139.75175,さくら薬局 西新橋店,https://byoinnavi.jp/pharm/162518
港区,西新橋三丁目,虎ノ門,東京都港区西新橋3-19-12メディコ西新橋ビル1F,35.66341,139.75180,くすり箱薬局,https://byoinnavi.jp/pharm/162513
港区,西新橋三丁目,虎ノ門,東京都港区西新橋3-19-11 安達ビル1階,35.66354,139.75187,セントラル薬局 新橋店,https://byoinnavi.jp/pharm/162524
千代田区,神田三崎町三丁目,-,東京都千代田区三崎町3-4-8,35.70119,139.75224,(株)山田真薬局,https://byoinnavi.jp/pharm/202883
港区,芝浦二丁目,-,東京都港区芝浦2-16-5 田町明鳳ビル1階,35.64438,139.75226,芝浦薬局,https://byoinnavi.jp/pharm/162552
港区,西新橋三丁目,虎ノ門,東京都港区西新橋3-20-1,35.66367,139.75228,日本調剤 西新橋薬局,https://byoinnavi.jp/pharm/202583
港区,芝二丁目,-,東京都港区芝2-12-1,35.65163,139.75251,薬局桑山清心堂,https://byoinnavi.jp/pharm/162549
港区,西新橋三丁目,虎ノ門,東京都港区西新橋3-9-3,35.66420,139.75267,内山薬局,https://byoinnavi.jp/pharm/181022
千代田区,九段南一丁目,-,東京都千代田区九段南1丁目6番17号,35.69356,139.75280,アイセイ薬局 九段南店,https://byoinnavi.jp/pharm/264592
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1-19-13斉木ビル1F,35.66806,139.75280,虎ノ門鈴薬局 (株)エスシーグループ,https://byoinnavi.jp/pharm/252907
千代田区,神田三崎町三丁目,-,東京都千代田区三崎町3-1-8,35.69927,139.75288,(株)クリエイティブサービス,https://byoinnavi.jp/pharm/202882
港区,新橋六丁目,虎ノ門広域,東京都港区新橋6-2-6,35.66231,139.75295,大黒堂薬局,https://byoinnavi.jp/pharm/162525
港区,新橋六丁目,虎ノ門広域,東京都港区新橋6-14-7,35.66189,139.75302,れんが通り薬局,https://byoinnavi.jp/pharm/162547
港区,芝大門二丁目,-,東京都港区芝大門2-7-10,35.65503,139.75317,清水薬局 芝公園店,https://byoinnavi.jp/pharm/162520
千代田区,霞が関一丁目,虎ノ門広域,東京都千代田区霞が関1-2-2,35.67334,139.75317,くすりアロー厚生労働省内店,https://byoinnavi.jp/pharm/202897
千代田区,神田三崎町二丁目,-,東京都千代田区三崎町2-17-5,35.70129,139.75318,水道橋薬局,https://byoinnavi.jp/pharm/202880
港区,芝大門二丁目,-,東京都港区芝大門2-10-2,35.65471,139.75337,おだいじに薬局 芝公園店,https://byoinnavi.jp/pharm/280317
港区,芝大門二丁目,-,東京都港区芝大門2-2-1,35.65669,139.75339,クリエイトS・D港区芝大門店,https://byoinnavi.jp/pharm/202588
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1-1-15 物産ビル別館9階,35.67001,139.75349,西新橋調剤薬局,https://byoinnavi.jp/pharm/162531
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1-17-8,35.66725,139.75369,ドラッグアスティル西新橋店,https://byoinnavi.jp/pharm/202581
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1-17-8 地下1階,35.66727,139.75372,新橋薬局,https://byoinnavi.jp/pharm/262746
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1-5-9 TSビル2階,35.66915,139.75384,西新橋中央薬局,https://byoinnavi.jp/pharm/162530
千代田区,神田三崎町二丁目,-,東京都千代田区三崎町2-11-10,35.70120,139.75386,フクダ薬品,https://byoinnavi.jp/pharm/202879
港区,芝大門二丁目,-,東京都港区芝大門2-5-1,35.65555,139.75404,伯山堂薬局芝大門店,https://byoinnavi.jp/pharm/202591
港区,芝大門二丁目,-,東京都港区芝大門2-4-3,35.65654,139.75437,薬ヒグチ 大門店,https://byoinnavi.jp/pharm/202590
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1丁目3番1号,35.66916,139.75445,アイセイ薬局 内幸町店,https://byoinnavi.jp/pharm/264595
港区,新橋三丁目,虎ノ門広域,東京都港区新橋3-2-4 MKプレイス1階,35.66636,139.75459,たんぽぽ薬局 新橋店,https://byoinnavi.jp/pharm/263463
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2-12-16,35.66744,139.75475,新橋内幸町薬局,https://byoinnavi.jp/pharm/279287
千代田区,神田三崎町二丁目,-,東京都千代田区三崎町2-9-1,35.70093,139.75521,薬ヒグチ 水道橋駅前店,https://byoinnavi.jp/pharm/202881
港区,新橋四丁目,虎ノ門広域,東京都港区新橋4-26-4,35.66409,139.75550,メディスンショップジャパン(株),https://byoinnavi.jp/pharm/202611
千代田区,神田三崎町一丁目,-,東京都千代田区三崎町1-4-8,35.70121,139.75572,第一薬局,https://byoinnavi.jp/pharm/202878
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2-15-16 マクゲンビル1階,35.66656,139.75589,あかひげ薬局,https://byoinnavi.jp/pharm/162508
港区,新橋五丁目,虎ノ門広域,東京都港区新橋5-29-3,35.66253,139.75596,カネコ薬局,https://byoinnavi.jp/pharm/162511
千代田区,神田神保町二丁目,-,東京都千代田区神田神保町2-9,35.69533,139.75601,セガミ薬局神保町店,https://byoinnavi.jp/pharm/202954
港区,浜松町一丁目,-,東京都港区浜松町1-29-6 浜松町セントラルビル 1階,35.65697,139.75603,トモズ 浜松町店,https://byoinnavi.jp/pharm/162527
港区,新橋五丁目,虎ノ門広域,東京都港区新橋5-14-10 新橋スクエアビル8階,35.66197,139.75611,みらい薬局,https://byoinnavi.jp/pharm/162542
港区,新橋一丁目,虎ノ門広域,東京都港区新橋1-18-12 新橋一丁目ビル1階,35.66829,139.75637,宮崎薬局,https://byoinnavi.jp/pharm/162541
港区,浜松町二丁目,-,東京都港区浜松町2-4-1 世界貿易センタービル14階,35.65597,139.75639,貿易センタービル調剤薬局,https://byoinnavi.jp/pharm/162540
港区,芝浦一丁目,-,東京都港区芝浦1-2-2,35.64989,139.75650,セガミ薬局芝浦店,https://byoinnavi.jp/pharm/202598
千代田区,神田神保町二丁目,-,東京都千代田区神田神保町2-21-9,35.69501,139.75673,(株)イムノ・ジャパン,https://byoinnavi.jp/pharm/202951
千代田区,神田神保町二丁目,-,東京都千代田区神田神保町2-26,35.69789,139.75687,裕堂,https://byoinnavi.jp/pharm/202953
千代田区,神田神保町二丁目,-,東京都千代田区神田神保町2-24-1,35.69771,139.75698,マツモトキヨシ 神保町店,https://byoinnavi.jp/pharm/202952
港区,新橋一丁目,虎ノ門広域,東京都港区新橋1-17-2,35.66846,139.75710,キリン堂薬局・新橋店,https://byoinnavi.jp/pharm/202605
港区,新橋四丁目,虎ノ門広域,東京都港区新橋4-18-2,35.66463,139.75736,フジドラッグ,https://byoinnavi.jp/pharm/162539
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2-16-1 ニュー新橋ビル344,35.66643,139.75738,バンビー薬局 ニュー新橋ビル店,https://byoinnavi.jp/pharm/162536
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2-16-1 ニュー新橋ビル345,35.66643,139.75738,新橋調剤薬局,https://byoinnavi.jp/pharm/162521
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2-16-1-140,35.66641,139.75746,フタバ薬品,https://byoinnavi.jp/pharm/202607
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2-16-1,35.66641,139.75746,飛竜薬房,https://byoinnavi.jp/pharm/202606
港区,新橋三丁目,虎ノ門広域,東京都港区新橋3-19-2,35.66507,139.75757,バンビー薬局,https://byoinnavi.jp/pharm/162535
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2-7-1,35.66739,139.75764,マツモトキヨシ 新橋駅前店,https://byoinnavi.jp/pharm/202609
港区,芝浦一丁目,-,東京都港区芝浦1-1-1 東芝ビル1階,35.65157,139.75770,ゆりの木薬局 東芝ビル店,https://byoinnavi.jp/pharm/162561
千代田区,内幸町一丁目,-,東京都千代田区内幸町1-1-6,35.67091,139.75774,(有)はるみ大平商店,https://byoinnavi.jp/pharm/202992
千代田区,神田神保町二丁目,-,東京都千代田区神田神保町2-1,35.69563,139.75777,マツモトキヨシMediプラスマツキヨ都営神保町店,https://byoinnavi.jp/pharm/202950
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2-17-32,35.66682,139.75784,ドラッグ・イン・キムラヤ新橋日比谷口店,https://byoinnavi.jp/pharm/202608
千代田区,神田神保町一丁目,-,東京都千代田区神田神保町1-10-1,35.69616,139.75846,(株)キムラヤ 薬・化粧品専門店SD神保町店,https://byoinnavi.jp/pharm/202944
千代田区,神田神保町一丁目,-,東京都千代田区神田神保町1-48,35.69816,139.75877,(有)興生堂薬局,https://byoinnavi.jp/pharm/202949
千代田区,内幸町一丁目,-,東京都千代田区内幸町1-1-1,35.67213,139.75891,子安ドラッグストアー帝国ホテル店,https://byoinnavi.jp/pharm/202991
千代田区,神田神保町一丁目,-,東京都千代田区神田神保町1-35-1達磨ビル1F,35.69478,139.75927,いちご薬局神保町,https://byoinnavi.jp/pharm/202948
港区,新橋一丁目,虎ノ門広域,東京都港区新橋1-4-3芝ビル1F,35.66787,139.75935,芝口薬局,https://byoinnavi.jp/pharm/162519
港区,海岸一丁目,-,東京都港区海岸1-2-20,35.65693,139.75952,(株)ソーレ,https://byoinnavi.jp/pharm/202577
千代田区,神田錦町三丁目,-,東京都千代田区神田錦町3-9,35.69209,139.75958,(有)後藤薬局,https://byoinnavi.jp/pharm/202936
千代田区,神田神保町一丁目,-,東京都千代田区神田神保町1-3,35.69570,139.75988,コスメティック&ドラッグサクラ神保町店,https://byoinnavi.jp/pharm/202947
港区,海岸一丁目,-,東京都港区海岸1-7-1,35.65542,139.76065,セルフケア薬局 東京ポートシティ竹芝店,https://byoinnavi.jp/pharm/284228
中央区,銀座八丁目,-,東京都中央区銀座8-5-1,35.66941,139.76066,宝仙堂ドラッグ銀座店,https://byoinnavi.jp/pharm/202248
中央区,銀座七丁目,-,東京都中央区銀座7-2-4,35.67097,139.76069,阪神調剤薬局銀座店,https://byoinnavi.jp/pharm/202244
千代田区,有楽町一丁目,大丸有,東京都千代田区有楽町1-6-10,35.67369,139.76070,日比谷プラザ薬局,https://byoinnavi.jp/pharm/202886
千代田区,神田神保町一丁目,-,東京都千代田区神田神保町1-21-2,35.69529,139.76086,有限会社 東京薬局,https://byoinnavi.jp/pharm/202946
中央区,銀座八丁目,-,東京都中央区銀座8-7,35.66824,139.76086,銀座ビューティーライフ,https://byoinnavi.jp/pharm/202250
中央区,銀座八丁目,-,東京都中央区銀座8-6-5,35.66888,139.76104,井上薬局,https://byoinnavi.jp/pharm/202249
中央区,銀座八丁目,-,東京都中央区銀座8-8-11,35.66790,139.76105,銀座ペンギン薬局,https://byoinnavi.jp/pharm/202251
港区,東新橋一丁目,虎ノ門広域,東京都港区東新橋1-5-2 汐留シティセンター B2階,35.66540,139.76106,トモズ 汐留シティセンター店,https://byoinnavi.jp/pharm/162526
