指標名,文化財,,,,,,,,,,,,,,,,
出典,国指定文化財等データベース,,,,,,,,,,,,,,,,
年次,2023/2/8取得,,,,,,,,,,,,,,,,
URL,https://kunishitei.bunka.go.jp/,,,,,,,,,,,,,,,,
備考,（2019年：482件。2020年：516件、2021年：548件、2022年：553件）※所在地の記載のないもの、無形を除く,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,名称,棟名,文化財種類,種別1,種別2,国,時代,重文指定年月日,国宝指定年月日,保管施設の名称,所有者名,管理団体又は責任者
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,宋版子略,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19560628,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,宋版史略,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19560628,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,宋版東坡集,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19560628,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,宋版梅亭先生四六標準,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19570219,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,宋版平斉文集,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19570219,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,宋版予章先生集,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19570219,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,宋版廬山記,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19550622,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,宋版准海集,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19560628,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,北槎聞略〈寛政六年八月／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19930120,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,法曹類林〈巻第百九十二断簡／第百九十七断簡、第二百（金沢文庫本）〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19550622,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,本朝続文粋（金沢文庫本）,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19550622,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.69025,139.7538,間宮林蔵北蝦夷等見分関係記録,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19910621,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
千代田区,北の丸公園,-,東京都千代田区北の丸公園三ｰ二,35.69027,139.7538,江戸幕府書物方関係資料,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸時代,20181031,-,独立行政法人国立公文書館,独立行政法人国立公文書館,-
新宿区,弁天町,-,東京都新宿区弁天町,35.7049,139.7245,山鹿素行墓,-,史跡名勝天然記念物,史跡,-,-,-,19430501,-,-,-,-
新宿区,横寺町,-,東京都新宿区横寺町31-11,35.70306,139.7351,鈴木家住宅主屋,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20110725,-,-,-,-
新宿区,横寺町,-,東京都新宿区横寺町31-13,35.70234,139.7352,一水寮,-,登録有形文化財(建造物),住宅,建築物,-,昭和中,20130329,-,-,森永商事株式会社,-
新宿区,下落合二丁目,-,東京都新宿区下落合2-416-3他,35.71916,139.7041,日本バプテストキリスト教目白ヶ丘教会礼拝堂,-,登録有形文化財(建造物),宗教,建築物,-,昭和中,20111028,-,-,宗教法人日本バプテストキリスト教目白ヶ丘教会,-
新宿区,霞ヶ丘町,-,東京都新宿区霞ヶ丘町1番1号,35.67877,139.7176,聖徳記念絵画館,-,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
新宿区,戸山三丁目,-,東京都新宿区戸山三丁目20番1号,35.7072,139.7091,学習院旧正門,-,国宝・重要文化財(建造物),重要文化財,近代／学校,-,明治,19730602,-,-,学校法人学習院,-
新宿区,戸塚町一丁目,-,東京都新宿区戸塚町一丁目104番地,35.70891,139.7215,早稲田大学大隈記念講堂,-,国宝・重要文化財(建造物),重要文化財,近代／学校,-,昭和,20071204,-,-,学校法人早稲田大学,-
新宿区,南榎町,-,東京都新宿区市谷山伏町,35.70059,139.7287,林氏墓地,-,史跡名勝天然記念物,史跡,-,-,-,19261020,-,-,-,-
新宿区,若宮町,-,東京都新宿区若宮町39番,35.69842,139.7384,旧馬場家牛込邸,-,国宝・重要文化財(建造物),重要文化財,近代／住居,-,昭和,20140918,-,-,国（最高裁判所）,-
新宿区,新宿三丁目,-,東京都新宿区新宿三丁目114-13,35.690608,139.701311,安与ビル,-,登録有形文化財(建造物),産業3次,建築物,-,昭和後,20220217,-,-,安与商事株式会社,-
新宿区,神楽坂三丁目,-,東京都新宿区神楽坂3-2-41他,35.70201,139.7405,旧常盤家本館（石合家住宅主屋）,-,登録有形文化財(建造物),産業3次,建築物,-,昭和中,20111028,-,-,-,-
新宿区,西早稲田一丁目,-,東京都新宿区西早稲田1-6-1,35.71078,139.7181,近江国香庄文書（三十一通）,-,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,平安～南北朝,19780615,-,早稲田大学,早稲田大学,-
新宿区,西早稲田一丁目,-,東京都新宿区西早稲田1-6-1,35.71078,139.7181,大槻玄沢関係資料,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19940628,-,早稲田大学,早稲田大学,-
新宿区,西早稲田一丁目,-,東京都新宿区西早稲田1-6-1,35.71078,139.7181,玉篇巻第九残巻,-,国宝・重要文化財（美術工芸品）,国宝,書跡・典籍,中国,唐,<NULL>,19510609,早稲田大学,早稲田大学,-
新宿区,西早稲田一丁目,-,東京都新宿区西早稲田1-6-1,35.71078,139.7181,紙本墨書尾張国解文,-,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,鎌倉,19430609,-,早稲田大学,早稲田大学,-
新宿区,西早稲田一丁目,-,東京都新宿区西早稲田1-6-1,35.71078,139.7181,紙本墨書東大寺文書（十五通）,-,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,奈良～平安,19400503,-,早稲田大学,早稲田大学,-
新宿区,西早稲田一丁目,-,東京都新宿区西早稲田1-6-1,35.71078,139.7181,崇光天皇宸翰御願文〈永和二年十一月十一日／伊勢太神宮宛〉,-,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,南北朝,19780615,-,早稲田大学,早稲田大学,-
新宿区,西早稲田一丁目,-,東京都新宿区西早稲田1-6-1,35.71078,139.7181,埴輪女子像,-,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,日本,古墳,19580208,-,早稲田大学,早稲田大学,-
新宿区,西早稲田一丁目,-,東京都新宿区西早稲田1-6-1,35.71078,139.7181,礼記子本疏義巻第五十九,-,国宝・重要文化財（美術工芸品）,国宝,書跡・典籍,中国,唐,<NULL>,19521122,早稲田大学,早稲田大学,-
新宿区,中井二丁目,-,東京都新宿区中井2-2096-18,35.71657,139.6848,旧島津家住宅アトリエ,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20110725,-,-,-,-
新宿区,中町,-,東京都新宿区中町34-1,35.69981,139.7365,宮城道雄記念館検校の間,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20110725,-,-,財団法人宮城道雄記念館,-
新宿区,内藤町,-,東京都新宿区内藤町11,35.68693,139.7109,新宿御苑旧洋館御休所,-,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,明治,20011114,-,-,国（環境省）,-
新宿区,北山伏町,-,東京都新宿区北山伏町2,35.69985,139.7295,新井家住宅主屋,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20130329,-,-,-,-
新宿区,矢来町,-,東京都新宿区矢来町114,35.70392,139.7346,高橋建築事務所社屋,-,登録有形文化財(建造物),産業3次,建築物,-,昭和前,20110725,-,-,株式会社高橋建築事務所,-
新宿区,矢来町,-,東京都新宿区矢来町60-1,35.70289,139.7324,矢来能楽堂,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和前,20110725,-,-,公益社団法人観世九皐会,-
新宿区,中井二丁目,-,東京都新宿区中井2-1981,35.71739,139.6865,栗原家住宅蔵,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20150326,-,-,合名会社栗原商店,-
新宿区,中井二丁目,-,東京都新宿区中井2-1981,35.71741,139.6866,栗原家住宅主屋,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20150326,-,-,-,-
新宿区,中井二丁目,-,東京都新宿区中井2-1981-1,35.71728,139.6865,栗原家住宅稲荷社及び石鳥居,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20150326,-,-,-,-
渋谷区,代々木四丁目,-,東京都墨田区横網1-12-9 刀剣博物館 ,35.68148,139.6906,太刀〈無銘福岡一文字／〉附糸巻太刀拵,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19710622,-,刀剣博物館,公益財団法人日本美術刀剣保存協会,-
渋谷区,代々木四丁目,-,東京都墨田区横網1-12-9 刀剣博物館 ,35.681484,139.690668,太刀〈銘兼永／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,平安,19380704,-,刀剣博物館,公益財団法人日本美術刀剣保存協会,-
渋谷区,代々木四丁目,-,東京都墨田区横網1-12-9 刀剣博物館 ,35.681484,139.690668,太刀〈銘国行／〉,-,国宝・重要文化財（美術工芸品）,国宝,工芸品,日本,鎌倉,19370525,19530331,刀剣博物館,公益財団法人日本美術刀剣保存協会,-
渋谷区,代々木四丁目,-,東京都墨田区横網1-12-9 刀剣博物館 ,35.681484,139.690668,太刀〈銘国行／〉,-,国宝・重要文化財（美術工芸品）,国宝,工芸品,日本,鎌倉,19540320,19540320,刀剣博物館,公益財団法人日本美術刀剣保存協会,-
渋谷区,代々木四丁目,-,東京都墨田区横網1-12-9 刀剣博物館 ,35.68148,139.6906,太刀〈銘信房作／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,平安,19340130,-,刀剣博物館,公益財団法人日本美術刀剣保存協会,-
渋谷区,代々木四丁目,-,東京都墨田区横網1-12-9 刀剣博物館 ,35.681484,139.690668,太刀〈銘延吉／〉,-,国宝・重要文化財（美術工芸品）,国宝,工芸品,日本,鎌倉,19360918,19530331,刀剣博物館,公益財団法人日本美術刀剣保存協会,-
渋谷区,代々木四丁目,-,東京都墨田区横網1-12-9 刀剣博物館 ,35.68148,139.6906,太刀〈銘備前国住人雲次／正和二二年十月日〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19540320,-,刀剣博物館,公益財団法人日本美術刀剣保存協会,-
渋谷区,代々木四丁目,-,東京都墨田区横網1-12-9 刀剣博物館 ,35.68148,139.6906,短刀〈銘宇都宮大明神相模国住人廣光／八幡大菩薩、文和五年卯月日,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,南北朝,19530331,-,刀剣博物館,-,-
渋谷区,代々木四丁目,-,東京都台東区上野公園13-9 東京国立博物館,35.681484,139.690668,短刀〈銘吉光（博多藤四郎）／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19311214,-,東京国立博物館文化庁分室,国（文化庁）,-
渋谷区,猿楽町,-,東京都渋谷区猿楽町29番地,35.64751,139.7009,旧朝倉家住宅,主屋,国宝・重要文化財(建造物),重要文化財,近代／住居,-,大正,20041210,-,-,国（文部科学省）,渋谷区
渋谷区,猿楽町,-,東京都渋谷区猿楽町29番地,35.64764,139.7006,旧朝倉家住宅,土蔵,国宝・重要文化財(建造物),重要文化財,近代／住居,-,大正,20041210,-,-,国（文部科学省）,渋谷区
渋谷区,広尾五丁目,-,東京都渋谷区広尾五丁目2-2,35.65048,139.7199,上宮寺鐘楼,-,登録有形文化財(建造物),宗教,その他工作物,-,大正,20171027,-,-,宗教法人上宮寺,-
渋谷区,広尾五丁目,-,東京都渋谷区広尾五丁目2-2,35.65052,139.7201,上宮寺本堂,-,登録有形文化財(建造物),宗教,建築物,-,大正,20171027,-,-,宗教法人上宮寺,-
渋谷区,広尾五丁目,-,東京都渋谷区広尾五丁目2-2,35.65042,139.7201,上宮寺本堂応接部,-,登録有形文化財(建造物),宗教,建築物,-,大正,20171027,-,-,宗教法人上宮寺,-
渋谷区,広尾四丁目,-,東京都渋谷区広尾四丁目1番地4,35.654428,139.720368,旧久邇宮邸（聖心女子大学）,御常御殿・小食堂,国宝・重要文化財(建造物),重要文化財,近代／住居,-,大正,20171128,-,-,学校法人聖心女子学院,-
渋谷区,広尾四丁目,-,東京都渋谷区広尾四丁目1番地4,35.654428,139.720368,旧久邇宮邸（聖心女子大学）,正門,国宝・重要文化財(建造物),重要文化財,近代／住居,-,大正,20171128,-,-,学校法人聖心女子学院,-
渋谷区,渋谷四丁目,-,東京都渋谷区渋谷4-22他,35.66072,139.7103,青山学院ベリーホール,-,登録有形文化財(建造物),学校,建築物,-,昭和前,20080418,-,-,学校法人青山学院,-
渋谷区,渋谷四丁目,-,東京都渋谷区渋谷4-22他,35.66029,139.7101,青山学院間島記念館,-,登録有形文化財(建造物),学校,建築物,-,昭和前,20080418,-,-,学校法人青山学院,-
渋谷区,渋谷四丁目,-,東京都渋谷区渋谷四丁目107-4,35.659261,139.712881,ミュージアム１９９９（旧千葉常五郎邸）,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20180510,-,-,ミュージアム一九九九株式会社,-
渋谷区,恵比寿南一丁目,-,東京都渋谷区神宮前5丁目27番2号,35.64354,139.7108,能面父尉（伝弥勒作）,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19620621,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南一丁目,-,東京都渋谷区神宮前5丁目27番2号,35.64354,139.7108,能面延命冠者（伝文蔵作）,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19620621,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南一丁目,-,東京都渋谷区神宮前5丁目27番2号,35.64354,139.7108,能面大悪尉（伝赤鶴作）,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19620621,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南一丁目,-,東京都渋谷区神宮前5丁目27番2号,35.64354,139.7108,能面鼻瘤悪尉（伝福来作）,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19620621,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南一丁目,-,東京都渋谷区神宮前5丁目27番2号,35.64354,139.7108,能面慈童（伝竜右衛門作）,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19620621,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南一丁目,-,東京都渋谷区神宮前5丁目27番2号,35.64354,139.7108,能面翁（黒色尉）（伝日光作）,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,南北朝,19640128,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南一丁目,-,東京都渋谷区神宮前5丁目27番2号,35.64354,139.7108,能面子牛尉（伝小牛作）,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南一丁目,-,東京都渋谷区神宮前5丁目27番2号,35.64354,139.7108,能面阿古父尉（伝小牛作）,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南一丁目,-,東京都渋谷区神宮前5丁目27番2号,35.64354,139.7108,能面笑尉（伝小牛作）,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南一丁目,-,東京都渋谷区神宮前5丁目27番2号,35.64354,139.7108,能面朝倉尉（伝福来作）,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南一丁目,-,東京都渋谷区神宮前5丁目27番2号,35.64354,139.7108,能面大飛出（伝赤鶴作）,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,恵比寿南一丁目,-,東京都渋谷区神宮前5丁目27番2号,35.64354,139.7108,能面天神（伝赤鶴作）,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,-,財団法人観世文庫,財団法人観世文庫,-
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前5丁目27番2号,35.66573,139.7022,能面翁（白色尉）（伝弥勒作）,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,南北朝,19620621,-,観世文庫,観世文庫,-
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前5丁目27番2号,35.66573,139.7022,能面皺尉（伝福来作）,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,-,観世文庫,観世文庫,-
渋谷区,恵比寿南一丁目,-,東京都渋谷区神宮前6-24-4,35.64354,139.7108,能本〈世阿弥筆／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,室町,19720530,-,一般財団法人観世文庫,一般財団法人観世文庫,-
渋谷区,神南二丁目,-,東京都渋谷区神南二丁目一番,35.666472,139.698581,代々木競技場,第二体育館,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,昭和,20210802,-,-,独立行政法人日本スポーツ振興センター,-
渋谷区,神南二丁目,-,東京都渋谷区神南二丁目一番,35.667656,139.700167,代々木競技場,第一体育館,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,昭和,20210802,-,-,独立行政法人日本スポーツ振興センター,-
渋谷区,代々木四丁目,-,東京都渋谷区代々木4-36-42,35.68089,139.6896,代々木能舞台敷舞台及び座敷,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和前,20090807,-,-,-,-
渋谷区,代々木四丁目,-,東京都渋谷区代々木4-36-42,35.68098,139.6896,代々木能舞台舞台・橋掛・鏡の間,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和中,20090807,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,本殿,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,内拝殿及び祝詞殿,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,内院渡廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,内院渡廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,外拝殿,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,宝庫,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,神庫,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,内透塀及び北門,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,神饌所及び渡廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,旧祭器庫,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,北廻廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,北廻廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,外透塀,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,外透塀,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,外透塀,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,北神門,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,外院廻廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,外院廻廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,外院廻廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,外院廻廊,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,昭和,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,東神門,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,西神門,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,南神門,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,宿衛舎,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,玉垣,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,玉垣,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,玉垣,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,玉垣,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,祓舎,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,南手水舎,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,西手水舎,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,東手水舎,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,神橋,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,南制札,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,北制札,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.673008,139.702605,明治神宮,西制札,国宝・重要文化財(建造物),重要文化財,近代／宗教,-,大正,20201223,-,-,宗教法人明治神宮,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.67958,139.6981,明治神宮宝物殿,正門,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.6797,139.6977,明治神宮宝物殿,東西廊（西廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.67987,139.6975,明治神宮宝物殿,東西渡廊（西渡廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.67989,139.6983,明治神宮宝物殿,東西廊（東廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
