指標名,食べログアワード受賞レストラン,,,,,,,,,,,,,
出典,The Tabelog Award 2023,,,,,,,,,,,,,
年次,2023年,,,,,,,,,,,,,
URL,https://award.tabelog.com/restaurants,,,,,,,,,,,,,
備考,（2019年度：275件、2020年度：208件、2021年度：211件、2022年度：147件）　※前年のThe Tabelog Award 2021では全536店舗受賞のうち、211店舗が対象。今年の2023では、全470店舗受賞のうち、147店舗が対象。,,,,,,,,,,,,,
,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,ジャンル,アワード,受賞・選出歴,星数,口コミ数,夜予算,昼予算,URL
港区,元赤坂一丁目,赤坂,東京都港区元赤坂1-5-20 ロイヤル赤坂サルーン1F,35.67754,139.73244,鮨 はしぐち,寿司 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.28,211 件,"￥40,000～￥49,999",-,https://tabelog.com/tokyo/A1308/A130801/13134517/
中央区,新富一丁目,-,東京都中央区新富1-8-2 grandir ginza east 1F,35.67292,139.77447,鮨 はしもと,寿司 / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.33,349 件,"￥30,000～￥39,999",-,https://tabelog.com/tokyo/A1313/A131301/13238306/
千代田区,一番町,-,東京都千代田区一番町3-8 大宮ビル 1F,35.68774,139.74331,鮨 みずかみ,寿司 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.03,157 件,"￥40,000～￥49,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1308/A130803/13220742/
港区,六本木四丁目,六本木,東京都港区六本木4-5-11 ランド六本木ビル B1,35.66477,139.73245,鮨 由う,寿司 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.17,553 件,"￥20,000～￥29,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1307/A130701/13201640/
中央区,銀座七丁目,-,東京都中央区銀座7-8-13 Brown Place 9F,35.66892,139.76192,鮨 よしたけ,寿司 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.07,144 件,"￥40,000～￥49,999",-,https://tabelog.com/tokyo/A1301/A130101/13024076/
港区,南青山二丁目,-,東京都港区南青山2-11-11 ARISTO南青山 1F,35.67131,139.72109,鮨 龍次郎,寿司 / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.31,389 件,"￥30,000～￥39,999","￥15,000～￥19,999",https://tabelog.com/tokyo/A1306/A130603/13240787/
港区,三田一丁目,-,東京都港区三田1-10-17,35.65395,139.73846,鈴田式,日本料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,4.1,215 件,"￥40,000～￥49,999",-,https://tabelog.com/tokyo/A1307/A130702/13234010/
渋谷区,宇田川町,-,東京都渋谷区宇田川町11-1 松沼ビル　１Ｆ,35.66260,139.69735,炭火焼 ゆうじ,焼肉・肉料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 焼肉 百名店 2022 選出店 食べログ 焼肉 TOKYO 百名店 2022 選出店 焼肉 百名店 2021 選出店 食べログ 焼肉 TOKYO 百名店 2021 選出店 焼肉 百名店 2020 選出店 食べログ 焼肉 TOKYO 百名店 2020 選出店 焼肉 百名店 2019 選出店 食べログ 焼肉 百名店 2019 選出店 焼肉 百名店 2018 選出店 食べログ 焼肉 百名店 2018 選出店,4.17,1297 件,"￥6,000～￥7,999",-,https://tabelog.com/tokyo/A1303/A130301/13001794/
港区,白金三丁目,-,東京都港区白金3-14-1 第１マンション　１Ｆ,35.64534,139.72831,炭焼 金竜山,焼肉・肉料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 焼肉 百名店 2022 選出店 食べログ 焼肉 TOKYO 百名店 2022 選出店 焼肉 百名店 2021 選出店 食べログ 焼肉 TOKYO 百名店 2021 選出店 焼肉 百名店 2020 選出店 食べログ 焼肉 TOKYO 百名店 2020 選出店 焼肉 百名店 2019 選出店 食べログ 焼肉 百名店 2019 選出店 焼肉 百名店 2018 選出店 食べログ 焼肉 百名店 2018 選出店,4.29,736 件,"￥15,000～￥19,999",-,https://tabelog.com/tokyo/A1316/A131602/13001625/
中央区,銀座六丁目,-,東京都中央区銀座6-8-7 交詢ビル　4Ｆ,35.67013,139.76286,スリオラ,スペイン料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店,4.02,393 件,"￥30,000～￥39,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1301/A130101/13125046/
千代田区,六番町,-,東京都千代田区六番町4-3 GEMS市ヶ谷 9F,35.68915,139.73523,炭火焼肉 なかはら,焼肉・肉料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 焼肉 百名店 2022 選出店 食べログ 焼肉 TOKYO 百名店 2022 選出店 焼肉 百名店 2021 選出店 食べログ 焼肉 TOKYO 百名店 2021 選出店 焼肉 百名店 2020 選出店 食べログ 焼肉 TOKYO 百名店 2020 選出店 焼肉 百名店 2019 選出店 食べログ 焼肉 百名店 2019 選出店 焼肉 百名店 2018 選出店 食べログ 焼肉 百名店 2018 選出店,4.02,553 件,"￥20,000～￥29,999",-,https://tabelog.com/tokyo/A1309/A130904/13175110/
港区,麻布十番二丁目,-,東京都港区麻布十番2-8-6 ラベイユ麻布十番 2F,35.65559,139.73477,たきや,天ぷら / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Gold受賞店 The Tabelog Award 2022 Gold 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 天ぷら 百名店 2022 選出店 食べログ 天ぷら 百名店 2022 選出店,4.51,232 件,"￥50,000～￥59,999",-,https://tabelog.com/tokyo/A1307/A130702/13185763/
港区,南青山二丁目,-,東京都港区南青山2-2-15 ウィン青山 1F,35.67135,139.72388,匠 進吾,寿司 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.04,244 件,"￥30,000～￥39,999",-,https://tabelog.com/tokyo/A1306/A130603/13155925/
新宿区,荒木町,-,東京都新宿区荒木町3-21 宮内ビル 2F,35.68859,139.72297,多仁本,日本料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,4.04,184 件,"￥20,000～￥29,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1309/A130903/13207060/
渋谷区,神宮前五丁目,-,東京都渋谷区神宮前5-23-3,35.66444,139.70468,玉笑,そば / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 そば 百名店 2022 選出店 食べログ そば 百名店 2022 選出店 そば 百名店 2021 選出店 食べログ そば 百名店 2021 選出店 そば 百名店 2019 選出店 食べログ そば 百名店 2019 選出店 そば 百名店 2018 選出店 食べログ そば 百名店 2018 選出店 そば 百名店 2017 選出店 食べログ そば 百名店 2017 選出店,4.16,1200 件,"￥10,000～￥14,999","￥2,000～￥2,999",https://tabelog.com/tokyo/A1306/A130601/13129390/
港区,西麻布四丁目,-,東京都港区西麻布4-9-11,35.65701,139.72211,CHIUnE,イノベーティブ・フュージョン / 東京,GOLD,2023年Gold受賞店 The Tabelog Award 2023 Gold 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店,4.57,119 件,"￥60,000～￥79,999",-,https://tabelog.com/tokyo/A1307/A130703/13262557/
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1-11-1 パシフィックセンチュリープレイス,35.67803,139.76695,SEZANNE,フレンチ / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店,4.22,182 件,"￥60,000～￥79,999","￥60,000～￥79,999",https://tabelog.com/tokyo/A1302/A130201/13256878/
渋谷区,恵比寿西二丁目,-,東京都渋谷区恵比寿西2-13-16 ラングス代官山 1F,35.65086,139.70602,TACUBO,イタリアン / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Gold受賞店 The Tabelog Award 2017 Gold 受賞店 イタリアン 百名店 2021 選出店 食べログ イタリアン TOKYO 百名店 2021 選出店,4.45,637 件,"￥30,000～￥39,999",-,https://tabelog.com/tokyo/A1303/A130303/13109940/
港区,東麻布三丁目,-,東京都港区東麻布3-7-5,35.65627,139.73848,中国飯店 富麗華,中華料理 / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 中国料理 百名店 2021 選出店 食べログ 中国料理 TOKYO 百名店 2021 選出店,4.2,1498 件,"￥30,000～￥39,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1307/A130702/13004967/
港区,新橋一丁目,虎ノ門広域,東京都港区新橋1-5-5 グランベル銀座ビル2 7F,35.66761,139.76019,趙楊,中華料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Gold受賞店 The Tabelog Award 2017 Gold 受賞店 中国料理 百名店 2021 選出店 食べログ 中国料理 TOKYO 百名店 2021 選出店,4,170 件,"￥30,000～￥39,999",-,https://tabelog.com/tokyo/A1301/A130103/13172920/
中央区,京橋二丁目,日八京,東京都中央区京橋2-5-2 A・M京橋ビル 1F,35.67647,139.77050,てんぷら 深町,天ぷら / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 天ぷら 百名店 2022 選出店 食べログ 天ぷら 百名店 2022 選出店,4.09,756 件,"￥20,000～￥29,999","￥15,000～￥19,999",https://tabelog.com/tokyo/A1302/A130202/13004105/
新宿区,荒木町,-,東京都新宿区荒木町15 サンシャトー四谷203,35.69105,139.72467,津の守坂 小柴,日本料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,4.21,148 件,"￥20,000～￥29,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1309/A130903/13200286/
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町4-1 ホテルニューオータニ東京 ロビィ階,35.68091,139.73404,トゥールダルジャン 東京,フレンチ / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 フレンチ 百名店 2021 選出店 食べログ フレンチ TOKYO 百名店 2021 選出店,4.03,438 件,"￥30,000～￥39,999","￥15,000～￥19,999",https://tabelog.com/tokyo/A1308/A130803/13000288/
新宿区,大久保一丁目,-,東京都新宿区大久保1-12-3 カーサ第二新宿 1F,35.69838,139.70335,東京肉しゃぶ家,焼肉・肉料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店,4.18,437 件,"￥30,000～￥39,999","￥15,000～￥19,999",https://tabelog.com/tokyo/A1304/A130401/13196268/
港区,六本木四丁目,六本木,東京都港区六本木4-4-2 ヒルサイドパレス六本木 B1F,35.66525,139.73248,隼,中華料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 中国料理 百名店 2021 選出店 食べログ 中国料理 TOKYO 百名店 2021 選出店,4.25,242 件,"￥40,000～￥49,999",-,https://tabelog.com/tokyo/A1307/A130701/13225413/
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-11-14 第二ジェスペールビル　１Ｆ,35.66895,139.75021,と村,日本料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Gold受賞店 The Tabelog Award 2017 Gold 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,4.2,169 件,"￥80,000～￥99,999",-,https://tabelog.com/tokyo/A1308/A130802/13005027/
港区,西麻布四丁目,-,東京都港区西麻布4-18-17,35.65818,139.71871,鳥さわ22,焼鳥・鳥料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 焼鳥 百名店 2022 選出店 食べログ 焼鳥 百名店 2022 選出店 焼鳥 百名店 2021 選出店 食べログ 焼鳥 百名店 2021 選出店 焼鳥 百名店 2019 選出店 食べログ 焼鳥 百名店 2019 選出店,3.99,271 件,"￥20,000～￥29,999",-,https://tabelog.com/tokyo/A1307/A130703/13222625/
江東区,亀戸二丁目,-,東京都江東区亀戸2-24-13,35.69835,139.82374,鳥さわ,焼鳥・鳥料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 焼鳥 百名店 2022 選出店 食べログ 焼鳥 百名店 2022 選出店 焼鳥 百名店 2021 選出店 食べログ 焼鳥 百名店 2021 選出店 焼鳥 百名店 2019 選出店 食べログ 焼鳥 百名店 2019 選出店 焼鳥 百名店 2018 選出店 食べログ 焼鳥 百名店 2018 選出店,3.99,453 件,"￥10,000～￥14,999",-,https://tabelog.com/tokyo/A1312/A131202/13135959/
品川区,上大崎二丁目,-,東京都品川区上大崎2-14-12,35.63428,139.71689,鳥しき,焼鳥・鳥料理 / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Gold受賞店 The Tabelog Award 2022 Gold 受賞店 2021年Gold受賞店 The Tabelog Award 2021 Gold 受賞店 2020年Gold受賞店 The Tabelog Award 2020 Gold 受賞店 2019年Gold受賞店 The Tabelog Award 2019 Gold 受賞店 2018年Gold受賞店 The Tabelog Award 2018 Gold 受賞店 2017年Gold受賞店 The Tabelog Award 2017 Gold 受賞店 焼鳥 百名店 2022 選出店 食べログ 焼鳥 百名店 2022 選出店 焼鳥 百名店 2021 選出店 食べログ 焼鳥 百名店 2021 選出店 焼鳥 百名店 2019 選出店 食べログ 焼鳥 百名店 2019 選出店 焼鳥 百名店 2018 選出店 食べログ 焼鳥 百名店 2018 選出店,4.48,1087 件,"￥10,000～￥14,999","￥8,000～￥9,999",https://tabelog.com/tokyo/A1316/A131601/13041029/
渋谷区,代々木二丁目,-,東京都渋谷区代々木2-6-5,35.68797,139.69885,鳥茂,居酒屋 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店,4.01,1848 件,"￥15,000～￥19,999",-,https://tabelog.com/tokyo/A1304/A130401/13001067/
渋谷区,恵比寿二丁目,-,東京都港区南麻布4丁目13-4 ユニテ麻布 1F,35.64700,139.72154,トレイス,イノベーティブ・フュージョン / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店,4.42,141 件,"￥50,000～￥59,999",-,https://tabelog.com/tokyo/A1307/A130703/13246316/
港区,南青山二丁目,-,東京都港区南青山2-6-15,35.67162,139.72212,NARISAWA,イノベーティブ・フュージョン / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店,4.24,637 件,"￥60,000～￥79,999","￥60,000～￥79,999",https://tabelog.com/tokyo/A1306/A130603/13005423/
港区,西麻布二丁目,-,東京都港区西麻布2-24-14 バルビゾン73 B1F,35.66014,139.72246,肉割烹 上,焼肉・肉料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店,4.21,391 件,"￥30,000～￥39,999","￥15,000～￥19,999",https://tabelog.com/tokyo/A1307/A130701/13209614/
中央区,銀座六丁目,-,東京都中央区銀座6-4-3 GICROS GINZA GEMS 9F,35.67161,139.76198,肉屋 田中,焼肉・肉料理 / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店,4.41,185 件,"￥50,000～￥59,999",-,https://tabelog.com/tokyo/A1301/A130101/13237628/
中央区,日本橋蛎殻町一丁目,-,東京都中央区日本橋蛎殻町1-33-6 ビューハイツ日本橋 B1F,35.68187,139.78496,日本橋蛎殻町 すぎた,寿司 / 東京,GOLD,2023年Gold受賞店 The Tabelog Award 2023 Gold 受賞店 2022年Gold受賞店 The Tabelog Award 2022 Gold 受賞店 2021年Gold受賞店 The Tabelog Award 2021 Gold 受賞店 2020年Gold受賞店 The Tabelog Award 2020 Gold 受賞店 2019年Gold受賞店 The Tabelog Award 2019 Gold 受賞店 2018年Gold受賞店 The Tabelog Award 2018 Gold 受賞店 2017年Gold受賞店 The Tabelog Award 2017 Gold 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.71,644 件,"￥40,000～￥49,999","￥40,000～￥49,999",https://tabelog.com/tokyo/A1302/A130204/13018162/
中央区,日本橋人形町二丁目,-,東京都中央区日本橋人形町2-22-11 井上ビル 1F,35.68623,139.78454,日本橋 蕎ノ字,天ぷら / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 天ぷら 百名店 2022 選出店 食べログ 天ぷら 百名店 2022 選出店 そば 百名店 2017 選出店 食べログ そば 百名店 2017 選出店,4.31,308 件,"￥30,000～￥39,999","￥30,000～￥39,999",https://tabelog.com/tokyo/A1302/A130204/13201969/
