指標名,文化財,,,,,,,,,,,,,,,,,
出典,国指定文化財等データベース,,,,,,,,,,,,,,,,,
年次,2023/2/8取得,,,,,,,,,,,,,,,,,
URL,https://kunishitei.bunka.go.jp/,,,,,,,,,,,,,,,,,
備考,（2019年：482件。2020年：516件、2021年：548件、2022年：553件、2023年：559件）※所在地の記載のないもの、無形を除く,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,名称,棟名,文化財種類,種別1,種別2,国,時代,重文指定年月日,国宝指定年月日,保管施設の名称,所有者名,管理団体又は責任者,
港区,赤坂９丁目,六本木,ｻﾝﾄﾘｰ美術館 東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞ,35.66685,139.730714,紙本著色三十六歌仙切〈（順）／佐竹家伝来〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19360506,,サントリー美術館,公益財団法人サントリー芸術財団,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本著色三十六歌仙切〈（遍昭）／佐竹家伝来〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19370525,,公益財団法人出光美術館,公益財団法人出光美術館,,
港区,赤坂９丁目,六本木,ｻﾝﾄﾘｰ美術館 東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞ,35.66685,139.730714,紙本著色四季花鳥図〈／六曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19840606,,サントリー美術館,公益財団法人サントリー芸術財団,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本著色四季日待図〈英一蝶筆〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,20060609,,公益財団法人出光美術館,公益財団法人出光美術館,,
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4,35.666656,139.729694,紙本著色酒伝童子絵巻〈狩野元信筆／〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,20150904,,サントリー美術館,公益財団法人サントリー芸術財団,,
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-1-1三井本館7階,35.686415,139.773532,紙本著色東福門院入内図〈／四曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,20060609,,三井記念美術館,公益財団法人三井文庫,,
千代田区,千代田,-,東京都千代田区千代田,35.683934,139.75289,紙本著色蒙古襲来絵詞,,国宝・重要文化財（美術工芸品）,国宝,絵画,日本,鎌倉,20210930,20210930,皇居三の丸尚蔵館,国（文化庁保管）,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本墨画花鳥図〈能阿弥筆／〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19980630,,公益財団法人出光美術館,公益財団法人出光美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,紙本墨画淡彩山水図〈曽我紹仙筆／〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19590627,,公益財団法人根津美術館,公益財団法人根津美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本墨画淡彩野々宮図,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,20181031,,公益財団法人出光美術館,公益財団法人出光美術館,,
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.710789,139.718111,紙本墨書尾張国解文,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,鎌倉,19430609,,早稲田大学,早稲田大学,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本墨書光厳院宸翰御消息（十一月五日）,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,南北朝,19350430,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本墨書後光厳院宸翰御消息（七月廿九日）,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,南北朝,19350430,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本墨書後小松天皇宸翰御消息（七月廿五日）,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,室町,19400503,,公益財団法人出光美術館,公益財団法人出光美術館,,
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.710789,139.718111,紙本墨書東大寺文書（十五通）,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,奈良～平安,19400503,,早稲田大学,早稲田大学,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本墨書陽光院御筆御消息（七十三通）,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,桃山,19380704,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,神田駿河台１丁目,-,千代田区神田駿河台1-1,35.697717,139.761765,下野出流原遺跡出土品,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,日本,弥生,19820605,,明治大学,明治大学,,
千代田区,永田町１丁目,赤坂,東京都千代田区永田町1-10-1,35.678599,139.744329,釈氏往来,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,20120906,,国立国会図書館,国立国会図書館,,
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-1-1,35.686695,139.772979,拾遺抄,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,20160817,,三井記念美術館,公益財団法人三井文庫,,
渋谷区,東１丁目,-,東京都日野市大坂上4-1-1,35.657278,139.709007,拾遺和歌集〈上（寂恵本）／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19700525,,実践女子学園図書館,学校法人実践女子学園,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,宗峰妙超墨蹟（元亨壬戌）,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉～南北朝,19420626,,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ﾉ門2-10-3,35.666944,139.743311,寿老図六角皿〈尾形乾山作／尾形光琳画〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,江戸,19390527,,大倉集古館,公益財団法人大倉文化財団,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,順正理論巻第六残巻,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19440905,,公益財団法人根津美術館,公益財団法人根津美術館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,貞享暦〈渋川春海筆／（巻四補写本）〉,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19940628,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,正保城絵図,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19860606,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
港区,虎ノ門２丁目,虎ノ門,港区虎ﾉ門2-10-3,35.666944,139.743311,徐公文集（宋刊本）,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19490218,,大倉集古館,公益財団法人大倉文化財団,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,諸宗末寺帳,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19890612,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,庶物類纂,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19960627,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,庶物類纂図翼,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19960627,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,尋憲記,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,室町～安土桃山,20110627,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
新宿区,西新宿２丁目,-,東京都新宿区西新宿２丁目８−１ 東京都庁第一本庁舎 45階 第一本庁舎,35.689864,139.691686,新修浄土往生伝巻上、下,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,20130619,,国（国立国会図書館保管）,国（国立国会図書館保管）,,
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655642,139.71204,神皇正統記〈上中下／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,室町,19360506,,國學院大学,國學院大学,,
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.710789,139.718111,崇光天皇宸翰御願文〈永和二年十一月十一日／伊勢太神宮宛〉,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,南北朝,19780615,,早稲田大学,早稲田大学,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,青磁花瓶,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,南宋,19420626,,公益財団法人根津美術館,公益財団法人根津美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,青磁下蕪花生,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,南宋,19780615,,財団法人出光美術館,財団法人出光美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,青磁筒花生〈銘大内筒／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,南宋,19540320,,公益財団法人根津美術館,公益財団法人根津美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,青磁袴腰大香炉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,南宋,19550202,,財団法人出光美術館,財団法人出光美術館,,
中央区,日本橋室町２丁目,日八京,三井記念美術館 東京都中央区日本橋室町2-1-1三井本館7階,35.686417,139.773527,清拙正澄墨蹟〈霊致別称偈／延元元年仲夏〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国・日本,元～南北朝,19531114,,三井記念美術館　,公益財団法人三井文庫,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,石造浮彫十一面観音龕,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,中国,唐,19360918,,公益財団法人根津美術館,公益財団法人根津美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,禅院額字〈選仏場／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19520329,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,宋版頴浜先生大全文集,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19570219,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
港区,虎ノ門２丁目,虎ノ門,港区虎ﾉ門2-10-3,35.666944,139.743311,宋版韓集挙正,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19640526,,大倉集古館,公益財団法人大倉文化財団,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,宋版鉅宋広韻,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19570219,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,宋版周易新講義,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19560628,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,宋版子略,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19560628,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,宋版史略,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19560628,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
千代田区,永田町１丁目,赤坂,国立国会図書館 東京都千代田区永田町1-10-1,35.67842,139.744216,宋版姓解,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19560628,,国立国会図書館,国（国立国会図書館）,,
港区,虎ノ門２丁目,虎ノ門,港区虎ﾉ門2-10-3,35.666944,139.743311,宋版大唐三蔵取経詩話（高山寺本）,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19590627,,大倉集古館,公益財団法人大倉文化財団,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,宋版東坡集,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19560628,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,宋版梅亭先生四六標準,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19570219,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,宋版平斉文集,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19570219,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,宋版予章先生集,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19570219,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,宋版廬山記,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19550622,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,宋版准海集,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19560628,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,双羊尊,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,西周,19710622,,財団法人根津美術館,財団法人根津美術館,,
千代田区,千代田,-,東京都千代田区千代田,35.683934,139.75289,喪乱帖〈原跡王羲之／〉,,国宝・重要文化財（美術工芸品）,国宝,書跡・典籍,中国,唐時代,,20230627,皇居三の丸尚蔵館,国（文化庁保管）,,
港区,赤坂９丁目,六本木,ｻﾝﾄﾘｰ美術館 東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞ,35.66685,139.730714,染付松樹文三脚皿〈鍋島／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,江戸,20001204,,サントリー美術館,公益財団法人サントリー芸術財団,,
港区,三田２丁目,-,東京都港区三田2-15-45,35.649235,139.742868,大かうさまくんきのうち〈太田牛一筆／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,江戸,19740608,,学校法人慶應義塾,学校法人慶應義塾,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,大乗掌珍論〈巻上残巻／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19440905,,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,大乗法界無差別論疏〈成弁筆／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19610217,,公益財団法人根津美術館,公益財団法人根津美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,大燈国師墨蹟〈偈頌／（夏日）〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉～南北朝,19610630,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,大燈国師墨蹟〈偈語（興作）／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉～南北朝,19610630,,公益財団法人出光美術館,公益財団法人出光美術館,,
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-7-9,35.679753,139.77353,大唐三蔵玄弉法師表啓,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19310119,,株式会社瀬津雅陶堂,株式会社瀬津雅陶堂,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,大唐内典録〈巻第九　第十残巻／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19490530,,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,大般若経巻五十七残巻,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19440905,,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,大般若経巻第二十三,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19311214,,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,大般若経巻第二百六十七,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19440905,,公益財団法人根津美術館,公益財団法人根津美術館,,
渋谷区,神宮前１丁目,-,墨田区横網1-12-9,35.671758,139.705875,太刀〈額銘吉房／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19350430,,刀剣博物館,東郷神社,,
渋谷区,代々木４丁目,-,刀剣博物館 東京都墨田区横網1-12-9,35.681484,139.690668,太刀〈無銘福岡一文字／〉附糸巻太刀拵,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19710622,,刀剣博物館,公益財団法人日本美術刀剣保存協会,,
渋谷区,代々木４丁目,-,刀剣博物館 東京都墨田区横網1-12-9,35.681484,139.690668,太刀〈銘兼永／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,平安,19380704,,刀剣博物館,公益財団法人日本美術刀剣保存協会,,
中央区,日本橋室町２丁目,日八京,三井記念美術館 東京都中央区日本橋室町2-1-1三井本館7階,35.686417,139.773527,太刀〈銘国信／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,南北朝,19550622,,三井記念美術館　,公益財団法人三井文庫,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,太刀〈銘国村／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19490218,,財団法人出光美術館,財団法人出光美術館,,
渋谷区,代々木４丁目,-,刀剣博物館 東京都墨田区横網1-12-9,35.681484,139.690668,太刀〈銘国行／〉,,国宝・重要文化財（美術工芸品）,国宝,工芸品,日本,鎌倉,19370525,19530331,刀剣博物館,公益財団法人日本美術刀剣保存協会,,
渋谷区,代々木４丁目,-,刀剣博物館 東京都墨田区横網1-12-9,35.681484,139.690668,太刀〈銘国行／〉,,国宝・重要文化財（美術工芸品）,国宝,工芸品,日本,鎌倉,19540320,19540320,刀剣博物館,公益財団法人日本美術刀剣保存協会,,
中央区,日本橋室町２丁目,日八京,三井記念美術館 東京都中央区日本橋室町2-1-1三井本館7階,35.686417,139.773527,太刀〈銘助真／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19570219,,三井記念美術館　,公益財団法人三井文庫,,
渋谷区,代々木４丁目,-,刀剣博物館 東京都墨田区横網1-12-9,35.681484,139.690668,太刀〈銘信房作／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,平安,19340130,,刀剣博物館,公益財団法人日本美術刀剣保存協会,,
渋谷区,代々木４丁目,-,刀剣博物館 東京都墨田区横網1-12-9,35.681484,139.690668,太刀〈銘延吉／〉,,国宝・重要文化財（美術工芸品）,国宝,工芸品,日本,鎌倉,19360918,19530331,刀剣博物館,公益財団法人日本美術刀剣保存協会,,
中央区,日本橋室町２丁目,日八京,三井記念美術館 東京都中央区日本橋室町2-1-1三井本館7階,35.686417,139.773527,太刀〈銘則宗／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19410703,,三井記念美術館　,公益財団法人三井文庫,,
中央区,日本橋室町２丁目,日八京,三井記念美術館 東京都中央区日本橋室町2-1-1三井本館7階,35.686417,139.773527,太刀〈銘備州長船住兼光／暦応二年正月日〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,南北朝,19520329,,三井記念美術館　,公益財団法人三井文庫,,
中央区,日本橋室町２丁目,日八京,三井記念美術館 東京都中央区日本橋室町2-1-1三井本館7階,35.686417,139.773527,太刀〈銘備州長鉛基光／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,南北朝,19530331,,三井記念美術館　,公益財団法人三井文庫,,
渋谷区,代々木４丁目,-,刀剣博物館 東京都墨田区横網1-12-9,35.681484,139.690668,太刀〈銘備前国住人雲次／正和二二年十月日〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19540320,,刀剣博物館,公益財団法人日本美術刀剣保存協会,,
渋谷区,代々木４丁目,-,刀剣博物館 東京都墨田区横網1-12-9,35.681484,139.690668,太刀〈銘正恒／〉　附黒漆太刀拵,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,平安,19330123,,刀剣博物館,公益財団法人日本美術刀剣保存協会,,
中央区,日本橋室町２丁目,日八京,三井記念美術館 東京都中央区日本橋室町2-1-1三井本館7階,35.686417,139.773527,短刀〈無銘貞宗（名物徳善院貞宗）／〉,,国宝・重要文化財（美術工芸品）,国宝,工芸品,日本,鎌倉,19370525,19521122,三井記念美術館　,公益財団法人三井文庫,,
中央区,日本橋室町２丁目,日八京,三井記念美術館 東京都中央区日本橋室町2-1-1三井本館7階,35.686417,139.773527,短刀〈無銘正宗（名物日向正宗）／〉,,国宝・重要文化財（美術工芸品）,国宝,工芸品,日本,鎌倉,19410703,19521122,三井記念美術館　,公益財団法人三井文庫,,
渋谷区,代々木４丁目,-,刀剣博物館 東京都墨田区横網1-12-9,35.681484,139.690668,短刀〈銘兼氏／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,南北朝,19380704,,刀剣博物館,公益財団法人日本美術刀剣保存協会,,
渋谷区,代々木４丁目,-,刀剣博物館 東京都墨田区横網1-12-9,35.681484,139.690668,短刀〈銘清綱／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19520329,,刀剣博物館,公益財団法人日本美術刀剣保存協会,,
港区,虎ノ門２丁目,虎ノ門,港区虎ﾉ門2-10-3,35.666944,139.743311,短刀〈銘則重／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19310119,,大倉集古館,公益財団法人大倉文化財団,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,註楞伽経〈巻第七／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19311214,,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ﾉ門2-10-3,35.666944,139.743311,長生殿蒔絵手筥,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19330123,,大倉集古館,公益財団法人大倉文化財団,,
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655642,139.71204,朝野群載〈巻第一／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19360506,,國學院大学,國學院大学,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,継色紙（むめのかの）,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19870606,,公益財団法人出光美術館,公益財団法人出光美術館,,
港区,三田２丁目,-,東京都港区三田2-15-45,35.649235,139.742868,対馬宗家関係資料,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸～明治,20080710,,学校法人慶應義塾,学校法人慶應義塾,,
千代田区,永田町１丁目,赤坂,国立国会図書館 東京都千代田区永田町1-10-1,35.67842,139.744216,対馬宗家倭館関係資料,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,20070608,,国立国会図書館,国（国立国会図書館）,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,壺形土器,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,日本,弥生,19740608,,財団法人出光美術館,財団法人出光美術館,,
中央区,日本橋室町２丁目,日八京,三井記念美術館 東京都中央区日本橋室町2-1-1三井本館7階,35.686417,139.773527,手鑑「たかまつ」（百八十六葉）,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良～江戸,19890612,,三井記念美術館　,公益財団法人三井文庫,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,手鑑「見ぬ世の友」（二百二十九葉）,,国宝・重要文化財（美術工芸品）,国宝,書跡・典籍,日本,奈良～室町,,19521122,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,永田町１丁目,赤坂,国立国会図書館 東京都千代田区永田町1-10-1,35.67842,139.744216,天台山記,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19550622,,国立国会図書館,国（国立国会図書館）,,
千代田区,千代田,-,東京都千代田区千代田1-1,35.683934,139.75289,銅色絵蘭陵王置物〈海野勝珉作／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,明治,20230627,,皇居三の丸尚蔵館,国（文化庁保管）,,
港区,虎ノ門２丁目,虎ノ門,港区虎ﾉ門2-10-3,35.666944,139.743311,東大寺文書〈（二十四通）／六曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,奈良～鎌倉,19600609,,大倉集古館,公益財団法人大倉文化財団,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,饕餮〓鳳文〓〈図形文字一／〉,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19690620,,財団法人根津美術館,財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,饕餮〓竜文尊〈図形文字一／〉,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19690620,,財団法人根津美術館,財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,饕餮文〓〈図形文字一／〉,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19690620,,財団法人根津美術館,財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,饕餮文方〓〈文字一／〉,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19690620,,財団法人根津美術館,財団法人根津美術館,,
