指標名,病院・診療所・クリニック,,,,,,,
出典,病院なび,,,,,,,
年次,2024/2/5取得,,,,,,,
URL,https://byoinnavi.jp/,,,,,,,
備考,"（2020年度：6,158件、2021年度：6,304件、2022年度：6,543件、2023年度：6,702件）",,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,URL
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2丁目23-10,35.65994,139.69561,安藤眼科医院,眼科,-
渋谷区,本町２丁目,-,東京都渋谷区本町2丁目6-9森ビル2階,35.68288,139.68326,本町眼科クリニック,眼科,-
渋谷区,猿楽町,-,東京都渋谷区猿楽町16-15T-SITE GARDEN 5号棟2F,35.64949,139.70034,医療法人社団松徳会 松倉クリニック代官山,"形成外科, 皮膚科, 美容皮膚科",-
渋谷区,西原２丁目,-,東京都渋谷区西原2丁目34-9,35.67515,139.67637,ほしなこどもクリニック,小児科,-
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1丁目31-11ビラージュ笹塚I-101,35.67276,139.66673,医療法人社団澤池会 坂本クリニック,"内科, 小児科",-
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ケ谷5丁目27-3やまとビル5F,35.68674,139.70286,医療法人社団心紲会 東京イセアクリニック,"美容外科, 美容皮膚科",-
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ケ谷5丁目25-5バリューHR代々木ビル,35.68463,139.70367,医療法人社団バリューメディカル バリューHRビルクリニック,"内科, 眼科",-
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1丁目8-6VORT渋谷宮益坂2F,35.66022,139.70524,医療法人社団生美会 SmileAccess矯正歯科,矯正歯科,-
渋谷区,宇田川町,-,東京都渋谷区宇田川町37-15ARISTO渋谷5F,35.66265,139.69512,渋谷ルコラコクリニック,"内科, 歯科, 麻酔科",-
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目7-5中島第二ビル7F,35.68776,139.69948,医療法人優肌会 スマイルクリニック,"形成外科, 美容外科, 美容皮膚科",-
渋谷区,代々木２丁目,-,東京都渋谷区代々木二丁目12-4西原ビル501,35.68673,139.69733,新宿大腸クリニック,"内科, 消化器科",-
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1丁目22-1,35.67316,139.66809,医療法人社団RMC 笹塚RMCクリニック,"内科, 整形外科, リハビリテーション科",-
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6丁目18-1クレインズパーク4F,35.66479,139.70315,渋谷の森クリニック,"形成外科, 美容外科",-
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目10-4新宿CRビル2F,35.68788,139.69805,医療法人社団敬潤会 国際デンタルクリニック新宿 インプラント&矯正センター,"矯正歯科, 歯科口腔外科",-
渋谷区,上原１丁目,-,東京都渋谷区上原1丁目33-10,35.66906,139.68085,医療法人社団スマイルベア キッズデンタル代々木上原,"矯正歯科, 小児歯科",-
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6丁目26-1,35.66672,139.70226,一般社団法人巨樹の会 原宿リハビリテーション病院,リハビリテーション科,-
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3丁目9-9東京建物渋谷ビル2F,35.65711,139.70479,医療法人社団健豊会 西島クリニック,"内科, 婦人科, 消化器内科消化器",-
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2丁目6-15鈴井ビル8F,35.65904,139.69849,医療法人社団予防会 渋谷クリニック,"性病科, 婦人科",-
渋谷区,本町５丁目,-,東京都渋谷区本町五丁目27-11,35.68361,139.67636,宮本医院,内科,-
渋谷区,西原１丁目,-,東京都渋谷区西原1丁目8-12,35.67403,139.68160,長澤医院,"内科, 循環器科",-
渋谷区,宇田川町,-,東京都渋谷区宇田川町24-4センター244ビル3・4階,35.66019,139.69967,あいおい歯科 渋谷センター街医院,"歯科, 矯正歯科, 歯科口腔外科",-
渋谷区,本町２丁目,-,東京都渋谷区本町2丁目18-8,35.68236,139.68087,医療法人社団旭洋会 鈴木医院,内科,-
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3丁目31-9,35.67170,139.71036,赤阪医院,"内科, 泌尿器科",-
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ケ谷三丁目26-3,35.67681,139.70768,やまもと耳鼻咽喉科,耳鼻いんこう科,-
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂二丁目25-6ホリウチビル6F,35.66025,139.69661,渋谷高野美容医院,美容外科,-
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿三丁目39-5メゾン・ド・ボネール白金1B,35.64383,139.72082,リーメディカルクリニック,"内科, 小児科",-
渋谷区,広尾５丁目,-,東京都渋谷区広尾5丁目14-2広尾KKビル1階,35.65033,139.72142,河野医院,耳鼻いんこう科,-
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1丁目57-52F,35.67369,139.66666,医療法人社団 松吉医院,"内科, アレルギー科, 小児科, 皮膚科, 呼吸器内科呼吸器",-
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南一丁目3-6CIビル2F,35.64572,139.70806,角谷眼科医院,眼科,-
渋谷区,元代々木町,-,東京都渋谷区元代々木町2-4HRCビル4F,35.67048,139.68752,おおなか歯科,歯科,-
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1丁目14-24原宿TWビル5F,35.66986,139.70320,K Braces矯正歯科原宿駅前,矯正歯科,-
渋谷区,西原３丁目,-,東京都渋谷区西原3丁目2-4丸幸ビル1F,35.67047,139.68232,代々木上原矯正歯科,矯正歯科,-
渋谷区,西原３丁目,-,東京都渋谷区西原3丁目20-73F,35.67042,139.68115,ホープクリニック,"心療内科, 精神科",-
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南1丁目4-15恵比寿銀座クロスビル4F,35.64641,139.70890,医療法人道心会 恵比寿形成外科・美容クリニック,"形成外科, 美容皮膚科",-
渋谷区,猿楽町,-,東京都渋谷区猿楽町21-3,35.64973,139.70099,医療法人社団浩邦会 代官山内科外科クリニック,"内科, 外科, 整形外科, 皮膚科",-
渋谷区,上原１丁目,-,東京都渋谷区上原1丁目33-11TOPCOURT4 2階,35.66915,139.68085,医療法人慶聰会 矢澤クリニック渋谷,"内科, 神経内科, 小児科, 泌尿器科, 呼吸器内科呼吸器, 循環器内科循環器, 緩和ケア内科, 消化器内科消化器",-
渋谷区,元代々木町,-,東京都渋谷区元代々木町6-1スズキビル101号室,35.67009,139.68655,さかいメディカルクリニック,"内科, 腫瘍内科, 消化器内科消化器",-
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ケ谷5丁目27-5リンクスクエア新宿3階,35.68662,139.70303,新宿・代々木こころのラボクリニック,"心療内科, 精神科",-
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ケ谷一丁目48-6代々木公園ハイツ1階,35.66813,139.68930,内科小児科 白滝医院,"内科, 小児科",-
渋谷区,本町４丁目,-,東京都渋谷区本町4丁目16-9コヅカビル1階,35.68784,139.67945,ニキ・ハートクリニック,"内科, 循環器内科循環器",-
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1丁目2-3東急プラザ渋谷8F,35.65764,139.70023,医療法人社団紫雄会 東急プラザ酒井歯科室,"歯科, 歯科口腔外科",-
渋谷区,代々木１丁目,-,東京都渋谷区代々木1丁目43-7光ビル3階,35.68235,139.69941,土田歯科クリニック,歯科,-
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1丁目8-7第27SYビル10階,35.66026,139.70508,医療法人社団白翠会 渋谷矯正歯科,矯正歯科,-
渋谷区,大山町,-,東京都渋谷区大山町45-12,35.66868,139.67760,三浦デンタルオフィス,歯科,-
渋谷区,西原２丁目,-,東京都渋谷区西原二丁目31-3山本ビル2F,35.67593,139.67688,三原デンタルクリニック,"歯科, 小児歯科, 歯科口腔外科",-
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前四丁目2-17青山R夏野ビル3A,35.66676,139.71128,表参道歯科アールズクリニック,"歯科, 矯正歯科, 歯科口腔外科",-
渋谷区,東３丁目,-,東京都渋谷区東3丁目23-4倉橋ビル2F,35.64960,139.70914,恵比寿TGクリニック,"内科, 精神科, 形成外科, 美容外科, 婦人科",-
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚3丁目13-8エーデルハイム1F,35.67750,139.66705,こんの歯科クリニック,"歯科, 小児歯科, 歯科口腔外科",-
渋谷区,西原３丁目,-,東京都渋谷区西原3丁目32-6グランメール上原1階,35.67118,139.68233,寺坂歯科医院,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",-
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4丁目5-25シャンボール恵比寿1F,35.64516,139.71208,石河歯科医院,"歯科, 小児歯科, 歯科口腔外科",-
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前五丁目3-11,35.66430,139.70871,野田歯科医院,歯科,-
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6丁目19-12アオヤマビル8F,35.66297,139.70237,医療法人社団俊英会 斉藤歯科医院,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",-
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚3丁目58-18,35.67812,139.66606,篠原歯科医院,歯科,-
渋谷区,西原２丁目,-,東京都渋谷区西原2丁目28-1ガーデン第2ビル1F,35.67560,139.67791,医療法人社団碧心堂 やすふみ歯科クリニック,"歯科, 矯正歯科",-
渋谷区,東１丁目,-,東京都渋谷区東1丁目3-1カミニートビル2階,35.65754,139.70819,サイトウ歯科医院,歯科,-
渋谷区,代々木２丁目,-,東京都渋谷区代々木二丁目14-1新宿松本ビル4F,35.68685,139.69672,堤歯科クリニック,"歯科, 歯科口腔外科",-
渋谷区,松涛１丁目,-,東京都渋谷区松濤1丁目4-9サンエルサビル103,35.66231,139.69504,守屋歯科医院,"歯科, 小児歯科, 歯科口腔外科",-
渋谷区,代々木２丁目,-,東京都渋谷区代々木二丁目37-15秀和代々木レジデンス118号室,35.68497,139.69734,荒木歯科クリニック,歯科,-
渋谷区,上原１丁目,-,東京都渋谷区上原一丁目32-18YYビル代々木上原第2 2F,35.66900,139.68032,みやけ歯科医院,"歯科, 矯正歯科, 小児歯科",-
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2丁目12-13,35.64543,139.71851,山下歯科医院,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",-
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿四丁目6-10恵比寿ホークビル2F,35.64564,139.71219,木下歯科医院,"歯科, 小児歯科",-
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1丁目8-14大黒ビル2F,35.64765,139.70991,恵比寿歯科診療所,歯科,-
渋谷区,初台１丁目,-,東京都渋谷区初台1丁目39-6,35.67985,139.68742,袖山歯科医院,"歯科, 矯正歯科, 小児歯科",-
渋谷区,恵比寿南３丁目,-,東京都渋谷区恵比寿南三丁目2-18,35.64618,139.70536,永井歯科医院,歯科,-
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1丁目12-8グレースコート2階,35.64721,139.70752,かまち歯科クリニック,"歯科, 小児歯科",-
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1丁目30-1シーズ代官山3F,35.64870,139.70628,佐々木歯科医院,"歯科, 矯正歯科, 小児歯科",-
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1丁目12-1渋谷マークシティウエスト5F,35.65793,139.69797,医療法人社団紫雄会 マークシティ酒井歯科室,"歯科, 歯科口腔外科",-
渋谷区,恵比寿南２丁目,-,東京都渋谷区恵比寿南2丁目9-5恵比寿南ハウス1階,35.64389,139.70954,宮本歯科医院,歯科,-
渋谷区,円山町,-,東京都渋谷区円山町10-17ファーストビル松本1F,35.65941,139.69454,八木歯科医院,歯科,-
渋谷区,広尾２丁目,-,東京都渋谷区広尾2丁目1-18広尾Nビル2F,35.65243,139.71352,広尾鈴木デンタルクリニック,"歯科, 矯正歯科, 小児歯科",-
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3丁目16-1不二ビルディング渋谷7F,35.65634,139.70493,大泉歯科医院,歯科,-
渋谷区,猿楽町,-,東京都渋谷区猿楽町25-8,35.64882,139.70116,中歯科医院,"歯科, 矯正歯科, 歯科口腔外科",-
渋谷区,広尾１丁目,-,東京都渋谷区広尾1丁目9-20TM広尾2階,35.64875,139.71642,中島歯科医院,歯科,-
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ケ谷3丁目13-20第7宮庭マンション1F,35.67722,139.70595,医療法人社団旧帝会 ドイデンタル原宿クリニック,歯科,-
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3丁目4-3第3東ビル1階,35.64480,139.71891,伊達坂歯科医院,歯科,-
渋谷区,代々木１丁目,-,東京都渋谷区代々木1丁目55-2大和ビル4F,35.68423,139.70081,医療法人社団祐皓会 野田歯科クリニック診療所,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",-
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2丁目1-12東京セントラル宮益坂上4階,35.66102,139.70782,原宿デンタルオフィス,歯科,-
渋谷区,宇田川町,-,東京都渋谷区宇田川町7-13第二共同ビル7F,35.66349,139.69588,医療法人財団 放友クリニック,"内科, 呼吸器内科呼吸器, 循環器内科循環器, 消化器内科消化器",-
渋谷区,南平台町,-,東京都渋谷区南平台町13-1サトウビル1階,35.65530,139.69593,佐藤内科クリニック,内科,-
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ケ谷1丁目51-4代々木八幡猪山ビル4階,35.66870,139.68957,小林眼科,眼科,-
渋谷区,富ケ谷２丁目,-,東京都渋谷区富ケ谷2丁目7-8TKハウス1階,35.66528,139.68761,近藤医院,"内科, 小児科, 皮膚科",-
渋谷区,本町３丁目,-,東京都渋谷区本町3丁目10-3清水橋矢部ビル,35.68879,139.68277,渡辺クリニック,内科,-
渋谷区,広尾５丁目,-,東京都渋谷区広尾5丁目14-2広尾KKビル5階,35.65033,139.72142,横山皮フ科クリニック,"アレルギー科, 皮膚科, 美容皮膚科",-
渋谷区,代々木２丁目,-,東京都渋谷区代々木二丁目13-6YU-WAビル3階,35.68727,139.69652,風間歯科医院,"歯科, 小児歯科, 歯科口腔外科",-
渋谷区,広尾５丁目,-,東京都渋谷区広尾5丁目19-7協和ビル2F,35.64904,139.72013,よこたデンタルオフィス,歯科,-
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3丁目48-2ピッコロビル101,35.64461,139.72256,整形外科ゆうクリニック,整形外科,-
渋谷区,幡ケ谷１丁目,-,東京都渋谷区幡ケ谷1丁目31-6,35.67579,139.67608,小泉クリニック,"外科, 循環器内科循環器, 血管外科",-
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4丁目3-1QIZ EBISU3階,35.64613,139.71130,とよまき矯正歯科,矯正歯科,-
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1丁目22-23ヴェラハイツ恵比寿101,35.64609,139.71374,医療法人社団潤心会 野地眼科クリニック,眼科,-
渋谷区,本町２丁目,-,東京都渋谷区本町二丁目5-1スクエア初台2F,35.68344,139.68384,中平歯科医院,歯科,-
渋谷区,神南１丁目,-,東京都渋谷区神南一丁目20-9パークウェイ渋谷7階,35.66201,139.69976,村松歯科,"歯科, 矯正歯科, 小児歯科",-
渋谷区,神南１丁目,-,東京都渋谷区神南1丁目9-2大畠ビル201号,35.66373,139.70141,くまがい歯科,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",-
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2丁目9-9光真ビル2階,35.65886,139.69790,渋谷かたおか歯科,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",-
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4丁目23-14ASビル4F,35.64480,139.71528,プレーリーデンタルケア,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",-
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1丁目32-13ビハーラ1F,35.67171,139.66683,医療法人社団早真会 村上歯科クリニック,歯科,-
渋谷区,本町３丁目,-,東京都渋谷区本町3丁目10-9Qフラッツ1階,35.68885,139.68300,豊田歯科クリニック,歯科,-
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ケ谷3丁目63-2MJ原宿ビル4階,35.67298,139.70368,医療法人社団四誓会 原宿外苑矯正歯科,矯正歯科,-
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2丁目3-2大外ビル5階,35.65911,139.69989,とがわ歯科,歯科,-
渋谷区,東１丁目,-,東京都渋谷区東1丁目14-4常盤松サマリヤマンション106,35.65613,139.70791,医療法人社団悠温会 今村歯科矯正クリニック,矯正歯科,-
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6丁目25-8神宮前コーポラス308号,35.66614,139.70325,サンク歯科,歯科,-
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1丁目1-2しんみつビル4F,35.64788,139.70917,アイデンタルオフィス恵比寿,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",-
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1丁目20-12原宿フォース2階,35.67168,139.70428,医療法人社団岡本医院 原宿アクア歯科,"歯科, 小児歯科",-
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ケ谷5丁目23-6平沢ビル2F,35.68374,139.70314,藤田歯科医院,歯科,-
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1丁目16-3笹塚百瀬ビル1F,35.67210,139.66893,医療法人社団幸成会 笹塚歯科クリニック,"歯科, 小児歯科, 歯科口腔外科",-
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1丁目10-23,35.66982,139.70521,東京原宿医院,内科,-
渋谷区,本町６丁目,-,東京都渋谷区本町六丁目25-5,35.68132,139.67856,帝京整形外科クリニック,"リウマチ科, 整形外科, リハビリテーション科",-
渋谷区,広尾５丁目,-,東京都渋谷区広尾五丁目8-19グラフィオ広尾1F,35.64831,139.72082,広尾歯科医院,歯科,-
渋谷区,本町２丁目,-,東京都渋谷区本町2丁目7-6,35.68357,139.68293,北田医院,"内科, リウマチ科",-
渋谷区,松涛１丁目,-,東京都渋谷区松濤1丁目8-16,35.66033,139.69457,医療法人社団静仁会 中島医院,"内科, 消化器科, 小児科",-
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷一丁目24-15FPG渋谷宮益ビル3階,35.65967,139.70191,医療法人社団裕久会 銀座デンタルホワイト渋谷院,歯科,-
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2丁目19-2TSK笹塚ビル7階,35.67412,139.66534,高橋メンタルクリニック,精神科,-
渋谷区,代々木１丁目,-,東京都渋谷区代々木1丁目38-5KDX代々木ビル2F,35.68292,139.70153,代々木駅前歯科,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科",-
渋谷区,本町２丁目,-,東京都渋谷区本町2丁目40-10,35.68470,139.68310,長谷川歯科医院,"歯科, 小児歯科, 歯科口腔外科",-
渋谷区,広尾５丁目,-,東京都渋谷区広尾5丁目5-1広尾いがらしビル3F,35.65047,139.72191,医療法人社団HDC 広尾デンタルクリニック,"歯科, 矯正歯科",-
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町6-5,35.65411,139.70274,桜丘歯科クリニック,"歯科, 小児歯科, 歯科口腔外科",-
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1丁目24-4恵比寿ハートビル,35.64689,139.71553,一般財団法人日本健康増進財団 恵比寿ハートビル診療所,"内科, 循環器科",-
渋谷区,初台１丁目,-,東京都渋谷区初台一丁目48-4,35.68158,139.68734,石崎耳鼻咽喉科医院,耳鼻いんこう科,-
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6丁目23-5,35.66490,139.70241,鈴木歯科医院,歯科,-
渋谷区,西原３丁目,-,東京都渋谷区西原三丁目20-7南ビル4F,35.67021,139.68121,西堀歯科医院,歯科,-
渋谷区,広尾５丁目,-,東京都渋谷区広尾5丁目2-25本国ビル4F,35.65022,139.72026,デンタルクリニック広尾スマイルライン,"歯科, 小児歯科, 歯科口腔外科",-
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西一丁目7-1エビスKATOHビル3F,35.64813,139.70866,白根歯科医院,歯科,-
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2丁目22-7新生ビル403,35.65843,139.70374,高宮歯科医院,歯科,-
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2丁目31-2,35.67460,139.66426,小山歯科医院,歯科,-
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目20-17海南ビル3F,35.68667,139.69712,デンタルクリニック海南,歯科,-
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-17-14ACN渋谷ビル 4F,35.66112,139.70321,スマイルAGAクリニック 渋谷,"頭部皮膚科頭部, 美容皮膚科",https://ams-smile.co.jp/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4丁目4-13神宮前柴田ビル 1階,35.66749,139.71148,リアンクリニック,"美容皮膚科, 美容外科, 眼科",https://lianclinic.net/
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-15-9加瀬ビル 6F,35.68684,139.69637,スマイルAGAクリニック 新宿,"頭部皮膚科頭部, 美容皮膚科",https://ams-smile.co.jp/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1丁目9-5,35.66034,139.70462,高橋歯科医院,歯科,-
渋谷区,代官山町,-,東京都渋谷区代官山町14-15HARAPPA DAIKANYAMA 1階,35.65010,139.70380,医療法人永朋会 A&Oクリニック代官山,"産婦人科, 婦人科, 美容外科, 美容皮膚科, 皮膚科",https://a-o.clinic/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-18-8大野ビル6F,35.65703,139.70393,医療法人社団健昌会 渋谷三丁目クリニック,泌尿器科,https://shibuya3rd-block-clinic.com/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2丁目8-2荻津ビル5階,35.66059,139.70768,髪のクリニックSEED,皮膚科,https://seed-clinic.com/
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-10-10若葉西ビル7F,35.64650,139.70757,エビスノブクリニック,"美容皮膚科, 美容外科, 内科",https://ebisunobuclinic.com/
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3丁目7-10AKERAビル5F,35.67041,139.71347,北青山Dクリニックフォーラム,"形成外科, 美容皮膚科",https://www.dclinicforum.com/
渋谷区,初台１丁目,-,東京都渋谷区初台1丁目51-5,35.68083,139.68653,医療法人社団医鍼会 蔡内科クリニック,"内科, 皮膚科",http://www.tsaiclinic.co.jp/index.html
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6丁目16番13号Naias神宮前3F,35.66517,139.70322,神宮前フェイスデンタルサロン,"歯科, 矯正歯科",http://faithdental.jp/
渋谷区,代々木１丁目,-,東京都渋谷区代々木1丁目38-5代々木KDXビル7F,35.68295,139.70155,渡辺七六クリニック,"内科, 消化器科, 胃腸科",http://doctorsfile.jp/h/18647/df/1/
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1丁目7-11吉原ビル4階,35.64818,139.71032,医療法人社団朝日会 えびす皮フ泌尿器科,"皮膚科, 泌尿器科, 性病科",http://www.ebisu-hinyoki.org/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-52-2青山オーバルビル1F,35.66275,139.70892,表参道いずみ眼科,眼科,http://www.izumi-eye.com
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南一丁目7-8恵比寿サウスワン2F,35.64613,139.70982,医療法人社団 リッツ美容外科東京院,美容外科,http://www.ritz-cs.com/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1丁目24-4シブヤ百瀬ビル8F,35.66101,139.70205,医療法人麗翔会 南クリニック渋谷,美容外科,http://www.minamic.com/
渋谷区,神南１丁目,-,東京都渋谷区神南1丁目11-1市野ビル8F,35.66228,139.70121,池田ゆう子クリニック,美容外科,http://www.ikeda-yuko.com/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5丁目13-2パインアンダーフラット3階,35.66633,139.70728,クリニック・ハイジーア,"内科, 婦人科",http://www.clinic-hygeia.jp/
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1丁目14-25クロスアベニュー原宿5F,35.66998,139.70304,トイトイトイクリニック原宿院,美容皮膚科,https://toitoitoi.clinic/
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1丁目10-8トレベルノ4F,35.64698,139.71068,医療法人社団純栄会 ジュエルクリニック恵比寿,美容皮膚科,http://www.aoyamajewel-c.com/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3丁目11-2パインビル1階,35.65693,139.70604,医療法人社団甲和会 渋谷DSクリニック,"内科, 美容外科, 皮膚科",http://www.dsclinic.jp/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前四丁目11-6表参道千代田ビル9F,35.66661,139.71012,医療法人社団松徳会 松倉クリニック表参道,"内科, 形成外科, 美容外科, 皮膚科",http://www.c-matsukura.com/index.html
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前五丁目13-2パインアンダーフラット3階,35.66633,139.70728,医療法人社団医創会 セレンクリニック東京ハイジーア,内科,http://www.seren-clinic.com/
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ケ谷一丁目21-13ネオマイム千駄ケ谷101号,35.67874,139.70988,青山メディカル・インターナショナル・クリニック,"内科, 心療内科",http://www.e-doctors-net.com/shibuya/amic/index.html
渋谷区,宇田川町,-,東京都渋谷区宇田川町36-2ノア渋谷12階,35.66202,139.69717,アサミ美容外科渋谷院,美容外科,http://www.asami-biyou.com/index.html
渋谷区,広尾１丁目,-,東京都渋谷区広尾1丁目1-40恵比寿プライムスクエアプラザ2F,35.65046,139.71277,シロノクリニック恵比寿,美容皮膚科,http://www.shirono.net/index.html
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1丁目8-7第27SYビル5A,35.66019,139.70518,医療法人社団もくれん会 マグノリア皮膚科クリニック,美容皮膚科,http://www.mg-clinic.com/
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目10-1新宿サンセイビル6F,35.68803,139.69823,新宿ビューティークリニック新宿院,"美容外科, 美容皮膚科",http://www.shinjukubc.com/
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1丁目2-7恵比寿UKビル2F,35.64826,139.70886,医療法人社団尽歯会 前田歯科医院,歯科,http://www.6480.jp/
渋谷区,広尾１丁目,-,東京都渋谷区広尾1丁目1-7プライムスクエアシティ802,35.64979,139.71309,満尾クリニック,内科,http://www.drmitsuo.com/
渋谷区,代々木１丁目,-,東京都渋谷区千駄ケ谷1丁目7-14MHOUSE1階,35.68508,139.70093,代々木矯正歯科診療所,矯正歯科,http://www8.plala.or.jp/y-kyosei/
渋谷区,猿楽町,-,東京都渋谷区猿楽町9-8URBAN PARK代官山Ⅰ 101,35.65125,139.70273,真崎医院,"美容外科, 麻酔科, 美容皮膚科",http://www.dr-masaki.com/
渋谷区,上原２丁目,-,東京都渋谷区上原2丁目48-11ハニハラビル2F,35.66775,139.68195,石川歯科医院,"歯科, 小児歯科, 歯科口腔外科",http://nttbj.itp.ne.jp/0354650428/index.html
渋谷区,代々木１丁目,-,東京都渋谷区代々木1丁目13-9アン・クロイワ3階,35.68214,139.69987,菊地歯科医院,"歯科, 歯科口腔外科",http://www.oyashirazu.com/annai/
渋谷区,代官山町,-,東京都渋谷区代官山町17-1代官山アドレスザタワー302,35.64874,139.70382,医療法人社団美光会 セラクリニック,"美容外科, 美容皮膚科",http://www.sera-c.jp/
