指標名,ギャラリー,,,,,,
出典,TokyoArtBeat(Gallery),,,,,,
年次,2024/1/29取得,,,,,,
URL,http://www.tokyoartbeat.com/venues/Gallery,,,,,,
備考,（2020年度：577件、2021年度：766件、2022年度：555件、2023年度：651件）,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,ウェブサイト
港区,西麻布３丁目,-,東京都港区西麻布3-24-19 山王商会西麻布ビル1F-B1F,35.659380,139.723796,Gallery Ether（ギャラリーイーサ）,"	https://www.galleryether.com/"
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-4-1 丸の内ビルディング1F,35.680674,139.763838,H.P.FRANCE WINDOW GALLERY,"	http://hpgrpgallery.com/window/"
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-10-1 サンデシカビル1F,35.673846,139.712421,TAKU SOMETANI GALLERY,"	http://takusometani.com"
中央区,日本橋久松町,-,東京都中央区日本橋久松町4-12 コスギビル 4F,35.689979,139.783792,長亭GALLERY,"	https://www.changting-gallery.com/"
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-5-5 HAKKAビル4F,35.657936,139.706953,gallery trim.,<NULL>
千代田区,外神田６丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda B110号室,35.704224,139.770794,佐賀町アーカイブ,"	https://twitter.com/sagachoarchives"
中央区,日本橋浜町３丁目,-,東京都中央区日本橋浜町3-33-7 1F,35.685956,139.790164,マリーギャラリー,"	mariegallery.com"
千代田区,神田東松下町,-,東京都千代田区神田東松下町19 興亜第1ビル B1・B2F,35.694417,139.773996,ファーブル8710,"	http://www.fabre8710.com/"
中央区,八丁堀２丁目,-,東京都中央区八丁堀2-22-9 宮地ビル 2F,35.676316,139.777224,アート★アイガ,"	http://www.artaiga.com/"
港区,六本木６丁目,六本木,東京都港区六本木6-6-9 ピラミデビル 4F,35.661997,139.731462,フィリップス東京,"	https://www.phillips.com/"
品川区,東五反田２丁目,-,東京都品川区東五反田2-5-15,35.624879,139.728482,ギャラリー テオ,"	http://www.galleryteo.com/"
中央区,勝どき２丁目,-,東京都中央区勝どき2-8-19 近富ビル3F・3A/3B,35.659351,139.779138,@btf,"	https://www.shopbtf.com/"
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-23-16 cocoti B1F,35.661903,139.702491,DIESEL ART GALLERY,"	https://www.diesel.co.jp/ja/art-gallery/"
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-13-1 アルス表参道,35.666399,139.707235,アルスギャラリー,"	http://www.a-s-o.jp/gallery/"
港区,六本木５丁目,六本木,東京都港区六本木5-9-20,35.661716,139.733039,Art & Science gallery lab AXIOM,"	https://www.facebook.com/pg/artscienceaxiom/"
中央区,銀座７丁目,-,東京都中央区銀座7-5-4 毛利ビル 5F,35.670139,139.761649,77 Gallery,"	http://www.77gallery.com/"
中央区,銀座３丁目,-,東京都中央区銀座3-8-12 ヤマトビル B1F,35.671414,139.767333,コバヤシ画廊,"	http://www.gallerykobayashi.jp/"
中央区,銀座１丁目,-,東京都中央区銀座1-23-2 GINZA上野ビル 1F,35.672227,139.771702,万画廊,"	http://www.yawoyorozu.com/"
港区,北青山２丁目,-,東京都港区北青山2-12-23 Uビル 1F,35.670024,139.715695,ギャラリー Jy (ギャラリージー),"	http://galleryjy.com/"
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1-1-6 小浦第一ビル2B,35.681335,139.780148,GALLERY YUKI-SIS,"	http://yuki-sis.com/"
中央区,日本橋本町２丁目,日八京,東京都中央区日本橋本町2-6-13 山三ビル B1F,35.687290,139.776942,タグチファインアート,"	http://www.taguchifineart.com/"
新宿区,矢来町,-,東京都新宿区矢来町114,35.704041,139.734670,アユミギャラリー,"	http://www.ayumi-g.com"
中央区,銀座１丁目,-,東京都中央区銀座1-9-8 奥野ビル306号室,35.673728,139.768822,銀座奥野ビル306号室プロジェクト,"	https://room306project.tokyo/"
中央区,銀座１丁目,-,東京都中央区銀座1-7-5 小柳ビル 9F,35.674649,139.768083,ギャラリー小柳,"	http://www.gallerykoyanagi.com"
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-21-1 渋谷ヒカリエ 8F,35.658895,139.703587,渋谷ヒカリエ 8/ ATELIER,"	https://www.hikarie8.com/atelier/"
中央区,銀座１丁目,-,東京都中央区銀座1-22-13 CASA GINZA 1F,35.672048,139.770762,YY ARTS,"	http://yyarts.co.jp/"
港区,西麻布３丁目,-,東京都港区西麻布3-24-20 霞町テラス 6F,35.659489,139.723814,ア・ライトハウス・カナタ,"	https://lighthouse-kanata.com/"
中央区,銀座５丁目,-,東京都中央区銀座5-3-12 壹番館ビルディング B1F,35.671557,139.762567,思文閣銀座,"	https://www.shibunkaku.co.jp/"
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-2-19,35.666885,139.711533,ギャラリーニイク,"	http://www.gallery219.com/"
港区,六本木７丁目,六本木,東京都港区南青山1-26-4 六本木ダイヤビル3F,35.666756,139.727436,ギャラリー・アートアンリミテッド,"	http://www.artunlimited.co.jp/"
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-1-6 岩田屋ビル3F,35.691914,139.785187,CSデザインセンター,"	http://www.csdc.jp/"
江東区,常盤１丁目,-,東京都江東区常盤1-1-1 2F,35.683910,139.794002,深川番所,"	http://gallery.kawaban.net/"
港区,南麻布２丁目,-,東京都港区南麻布2-8-17 鳥海ビル1F,35.648380,139.735778,MYD Gallery,"	https://www.mydgallery.jp/"
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-20-9 WAVEビル3F,35.669855,139.708179,SH GALLERY,"	https://www.shartproject.com/"
港区,港南２丁目,-,東京都港区港南2-16-6 キヤノンSタワー 2F,35.625714,139.740769,オープンギャラリー1・2,"	http://cweb.canon.jp/gallery/schedule/shinagawa.html"
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-1 ミッドタウン・タワー 5F,35.666189,139.731258,東京ミッドタウン・デザインハブ,"	http://www.designhub.jp"
渋谷区,渋谷１丁目,-,東京都渋谷区神宮前6-20-10 RAYARD MIYASHITA PARK South 3F ,35.661652,139.701665,SAI,"	http://www.saiart.jp/"
港区,六本木６丁目,六本木,東京都港区六本木6-6-9 ピラミデビル 2F,35.661997,139.731462,KOTARO NUKAGA（六本木）,"	https://www.kotaronukaga.com/"
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2-11-4 メゾン・ド・ヴィレ神田神保町 1F,35.695381,139.756335,AMMON TOKYO,"	http://www.ammon.co.jp/"
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-3-24,35.674009,139.712843,Popularity GALLERY & STUDIO,"	https://www.popularity.co.jp/"
港区,六本木６丁目,六本木,東京都港区六本木6-6-9 ピラミデビル2F,35.661997,139.731462,Yutaka Kikutake Gallery,"	http://www.ykggallery.com/"
千代田区,外神田６丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 201・202号室,35.704224,139.770794,アキバタマビ21,"	http://akibatamabi21.com/"
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-24-1,35.660706,139.695825,Bunkamura Box Gallery,"	http://www.bunkamura.co.jp/gallery/exhibition/index.html#box"
港区,港南２丁目,-,東京都港区港南2-16-6 キヤノンSタワー 1F,35.625714,139.740769,キヤノンギャラリーS,"	http://cweb.canon.jp/gallery/schedule/shinagawa.html"
中央区,京橋３丁目,日八京,東京都中央区京橋3-5-3 京栄ビル1F,35.675006,139.769899,ギャルリー東京ユマニテ,"	https://g-tokyohumanite.com/"
中央区,銀座１丁目,-,東京都中央区銀座1-4-9 第一田村ビル 3F,35.674928,139.766444,Oギャラリー,"	http://www4.big.or.jp/~ogallery/"
新宿区,新宿３丁目,-,東京都新宿区新宿3-37-11 安与ビル B2F,35.690606,139.701402,柿傳ギャラリー,"	http://www.kakiden.com/gallery"
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-24-12 渋谷スクランブルスクエア14F,35.658464,139.702289,#NAME?,"	https://pls-art.com/art-gallery"
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-5-10,35.669280,139.711500,ギャラリー砂翁 & トモス,"	http://www.saohtomos.com"
品川区,東品川１丁目,-,東京都品川区東品川1-33-10 TERRADA Art Complex 3F,35.619160,139.746609,児玉画廊｜天王洲,"	http://www.kodamagallery.com/"
渋谷区,猿楽町,-,東京都渋谷区猿楽町29-18 ヒルサイドテラスA棟,35.647295,139.701563,アートフロントギャラリー,"	http://www.artfrontgallery.com/"
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-3-1 新東京ビル1F 紫野和久傳内,35.677188,139.762288,白 marunouchi,"	https://www.hakumarunouchi.com/"
中央区,銀座５丁目,-,東京都中央区銀座5-5-9 アベビル3階,35.670978,139.763364,ナカジマアート,"	http://www.nakajima-art.com/"
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-25-7 ​コーポK 103,35.668988,139.708149,GALLERY KTO（ギャラリークトー）,"	https://www.gallery-kto.com"
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-12-4,35.694930,139.702434,デカメロン,"	http://decameron.jp/"
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-4-1,35.680761,139.773546,日本橋髙島屋 6F / 美術画廊,"	http://www.takashimaya.co.jp/tokyo/event3/index.html"
中央区,銀座３丁目,-,東京都中央区銀座3-7-20 銀座日本料理会館 2F,35.672261,139.767163,SASAI FINE ARTS（ササイファインアーツ）,"	https://sasaifinearts.com/"
中央区,京橋３丁目,日八京,東京都中央区京橋3-9-9 ウインド京橋ビル2F,35.674857,139.770799,ギャラリー檜 B・C,"	http://hinoki.main.jp/"
渋谷区,桜丘町,-,東京都渋谷区桜丘町15-8 高木ビル412号室,35.655984,139.701991,Room_412,"	http://room412.jp"
中央区,京橋３丁目,日八京,東京都中央区京橋3-9-2 宝国ビル 4F,35.675014,139.771118,ギャラリー檜e・F,"	http://hinoki.main.jp/"
港区,六本木６丁目,六本木,東京都港区六本木6-6-9 ピラミデビル 3F,35.661997,139.731462,SCAI PIRAMIDE,"	https://www.scaithebathhouse.com/ja/"
港区,南青山５丁目,-,東京都港区南青山5-7-25 ラ･フルール南青山 2F,35.662867,139.712327,アニエスベー ギャラリー ブティック（agnès b. galerie boutique）,"	http://www.agnesbgalerieboutique.jp/"
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1-4-1,35.685608,139.773451,MITSUKOSHI CONTEMPORARY GALLERY（三越コンテンポラリーギャラリー）,"	https://www.mitsukoshi.mistore.jp/nihombashi/shops/art/contemporary.html"
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-18-4 NADiff A/P/A/R/T 3F,35.647618,139.714239,MEM,"	http://mem-inc.jp/"
千代田区,西神田２丁目,-,東京都千代田区西神田2-3-5 千栄ビル1Ｆ,35.697969,139.755060,Gallery mestalla (ギャラリーメスタージャ),"	http://www.gallerymestalla.co.jp/"
江東区,白河４丁目,-,東京都江東区白河4-7-6 白河和楽ビル 1F,35.683577,139.809176,KANA KAWANISHI GALLERY,"	http://www.kanakawanishi.com/"
中央区,京橋３丁目,日八京,東京都中央区京橋3-5-3 京栄ビル 2F,35.675022,139.769855,アートスペース羅針盤,"	http://www.rashin.net/"
中央区,八重洲２丁目,日八京,東京都中央区京橋2-11-11 宝永ビル101,35.677474,139.768025,木之庄企畫,"	http://kinoshokikaku.jp/"
港区,南麻布５丁目,-,東京都港区南麻布5-11-12 TOGOビル B1F,35.653071,139.722889,エモン・フォトギャラリー,"	http://www.emoninc.com/"
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-7-11 千春ビル2F 103,35.667065,139.706108,ハラジュクゼット,"	https://harajukuz.com/"
中央区,銀座８丁目,-,東京都中央区銀座8-8-19 2F,35.668503,139.761573,Wada Fine Arts,"	http://www.wadafinearts.com/"
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-14-3 赤坂東急プラザ2階,35.678108,139.737307,丸の内ギャラリー,"	http://www.marunouchigallery.com"
千代田区,九段南２丁目,-,東京都千代田区九段南2-1-17 パークマンション千鳥ヶ淵 1F,35.691457,139.746864,ギャラリー册,"	http://www.satsu.jp/"
港区,麻布台１丁目,虎ノ門,東京都港区麻布台1-1-20 麻布台ユニハウス112,35.662867,139.739177,ウナックサロン,"	http://www.unac.co.jp/salon_currente.html"
港区,元麻布３丁目,-,東京都港区元麻布3丁目12番地3号,35.656210,139.732323,元麻布ギャラリー,"	http://www.motoazabu-gallery.com"
中央区,新川２丁目,-,東京都中央区新川2-7-1 オリエンタルビル B1F,35.676253,139.780698,七針,"	http://www.ftftftf.com"
千代田区,神田岩本町,-,東京都千代田区神田岩本町4,35.694573,139.774578,ゼンシ,"	http://zenshi.com"
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-3-6,35.647908,139.718271,ギャラリードゥポワソン,"	http://www.deuxpoissons.com"
品川区,西五反田２丁目,-,東京都品川区西五反田2-2-10 ポーラ第2五反田ビル1F,35.627426,139.721164,ポーラ文化研究所 / ポーラ化粧文化情報センター,"	https://www.cosmetic-culture.po-holdings.co.jp/"
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-17-8 千代田ハウス B1F,35.677468,139.739974,ナガイファインアーツ,<NULL>
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-20-4,35.679573,139.691391,Shop and Gallery Tray,"	http://www.tray.jp"
中央区,京橋３丁目,日八京,東京都中央区京橋3-6-5,35.675322,139.770272,南天子画廊,"	http://www.nantenshi.com/"
中央区,銀座１丁目,-,東京都中央区銀座1-9-8 奥野ビル505,35.673728,139.768822,Gallery 松林,"	https://g-syorin.amebaownd.com/"
江東区,平野１丁目,-,東京都江東区平野1-7-9,35.678620,139.798785,清澄アートギャラリー,"	http://www.kiyosumi-ag.com/"
中央区,銀座７丁目,-,東京都中央区銀座7-3-5 ヒューリックG7ビル1F&B1F,35.670561,139.760830,泰明画廊,"	http://www.taimei-g.com/"
品川区,東品川２丁目,-,東京都品川区東品川2-2-43 T33ビル1F,35.622944,139.748212,IMA gallery,"	https://imaonline.jp/imaproject/ima-gallery/"
港区,南青山２丁目,-,東京都港区南青山2-10-14 Aoyama Annex 1F,35.671166,139.721564,画廊くにまつ青山,"	http://www.gka.tokyo/"
中央区,銀座１丁目,-,東京都中央区銀座1-20-17 川崎ブランドデザインビルヂング,35.673053,139.770549,MUSEE GINZA_KawasakiBrandDesign,"	http://kawasaki-brand-design.com/"
渋谷区,恵比寿南２丁目,-,東京都渋谷区恵比寿南2-10-4 ART CUBE EBIS B1F,35.643786,139.709161,弘重ギャラリー,"	http://hiroshige-gallery.com/"
中央区,新富２丁目,-,東京都中央区新富2-2-6,35.671725,139.772718,ギャラリーオリム,"	http://galleryolym.com/"
千代田区,九段南４丁目,-,東京都千代田区九段南4-8-21,35.691078,139.737043,山脇ギャラリー,"	http://yamawaki-gallery.com/"
港区,南青山３丁目,-,東京都港区南青山3-14-11,35.665303,139.715124,DEE'S HALL,"	http://www.dees-hall.com/index.html"
千代田区,外神田６丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 206号室,35.704225,139.770794,nap gallery,"	http://napgallery.jp/"
港区,高輪１丁目,-,東京都港区高輪1-7-11 白金高輪ビル3F,35.642167,139.735001,room021 by ozi design works inc.,"	http://www.ozidesignworks.com/"
中央区,京橋３丁目,日八京,東京都中央区京橋3-3-2,35.675686,139.768317,加島美術,"	http://www.kashima-arts.co.jp"
中央区,銀座３丁目,-,"東京都中央区銀座3-5-16 島田ビル 2F, 3F",35.672692,139.766035,青木画廊,"	http://www.aokigallery.jp/"
港区,元麻布２丁目,-,東京都港区元麻布2-3-30 元麻布クレストビル B1F,35.653860,139.727039,Kaikai Kiki Gallery,"	http://gallery-kaikaikiki.com/"
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-20-18,35.670541,139.708179,デザインフェスタギャラリー原宿,"	http://www.designfestagallery.com/"
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-28-16 TX101ビル3F,35.668630,139.706496,LOV-LAB (LOVELIES LABORATORY),"	https://6dokidoki.com/"
千代田区,外神田６丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 206b号室,35.704224,139.770794,コマンドN / シフト,"	http://www.commandn.net/"
千代田区,東神田１丁目,-,東京都千代田区東神田1-14-2 カラーワークスパレットビル4F,35.693760,139.781127,Colorworks Palette Gallery,"	http://www.palette-bldg.com/gallery.html"
千代田区,外神田６丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda B109号室,35.704224,139.770794,CfSHE Gallery（シー・エフ・シー・ギャラリー）,"	http://endeavor.or.jp/mi-lab/lab-archives/gallery/"
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-4-1 新国際ビル 1F,35.676110,139.762485,エプサイトギャラリー（epSITE）,"	http://www.epson.jp/epsite/"
江東区,平野３丁目,-,東京都江東区平野3-3-6,35.677392,139.805655,アンドーギャラリー,"	http://www.andogallery.co.jp"
港区,西麻布１丁目,-,東京都港区西麻布1-8-12 Barbizon61 1F・2F,35.660541,139.724880,GALLERY SIDE 2,"	https://www.galleryside2.net/"
千代田区,外神田６丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 308号室,35.704224,139.770794,日々の明々後日,"	http://hst308.blog.fc2.com/"
中央区,銀座１丁目,-,東京都中央区銀座1-5-15,35.674994,139.767222,祥雲,"	http://www.shouun.co.jp/ja/main.html"
港区,六本木６丁目,六本木,東京都港区六本木6-5-24 complex665 2F,35.661528,139.731099,シュウゴアーツ,"	http://www.shugoarts.com/"
港区,六本木６丁目,六本木,東京都港区六本木6-6-9 ピラミデビル 3F,35.661997,139.731462,オオタファインアーツ,"	http://www.otafinearts.com/"
港区,南青山５丁目,-,東京都港区南青山5-6-10 5610番館,35.663286,139.712271,Gallery 5610,"	http://www.deska.jp/"
港区,南青山３丁目,-,東京都港区南青山3-16-14 1F,35.664392,139.714649,ヴォイドプラス,"	http://www.voidplus.jp"
千代田区,東神田１丁目,-,東京都千代田区東神田1-7-10 KIビル 2F,35.694811,139.779291,バンビナート・ギャラリー,"	http://www.bambinart.jp/"
港区,赤坂９丁目,六本木,東京都港区赤坂9-6-16,35.666889,139.729277,Space A9（スペースエーナイン）,"	http://spacea9.com"
港区,白金３丁目,-,東京都港区白金3-1-15 白金アートコンプレックス 4F,35.646802,139.729639,ロンドンギャラリー,"	http://www.londongallery.co.jp/"
新宿区,舟町,-,東京都新宿区舟町9-2 1F,35.689910,139.720500,プリントギャラリー,"	https://www.printgallerytokyo.com/"
港区,赤坂７丁目,赤坂,東京都港区赤坂7-3-38,35.673371,139.728341,カナダ大使館高円宮記念ギャラリー,"	https://www.canadainternational.gc.ca/japan-japon/"
中央区,銀座１丁目,-,東京都中央区銀座1-9-8 奥野ビル B1F,35.673734,139.768830,巷房 (2),"	http://gallerykobo.web.fc2.com/index.html"
中央区,銀座８丁目,-,東京都中央区銀座8-18-11 銀座エスシービル,35.665942,139.764635,AJC TOKYO,<NULL>
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-10-8 日本橋日光ビル9F,35.680766,139.774662,西村画廊,"	http://www.nishimura-gallery.com"
新宿区,新宿２丁目,-,東京都新宿区新宿2-16-11-401,35.691454,139.708816,KULA PHOTO GALLERY,"	https://pg-web.net/"
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-9-2 グラントウキョウ サウスタワー 1F,35.681691,139.768754,BMW Group Studio,<NULL>
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-1-4 京王百貨店6F,35.690164,139.699213,京王百貨店 新宿店 ギャラリー,"	https://www.keionet.com/info/shinjuku/"
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-53-70 UNハウス,35.662297,139.708413,UNギャラリー,<NULL>
港区,南青山４丁目,-,東京都港区南青山4-7-7,35.665895,139.719351,ギャラリー ＋ クック・ラボ como,"	http://www.comocomo.net/"
中央区,銀座８丁目,-,東京都中央区銀座8-15-10 Dia Heights 904,35.666039,139.763331,Ginza the Edge,<NULL>
千代田区,東神田１丁目,-,東京都千代田区東神田1-3-5 2F,35.693584,139.780299,Motus Fort,<NULL>
港区,南麻布５丁目,-,東京都港区南麻布5-10-37 Esq広尾2F,35.654057,139.722873,Shintaro Akatsu Gallery,<NULL>
港区,海岸１丁目,-,東京都港区海岸1-15-1,35.653099,139.760678,YOKOTA TOKYO,"	https://yokotatokyo.com/"
港区,白金台１丁目,-,東京都港区白金台3-3-1 G&Dアルケミックハウス2F,35.636759,139.728382,東京妙案GALLERY,"	http://www.tokyomyoangallery.com/"
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-7-5 ルイ・ヴィトン表参道ビル7F,35.666410,139.709122,エスパス ルイ・ヴィトン東京,"	http://espacelouisvuittontokyo.com/"
渋谷区,元代々木町,-,東京都渋谷区元代々木町55-6,35.673382,139.687469,CASE GALLERY,"	http://casedepon.tumblr.com/"
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-17-3 アーク・アトリウムB02,35.668777,139.710396,表参道画廊,"	http://omotesando-garo.com/home.html"
中央区,銀座７丁目,-,東京都中央区銀座7-3-15 ぜん屋ビル1F,35.670517,139.760531,ギャラリー広田美術,"	http://www.hirota-b.co.jp/"
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-12-10 表参道ヒルズ 同潤館 2F,35.666799,139.709560,ギャラリー同潤会,"	https://www.gallery-dojunkai.com/"
中央区,銀座７丁目,-,東京都中央区銀座7-10-8 第五太陽ビル B1F,35.668400,139.763144,シロタ画廊,"	http://www.gaden.jp/shirota.html"
千代田区,九段南３丁目,-,東京都千代田区九段南3-3-3 ヨコヤマビル 1F,35.691741,139.741978,ギャラリー キドプレス,"	http://www.kidopress.com/"
品川区,東品川１丁目,-,"東京都品川区東品川1-33-10 TERRADA Art Complex 3F, 5F",35.619160,139.746609,Takuro Someya Contemporary Art,"	http://tsca.jp/"
渋谷区,神南１丁目,-,東京都渋谷区神南1-19-8 渋谷区立勤労福祉会館 1F,35.662506,139.699625,東京都渋谷公園通りギャラリー,"	http://inclusion-art.jp/"
港区,南青山２丁目,-,東京都港区西麻布2-7-5-5F,35.662170,139.721434,KANA KAWANISHI PHOTOGRAPHY,"	http://www.kanakawanishi.com/"
江東区,常盤１丁目,-,東京都江東区常盤1-13-6 1F,35.685096,139.795871,HAGIWARA PROJECTS（ハギワラプロジェクツ）,"	http://www.hagiwaraprojects.com/"
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南1-12-2 南ビル3F,35.645922,139.710062,LIBRAIRIE6 / シス書店,"	http://www.librairie6.com/"
品川区,東品川１丁目,-,東京都品川区東品川1-32-8 TERRADA ART COMPLEXⅡ3F,35.619752,139.746345,THE ANZAI GALLERY,"	https://www.theanzaigallery.com/"
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-49-5 Rハウス,35.663325,139.709488,ピンポイントギャラリー,"	http://www.pinpointgallery.com/"
新宿区,市谷田町１丁目,-,東京都新宿区市谷田町1-4 武蔵野美術大学市ヶ谷キャンパス 2F,35.692880,139.735600,gallery αM,"	http://gallery-alpham.com/"
中央区,京橋３丁目,日八京,東京都中央区京橋3-6-6 エクスアートビル1F,35.675378,139.770532,Tokyo Institute of Photography,"	http://www.tip.or.jp/"
港区,西麻布２丁目,-,東京都港区西麻布2-11-10 霞町ビル 3F,35.661645,139.722195,art gallery closet,"	http://www.gallery-closet.jp/"
中央区,銀座６丁目,-,東京都中央区銀座6-5-11　第15丸源ビル1階,35.670709,139.761685,シルクランド画廊,"	http://www.silkland.co.jp/"
品川区,東品川１丁目,-,東京都品川区東品川1-32-8 TERRADA ART COMPLEX II 2F,35.619752,139.746345,gallery UG Tennoz,"	http://gallery-ug.com/ja/"
新宿区,下落合２丁目,-,東京都新宿区下落合2-5-15 1F,35.716919,139.701473,BaBaBa,"	https://bababa.jp/"
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-17-16 NICHII PRAT2 1F,35.669248,139.710061,Egen Gallery,"	https://www.nomadica.jp/egengallery/"
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-8-6 第二中央ビル 4F,35.680217,139.773555,不忍画廊,"	http://www.shinobazu.com/"
港区,六本木６丁目,六本木,東京都港区六本木6-4-1 六本木ヒルズ ハリウッドビューティープラザ 3F,35.661350,139.730100,ユミコチバアソシエイツ,"	http://www.ycassociates.co.jp/"
港区,六本木５丁目,六本木,東京都港区六本木5-9-20,35.661716,139.733039,hiromiyoshii roppongi,"	http://www.hiromiyoshii.com/"
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-12-9,35.666551,139.704500,BLOCK HOUSE,"	http://blockhouse.jp/"
中央区,銀座７丁目,-,東京都中央区銀座7-11-11 長谷川ビル 3F,35.668086,139.763233,十一月画廊,"	http://juichigatsu-g.com/"
中央区,銀座３丁目,-,東京都中央区銀座3-13-17 辰中ビル302 石田法律事務所内,35.670584,139.769322,IG Photo Gallery,"	https://www.igpg.jp/"
中央区,銀座６丁目,-,東京都中央区銀座6-13-4 銀座S2ビル 1F,35.669133,139.765200,ギャルリ・シェーヌ,"	https://galeriechene.com/jp/index.html"
港区,北青山２丁目,-,東京都港区北青山2-7-26 メゾン青山202,35.671638,139.717199,アート・ラボ・トーキョー,"	http://artlab-tokyo.com/"
中央区,銀座４丁目,-,東京都中央区銀座4-13-3,35.669672,139.768958,Gallery MUMON,"	https://mumon.artcafe.co.jp/"
新宿区,下落合２丁目,-,東京都新宿区下落合2-6-3 102,35.716741,139.700169,Alt_Medium,"	http://altmedium.jp"
渋谷区,松涛１丁目,-,東京都渋谷区松濤1­-28-­8 biscuitビル,35.659439,139.694181,biscuit gallery,"	https://biscuitgallery.com/"
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南1-22-3,35.643261,139.711437,America-Bashi Gallery,"	http://AmericaBashiGallery.com/"
中央区,銀座８丁目,-,東京都中央区銀座8-8-3 東京銀座資生堂ビル B1F,35.668584,139.762045,資生堂ギャラリー,"	http://www.shiseido.co.jp/gallery/"
中央区,京橋３丁目,日八京,東京都中央区京橋3-3-10 第1下村ビル 1F,35.675484,139.768485,ギャラリー椿 / GT2,"	http://www.gallery-tsubaki.net/tsubaki.html"
新宿区,新宿１丁目,-,東京都新宿区新宿1-2-11 近代ビル 3F,35.687736,139.712687,Place M,"	http://www.placem.com/"
新宿区,新宿３丁目,-,東京都新宿区新宿3-8-9 新宿Qビル 4F,35.690633,139.706692,サードディストリクトギャラリー,"	http://www.3rddg.com/"
江東区,新砂１丁目,-,東京都江東区新砂1-1-1 竹中工務店東京本店1F,35.668785,139.819940,Gallery A4,"	http://www.a-quad.jp"
港区,六本木６丁目,六本木,東京都港区六本木6-6-9 ピラミデビル1F,35.661997,139.731462,ギャラリーペロタン東京,<NULL>
中央区,銀座５丁目,-,東京都中央区銀座5-7-2 三愛ドリームセンター 8F・9F,35.671241,139.764767,RICOH ART GALLERY,"	https://artgallery.ricoh.com/"
品川区,上大崎３丁目,-,東京都品川区上大崎3-1-1 JR東急目黒ビル12F,35.633403,139.716700,PUBLICIS WALL GALLERY,"	https://www.pinterest.jp/publiciswallgallery/"
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-3-8,35.645080,139.718965,MA2 Gallery,"	http://www.ma2gallery.com/"
新宿区,西五軒町,-,東京都新宿区西五軒町5-1 エーワビル 3F,35.706318,139.737689,スプラウト・キュレーション,"	http://sprout-curation.com/"
渋谷区,宇田川町,-,東京都渋谷区宇田川町15-1 渋谷パルコB1F,35.662042,139.698978,GALLERY X,"	https://art.parco.jp/galleryx/"
