指標名,ナイトライフ施設,,,,,,,,,,,,,
出典,TOKYO CLUB MAP,,,,,,,,,,,,,
年次,2024/01/31取得,,,,,,,,,,,,,
URL,https://www.tokyo-club.net/,,,,,,,,,,,,,
備考,(2021年度：343件、2022年度：344件、2023年度：514件),,,,,,,,,,,,,
,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,業種,ジャンル,電話,営業時間,定休日,キャパシティ,平均利用金額,URL
渋谷区,宇田川町４丁目,-,東京都渋谷区宇田川町4-3 ホテルユニゾ渋谷B1F,35.661594,139.6981574,NOS ORG,ダイニングバー,Others,Closed,18:00-02:00 / 日･祝 17:00-23:00,不定休,立 200人 (100席以上),3000円,https://www.tokyo-club.net/nos-org/
渋谷区,道玄坂,-,東京都渋谷区道玄坂 2-23-12 フォンティスビル B1F,35.6600683,139.6959378,DROP Shibuya,クラブ ･ レストラン,House ･ Allmix ･ HipHop ･ Reggae ･ R&B,Closed,"11:00-05:00
ランチ11:00-15:00
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",無休,300人,ランチ1000円 / 3000円,https://www.tokyo-club.net/xanadu/
渋谷区,宇田川町１３丁目,-,東京都渋谷区宇田川町13-16 国際ビルA館B2F,35.6613934,139.6984167,CYCLONE,ライブハウス,Rock ･ Live,03-3463-0069,18:00～ ※スケジュールにより異なる,,300人,3000円,https://www.tokyo-club.net/cyclone/
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-37-3 丸友ビルB1F,35.696055,139.701892,TOKYO LOOSE,バー ･ クラブ,Reggae ･ R&B ･ Techno ･ Trance ･ House ･ HipHop ･ Soul ･ Latin,03-3207-5677,20:00～,無休,150人,2300円,https://www.tokyo-club.net/tokyo-loose/
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-2 東京ミッドタウン ミッドタウン･イースト1F/2F,35.6649944,139.7308774,A971,ダイニングバー ･ カフェ,Allmix,Closed,月-木10:00-02:00 / 金･土･祝前10:00-29:00 / 日･祝10:00-24:00,不定休,ランチ1000円 / 通常2000円,2007年3月,https://www.tokyo-club.net/a971/
港区,六本木３丁目,六本木,東京都港区六本木3-15-24 ウィン六本木3F,35.66257,139.7354893,BLUE BAR,バー,Trance ･ Allmix ･ Techno,03-3746-6191,19:00-15:00,日,2500円,https://www.facebook.com/blue.bar.969,https://www.tokyo-club.net/blue-bar/
港区,六本木６丁目,六本木,東京都港区六本木6-10-1 六本木ヒルズ ウェストウォーク1F,35.6597643,139.7291335,HEARTLAND,バー,Allmix,Closed,17:00-04:00,無休,2500円,2003年4月 / 閉店: 2014年1月,https://www.tokyo-club.net/heartland/
港区,六本木７丁目,六本木,東京都港区六本木7-18-13 金子ビル 3F,35.6618885,139.7288831,port,カフェ ･ スタジオ ･ パーティースペース,Others,営業不明,11:00-15:00 / 17:00-23:00,無休,1800円,-,https://www.tokyo-club.net/port/
渋谷区,宇田川町３１丁目,-,東京都渋谷区宇田川町31-2 渋谷ビーム7F,35.6615211,139.6974871,J-POP CAFE,イベントスペース,Live ･ POPs ･ Others,Closed,24時間 ※貸切営業のみ,無休,200人,,https://www.tokyo-club.net/j-pop-cafe/
渋谷区,宇田川町４丁目,-,東京都渋谷区宇田川町4-7 トウセン宇田川町ビル3F,35.6625216,139.6978782,Milkyway,ライブハウス ･ バー,Live ･ All Genre,03-6416-3227,※イベント･スケジュールにより異なる,,250人,3000円前後,https://www.tokyo-club.net/milkyway/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-47-6 B1F,35.6638344,139.7079309,Tokyo Salon,パーティーラウンジ ･ バー,Live ･ Allmix ･ Others,Closed,火-土19:00～,日 ･ 月,300人,4500円,https://www.tokyo-club.net/tokyo-salon/
港区,六本木４丁目,六本木,東京都港区六本木4-1-9 ベルザ六本木 B1F,35.6650422,139.7352853,COVE,ラウンジ ･ バー,House ･ Electro ･ HipHop ･ Jazz ･ Dance,,月-木20:00-03:00 / 金･土20:00-05:00,日,300人前後,5000円,https://www.tokyo-club.net/cove/
新宿区,百人町２丁目,-,東京都新宿区百人町2-1-1 K-PLAZA B2F,35.7015343,139.7021863,bto,クラブ ･ ダイニングバー,House ･ POPs ･ Electronic,Closed,18:00-07:00 / 土18:00-05:00 / 日18:00-24:00,無休,200人,2800円,https://www.tokyo-club.net/bto/
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-28-9 代々木VILLAGE,35.6822257,139.7011111,Village Music Bar,ミュージックバー,Techno ･ Electronic ･ R&B ･ Jazz ･ Disco ･ etc.,Closed,18:00-03:00 / 日･祝18:00-24:00,不定休,"3,000円～",2011年11月,https://www.tokyo-club.net/village-music-bar/
千代田区,岩本町２丁目,-,東京都千代田区岩本町2-9-11 陽明ビル1F,35.6931206,139.7778483,OnEdrop cafe,カフェ ･ ダイニングバー,Others ･ Live ･ Jazz,Closed,11:30-02:00,日 ･ 祝,～60人前後,2000円,https://www.tokyo-club.net/onedrop-cafe/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-20-9 柳光ビル3F,35.659579,139.6958638,Bar Come On Rock,バー,Rock ･ POPs,Closed,19:00-05:00,無休,2500円,2011年5月 / 閉店: 2015年11月1日,https://www.tokyo-club.net/bar-come-on-rock/
渋谷区,宇田川町１０丁目,-,東京都渋谷区宇田川町10-1 パークビル 3F,35.6625524,139.6969508,Rock no Cocoro,ミュージックバー,Rock ･ 70s ･ 80s ･ Punk ･ Metal,Closed,19:00～,不定休,2500円,2007年,https://www.tokyo-club.net/rock-no-cocoro/
新宿区,新宿５丁目,-,東京都新宿区新宿5-4-1 新宿Qフラットビル B1F,35.6918134,139.7106438,FUTURE NATURE VALVE,ライブハウス,House ･ Live ･ Others ･ POPs ･ Rock ･ All Genre,Closed,"※イベントにより異なる
貸切: 日中 14:30-22:00 / 夜間 22:00-05:00",,100人,"3,000円",https://www.tokyo-club.net/future-nature-valve/
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-42-16 第2大滝ビルB1F,35.6979073,139.7017674,URGA,ライブハウス ･ クラブ,Others ･ Allmix ･ Lounge ･ All Genre,Closed,※スケジュールにより異なる,,200人,3500円,https://www.tokyo-club.net/urga/
新宿区,新宿２丁目,-,東京都新宿区新宿2-11-7 第33宮廷ビル2F,35.6904407,139.7072716,ARTY FARTY,バー,All Genre,03-5362-9720,20:00～,月･火,"2,500円",1993年7月,https://www.tokyo-club.net/arty-farty/
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-16-6 ポールスタービル7F,35.6939448,139.7018073,Garam,クラブ,Reggae ･ HipHop ･ Disco,090-1114-2129,※スケジュールにより異なる,,"2,500円",https://www.facebook.com/Reggae-CLUB-Garam-115363385216385/,https://www.tokyo-club.net/garam/
渋谷区,宇田川町１３丁目,-,東京都渋谷区宇田川町13-17 ライズビル地下,35.6615117,139.6987557,WWW,ライブハウス,Live ･ All Genre,03-5458-7685,※イベントにより異なる,不定休,400人,3800円,https://www.tokyo-club.net/shibuya-www/
新宿区,四谷２丁目,-,東京都新宿区四谷2-10 第2太郎ビルB1F,35.6876671,139.7251913,OUTBREAK,ライブハウス,POPs ･ Live ･ Rock ･ Others,03-5368-0852,※イベントスケジュールにより異なる,,230人,2500円,https://www.tokyo-club.net/outbreak/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-29-5 渋谷プライム 5F,35.6594915,139.6983876,SHOWER LOUNGE PLUS,ラウンジ ･ レストラン,Allmix ･ House ･ Techno ･ Electronic ･ Others,Closed,17:00-05:00 / 火17:00-01:00,無休,300人,3800円,https://www.tokyo-club.net/shower-lounge-plus/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-18-8 ニュー関口ビルB1F,35.6643809,139.7026453,CROCODILE,ライブハウス,Live ･ Others,03-3499-5205,18:00-25:00,,100名,3500円,https://www.tokyo-club.net/crocodile/
渋谷区,宇田川町１０丁目,-,東京都渋谷区宇田川町10-1 パークビル4F,35.6625524,139.6969508,Liaison,カフェ ･ ダイニング,Live ･ Others,Closed,月-金12:00-24:00 / 土･日･祝はイベントのみ営業,不定休,2000円前後,-,https://www.tokyo-club.net/liaison/
渋谷区,神南１丁目,-,東京都渋谷区神南1-6-8 B1F,35.6643992,139.6993843,eggman,ライブハウス,Live ･ All Genre,03-3496-1561,※イベントにより異なる,,350人,"4,000円",https://www.tokyo-club.net/eggman/
港区,西麻布３丁目,-,東京都港区西麻布3-1-18 六本木新生ビル3F (Kitchen Bar ARS内),35.6604254,139.7265536,TONY Taste Of New York,ライブレストラン,Jazz ･ R&B ･ Live,Closed,18:00-24:00,月,36席,4000円,https://www.tokyo-club.net/tony-taste-of-new-york/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-22-6 CREA道玄坂 B2F,35.659715,139.6955557,guest,ライブハウス,All Genre ･ Live,Closed,※イベント･スケジュールにより異なる,,,2011年 / 閉店: 2017年12月,https://www.tokyo-club.net/guest/
新宿区,百人町１丁目,-,東京都新宿区百人町1-8-11 JSビルB1F,35.698558,139.6969209,BAR W,ラウンジ ･ バー,HipHop ･ House ･ Techno ･ Others,Closed,"火-木19:00-02:00 / 金･土19:00-07:00 / 日19:00-02:00
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",月,3000円前後,閉店: 2014年3月,https://www.tokyo-club.net/bar-w/
渋谷区,宇田川町２０丁目,-,東京都渋谷区宇田川町20-15 ヒューマックスパビリオン渋谷公園通りB1F,35.6612003,139.7001252,GRANDE,ラグジュアリーレストラン,Others,0120-926-428,12:00-06:00,無休,250人,4000円,https://www.tokyo-club.net/grande/
渋谷区,円山町２丁目,-,東京都渋谷区円山町2-16 1F,35.6584319,139.6950694,WOMB LOUNGE,ラウンジ ･ イベントスペース,Techno ･ House ･ Electronic ･ Bass ･ etc.,03-5459-1383,22:00～ ※イベントにより異なる,不定休,3500円,http://www.womb.co.jp/lounge/,https://www.tokyo-club.net/womb-lounge/
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-19-3 B2F,35.695834,139.7018866,FUNK TIME,クラブ,HipHop ･ Trance ･ Reggae,Closed,"23:00～ / もしくは 22:00～
※イベント等によって異なる場合があります。必ず事前にご確認下さい。",,3000円,-,https://www.tokyo-club.net/funk-time/
新宿区,新宿５丁目,-,東京都新宿区新宿5-4-1 Qフラットビル B1F,35.6918134,139.7106438,ROLLING STONE,DJバー,Rock ･ Others,Closed,平日･祝前日19:00～ / 土21:00～,日 ･ 祝 (フリースペースとして営業),3500円,1972年,https://www.tokyo-club.net/rolling-stone/
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-45-1 第1トキワビルB1F,35.6963763,139.7007003,MARZ,ライブハウス,Rock ･ All Genre ･ Others ･ House ･ Techno ･ Live,03-3202-8248,※スケジュールにより異なる,,300人,,https://www.tokyo-club.net/marz/
港区,麻布十番１丁目,-,東京都港区麻布十番1-4-5 深尾ビルB1F,35.6569619,139.7353052,VILLAGE,イベントスペース,R&B ･ HipHop,Closed,22:00前後 ※イベントにより異なる,,800人,3800円,https://www.tokyo-club.net/village/
港区,西麻布１丁目,-,東京都港区西麻布1-1-1 エッジビルB1F,35.6617608,139.7278768,Gallery,エンターテインメントラウンジ,Allmix ･ Trance ･ Techno ･ Electronic ･ R&B ･ etc.,Closed,20:00-ミッドナイト,日,130人,3800円,https://www.tokyo-club.net/gallery/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-27-7 B1F,35.6648069,139.7035226,Galaxy Gingakei,ミュージックスペース ･ ギャラリー,Others,03-6427-2099,※イベント･スケジュールにより異なる,不定,136m2 | 有効床面積 84m2,"2,000円～",https://www.tokyo-club.net/galaxy-gingakei/
新宿区,新宿３丁目,-,東京都新宿区新宿3-1-26 新宿丸井アネックス B1F,35.6901053,139.7058564,Brooklyn Parlor,ダイニング ･ カフェ,Jazz ･ R&B ･ Others ･ Live,03-6457-7763,11:30-23:30,不定休,120人,ランチ1500円 / 通常4000円,https://www.tokyo-club.net/brooklyn-parlor/
中央区,銀座８丁目,-,東京都中央区銀座8-3-12 第2銀座コラムビルB1F,35.6691645,139.7591583,ThreeHundred Bar GINZA8,スタンディングバー,Allmix ･ Trance ･ House ･ R&B ･ Electronic,03-3571-8300,17:00-02:00 / 日･祝17:00-23:00,無休,1000円,2005年,https://www.tokyo-club.net/threehundred-bar-ginza8/
渋谷区,東３丁目,-,東京都渋谷区東3-16-6 リキッドルーム2F,35.6491125,139.7105639,TimeOut Café & Diner,ラウンジ ･ カフェ,Live ･ Lounge ･ Others,03-5774-0440,11:30-23:30 / 土13:00-23:30 / 日･祝13:00-22:00,無休,100人,"1,500円",https://www.tokyo-club.net/timeout-cafe-diner/
渋谷区,円山町７丁目,-,東京都渋谷区円山町7-1 (※移転),35.6582511,139.6948567,CAFE&BAR LX,バー ･ レンタルスペース,Others ･ All Genre,,"20:00-05:00
※イベントや貸切等の事情により営業時間が変更となる可能性があります。必ず事前にご確認下さい。",不定休,"B1F 30人
3F 20人
4F 10人",,https://www.tokyo-club.net/cafebar-lx/
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-2-13 新光ビル2F B号室,35.694761,139.7044223,CLUB & DJ BAR BUMP,CLUB ･ DJバー,ALL Genre,営業不明の為非表示,"18:00～翌朝7:00
Dinner Time 18:00～21:00
Club Time 21:00～Last
→Happy Hour 21:00～23:00
(但し、イベント開催時は除く)",年中無休,80人,2000円～2500円,https://www.tokyo-club.net/bump/
中央区,銀座７丁目,-,東京都中央区銀座7-7-9 銀座山市ビル1/2F,35.6691081,139.7619036,GINZA MAGIC,ソウルダイニング,Soul ･ Disco ･ 70s ･ 80s,03-3575-0511,19:00-04:00,日 ･ 祝,3500円 / ドリンク800円,2011年4月,https://www.tokyo-club.net/ginza-magic/
港区,六本木４丁目,六本木,東京都港区六本木4-11-11 六本木GMビル B1F,35.6642101,139.7315322,morph-tokyo,ライブハウス ･ クラブ,Live ･ POPs ･ Others ･ Allmix,Closed,イベント･ライブにより異なる,,着席100人 / スタンディング250人,,https://www.tokyo-club.net/morph-tokyo/
渋谷区,東２丁目,-,東京都渋谷区東2-20-13 シャトレー渋谷B1F,35.6533722,139.7090311,dining&bar KITSUNE,ダイニングバー,House ･ HipHop ･ Electronic ･ Others,03-5766-5911,16:00-24:00,無し (年始は休業となる),300人,"3,500円",https://www.tokyo-club.net/diningbar-kitsune/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-14-8 2F-4F,35.6586841,139.6956445,TSUTAYA O-EAST,ライブハウス,Live ･ All Genre ･ Others,03-5458-4681,イベント･スケジュールにより異なる,不定,1300人,公演により変動,https://www.tokyo-club.net/o-east/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-13-5 ハーベストビルB1F,35.6583624,139.6957216,SHIBUYA DESEO,ライブハウス,Live ･ Others ･ All Genre,03-5457-0303,イベント･スケジュールにより異なる,不定,ステージ: 33平米 / 客席フロア: 51平米 / ラウンジ: 36平米,,https://www.tokyo-club.net/shibuya-deseo/
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-9-6 烏森神社ビルB1F,35.666919,139.7568824,URBAN TRAIN,DJバー,Disco ･ R&B ･ Soul ･ Funk ･ 70s ･ 80s,Closed,月-木･祝 17:00-02:00 / 金･土 17:00～05:00,日,70人,2800円,https://www.tokyo-club.net/urban-train/
港区,六本木３丁目,六本木,東京都港区六本木3-15-24 アリエスビル 1F/B1F,35.6624795,139.7352278,LINE CLUB,バー ･ ラウンジ,HipHop ･ R&B ･ Reggae ･ Allmix,Closed,"木･金･土 22:00-09:00
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",,2800円,-,https://www.tokyo-club.net/line-club/
渋谷区,神南１丁目,-,東京都渋谷区神南1-3-4 神南ビル B1F,35.6647282,139.7012289,UNDER DEER LOUNGE,ミュージックラウンジ,Live ･ POPs ･ Soul ･ Funk ･ All Genre,03-5728-2655,17:00-24:00,無休,50人～150人前後,4000円,https://www.tokyo-club.net/under-deer-lounge/
港区,六本木３丁目,六本木,東京都港区六本木3-15-22 陽光セントラルビルディング6F,35.6622324,139.7351655,JKB,レゲエバー,Reggae ･ HipHop ･ R&B ･ Techno,,20:00-06:00,,2500円,-,https://www.tokyo-club.net/jkb/
江東区,亀戸４丁目,-,東京都江東区亀戸4-18-3 ヤマニビルB1F,35.7009908,139.8256296,yanagi,ライブハウス ･ クラブ,HipHop ･ R&B ･ Live ･ Reggae ･ Others ･ Electro,Closed,,,150人,,https://www.tokyo-club.net/yanagi/
港区,白金１丁目,-,東京都港区白金1-29-13 白金ビレッジ B1F,35.643212,139.733586,Club Jamaica,スポーツバー,Reggae ･ 70s ･ 80s ･ 90s ･ Dub ･ Dance,CLOSED,"月-金 11:45-15:00 / 19:00-25:00
土 19:00-25:00
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",日,2500円,-,https://www.tokyo-club.net/club-jamaica/
港区,六本木５丁目,六本木,東京都港区六本木5-16-52 インペリアル六本木 2号館 B1F,35.6616341,139.7352446,studio FORUM,CLUB,Electro ･ House ･ Trance ･ Techno,Closed,※スケジュールにより異なる,不定休,500人,,https://www.tokyo-club.net/studio-forum/
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-15-9 B1F,35.694168,139.702296,BE-WAVE,カフェ ･ バー,All Genre ･ Others,Closed,17:00-05:00,無休,,2006年6月,https://www.tokyo-club.net/be-wave/
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-9-8 ASAHIビルB1F,35.6948887,139.7034428,DECABAR 超,バー,Allmix ･ Techno ･ Electro ･ EDM ･ Others,03-6273-8415,"火曜～土曜日 18:00-05:00
日・月 18:00-24:00",年中無休,120～150名 / 30席,"2,000円～",https://www.tokyo-club.net/decadance-bar/
新宿区,百人町２丁目,-,東京都新宿区百人町2-1-1 K-PLAZA1 B2F,35.7015343,139.7021863,unique LABORATORY,CLUB ･ イベントスペース,A-POP ･ K-POP,Closed,,,150～200人,2500円,https://www.tokyo-club.net/unique-laboratory/
港区,六本木４丁目,六本木,東京都港区六本木4-11-11 六本木GMビル7F,35.6642183,139.7315335,Bamboo Grass,DJバー ･ イベントスペース,All Genre ･ Others,,通常 21:00-05:00 / 貸切 18:00-05:00,日,80人,3800円,https://www.tokyo-club.net/bamboo-grass/
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-9-10 G2ビルB2F,35.6957552,139.7052332,ROYAL,DJバー ･ イベントスペース,All Genre ･ Others,,通常 19:00-05:00 / 貸切12:00-06:00,通常営業は日曜定休,150人,飲み放題 2000円～,https://www.tokyo-club.net/royal/
新宿区,新宿５丁目,-,東京都新宿区新宿5-17-13 オリエンタルウェーブ 8/9F,35.6929118,139.705258,Christon Cafe,ダイニングバー,House ･ Electronic ･ Trance ･ Techno,Closed,17:00-23:30,無休,380席 / スタンディング300人,4000円,https://www.tokyo-club.net/christon-cafe/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-23-12 フォンティスビル3F,35.6600683,139.6959378,Icon,ラウンジ ･ イベントスペース,Techno ･ House ･ Electronic ･ Lounge,03-6277-5987,ランチ(月〜金) 11:30-15:30 / 貸切パーティー 24時間対応可能 / ※イベント時は異なる,,180人,ランチ1000円 / パーティー 3000円～,https://www.tokyo-club.net/icon/
港区,六本木３丁目,六本木,東京都港区六本木3-10-4六本木パークビルB1F,35.6633013,139.7334493,spade,バー ･ クラブ,All Genre,Closed,22:00-08:00,,ドリンク一杯500円〜,-,https://www.tokyo-club.net/spade/
港区,六本木３丁目,六本木,東京都港区六本木3-13-4 プチビル4F,35.6629688,139.7343272,Bar Lounge INDIGO,バー,70s ･ 80s ･ 90s ･ All Genre,,20:00-LAST / スケジュールにより異なる,不定休,17坪 / 50人,3000円,https://www.tokyo-club.net/bar-lounge-indigo/
港区,六本木３丁目,六本木,東京都港区六本木3-14-14 六本木314ビル7-8F,35.6625494,139.7341677,HIVE,ラウンジ ･ バー,Allmix ･ HipHop ･ TOP40 ･ EDM ･ All Genre,Closed,"月-木 23:00-05:00
金･土 22:00-05:00
※イベントや貸切等により営業時間が変更となる場合があります。必ず事前にご確認下さい。",不定休,300人,3500円,https://www.tokyo-club.net/hive/
渋谷区,宇田川町４丁目,-,東京都渋谷区宇田川町4-7 トウセン宇田川ビル B1F,35.6625216,139.6978782,CHELSEA HOTEL,ライブハウス ･ クラブ,Techno ･ DUBSTEP ･ Live ･ Allmix ･ Others,03-3770-1567,※イベントスケジュールにより異なる,,300人,,https://www.tokyo-club.net/chelsea-hotel/
渋谷区,円山町５丁目,-,東京都渋谷区円山町5-3 萩原ビルB1F,35.6570396,139.6955446,ACID PANDA CAFE,DJバー ･ CLUB,Allmix ･ Electronic,Closed,20時頃～ / 週末はイベント開始時間オープン,火,60人,3000円,https://www.tokyo-club.net/acid-panda-cafe/
渋谷区,神泉８丁目,-,東京都渋谷区神泉8-1 鈴屋ビルB1F,35.6551275,139.6939618,CLUB HAZARD,CLUB,HipHop ･ Live ･ R&B,Closed,※イベントにより異なる,,200人,3500円,https://www.tokyo-club.net/club-hazard/
港区,南青山３丁目,-,東京都港区南青山3-18-19 フェスタ表参道ビル1F,35.6651715,139.7128739,cafe ATLANTIS,エンターテインメントラウンジ,Allmix ･ House ･ R&B ･ HipHop ･ Others,Closed,19:00-03:00,無休,200人,5000円～,https://www.tokyo-club.net/cafe-atlantis/
港区,六本木４丁目,六本木,東京都港区六本木4-2-35 アーバンスタイル六本木三河台B1F,35.6647207,139.7335553,Paradis TOKYO,ラウンジ,HipHop ･ House ･ Allmix ･ R&B ･ Electronic,Closed,22:00前後～ミッドナイト ※イベントにより異なる,無休,200人,3500円,https://www.tokyo-club.net/paradis-tokyo/
港区,赤坂５丁目,赤坂,東京都港区赤坂5-3-1 赤坂Bizタワー1F,35.673049,139.7362794,P.C.A. PUB CARDINAL AKASAKA,バー ･ ラウンジ,Jazz ･ Soul ･ Funk ･ Lounge ･ All Genre,Closed,月-土 11:00-04:00 / 日･祝 11:00-23:00,不定休,着席50人 / スタンディング100人,4500円,https://www.tokyo-club.net/pcm-pub-cardinal/
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-4-3 YUITO/日本橋室町野村ビル4F,35.68734,139.7739343,XEX Nihonbashi,バー ･ ラウンジ,Lounge ･ House ･ Jazz ･ Disco ･ Live,03-3548-0065,"11:30-16:00 / 17:30-23:00
※最新の情報とは異なる可能性がございます。事前にご確認下さい",無休,300人,"5,000円",https://www.tokyo-club.net/xex-nihonbashi/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-10-7 グローリア宮益坂III B1F,35.660543,139.7049588,LUSH,CLUB ･ ライブハウス,Live ･ All Genre ･ Others,03-5467-3071,クラブタイム 23:00-05:00,,100人,2000円 1ドリンク～,https://www.tokyo-club.net/lush/
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-22-2 FICTION Bld B2F,35.6749933,139.710584,FICTION UG,CLUB ･ イベントスペース,House ･ Techno ･ Allmix,,,,300人,,https://www.tokyo-club.net/fiction-ug/
渋谷区,千駄ヶ谷２丁目,-,東京都渋谷区千駄ヶ谷2-1-8 バルビゾン8番館 201,35.6755468,139.7068737,GOOD LIFE LOUNGE,ラウンジ,Lounge ･ Allmix ･ Others,,ランチ11:00-16:00 / カフェ･ハッピーアワー16:00-19:00 / バー19:00-midnight,不定休,40人,2500円,https://www.tokyo-club.net/good-life-lounge/
港区,六本木３丁目,六本木,東京都港区六本木3-15-23 B1F,35.6623522,139.7352853,MILWAUKEE BAR,アミューズメントバー,Allmix ･ Trance ･ 70s ･ 80s ･ 90s,Closed,18:00-02:00 / 週末･祝前 18:00-06:00,月,120人,2800円,https://www.tokyo-club.net/milwaukee-bar/
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-7-3 東京ビルTOKIA1F,35.6784953,139.7649771,P.C.M. PUB CARDINAL MARUNOUCHI,バー ･ ラウンジ,Lounge ･ Allmix ･ etc.,03-5222-1251,平日 11:00-04:00 / 土･日 12:00～,無休,着席50人 / スタンディング100人,"3,500円",https://www.tokyo-club.net/pcm-pub-cardinal-marunouchi/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-22-6,35.659715,139.6955557,しぶや花魁,DJバー ･ レストラン,Allmix,03-5456-8782,18:00-05:00 / 18:00-24:00,不定休,席数 : 1F 20人 / 2F 25人,3000円,https://www.tokyo-club.net/oiran/
渋谷区,東１丁目,-,東京都渋谷区東1-25-2 マルハシビルB1F,35.654636,139.7084726,CLUB CRAWL,ライブハウス ･ CLUB,Rock ･ Acoustic ･ Live ･ Others,03-3498-3113,All Night event 23:30～ ※イベントにより異なる,,200人,イベント時 DOOR / 2000円～3000円 1ドリンク,https://www.tokyo-club.net/club-crawl/
渋谷区,神南１丁目,-,東京都渋谷区神南1-12-14 星ビル301,35.662935,139.7005807,TRUMPROOM,CLUB,House ･ Techno ･ Electronic ･ DUBSTEP,03-3770-2325,,無休,300人 / 2フロア 約70坪,4000円,https://www.tokyo-club.net/trumproom/
渋谷区,宇田川町３２丁目,-,東京都渋谷区宇田川町32-6 長崎ビル2F,35.6610561,139.69722,SOUL SMOOTH cafe,カフェ ･ バー,R&B ･ Allmix,Closed,ランチ12:00-17:00 / ディナー火-木･日17:00-23:30 金･土～26:00,月 (祝日の場合は翌日),50人,1800円,https://www.tokyo-club.net/soul-smooth-cafe/
新宿区,新宿３丁目,-,東京都新宿区新宿3-35-1 小宮ビル5F,35.6898684,139.703014,新宿ドゥースラー,カフェバー,DUBSTEP ･ Jungle ･ Dub ･ Bass ･ Reggae,03-3356-5674,18:00～,無休,席数は30席。イベント時収容人数はMAX80人,"2,500円",https://www.tokyo-club.net/duusraa/
渋谷区,宇田川町１０丁目,-,東京都渋谷区宇田川町10-1 パークビルB1F,35.6625017,139.6969807,JUMP,DJバー,HipHop ･ Reggae ･ House ･ Techno ･ Rock ･ Electro,03-6416-9203,20:00-05:00 ※イベントにより異なる,,80人,3000円,https://www.tokyo-club.net/jump/
渋谷区,神南１丁目,-,東京都渋谷区神南1-9-11 インタービルⅡ 5F,35.6649311,139.7015779,Cafe Apres-midi,バー ･ カフェ,Soul ･ Disco ･ House ･ Live ･ Others,03-5428-5121,"金 19:00-25:00
土 11:30-23:30
日 11:30-19:00",月-木,25席,2000円,https://www.tokyo-club.net/cafe-apres-midi/
渋谷区,桜丘町２６丁目,-,東京都渋谷区桜丘町26-1 セルリアンタワー東急ホテル2F,35.6564093,139.6993541,JZ Brat SOUND OF TOKYO,ダイニングクラブ,Jazz ･ Soul ･ House ･ POPs ･ R&B ･ Rock,03-5728-0168,17:30-23:30 (クラブイベント開催時は05:00まで営業),,スタンディング200人 / 着席時100人,ミュージックチャージ 3150円～ / 金･土曜日深夜 クラブイベント -エントランス 1000/1drink～,https://www.tokyo-club.net/jz-brat-sound-of-tokyo/
港区,南青山６丁目,-,東京都港区南青山6-7-14 チガー南青山B1,35.6594725,139.7172072,REDSHOES,バー,Rock ･ Live,03-3486-1169,"火-土 19:00-04:00 / 日 19:00-24:00
※変更となる可能性あり。事前にご確認下さい",月,100名以下 (立),5000円,https://www.tokyo-club.net/redshoes/
港区,麻布十番１丁目,-,東京都港区麻布十番1-4-5 深尾ビル1F,35.6569619,139.7353052,the fashion cafe,ラウンジ ･ バー,House ･ HipHop ･ Allmix ･ R&B,Closed,11:00-05:00,土･日 (貸切の場合のみ営業),150人,4000円,https://www.tokyo-club.net/f-bar/
