指標名,スタートアップ企業,,,,,,,,,,,,
出典,IINITIAL,,,,,,,,,,,,
年次,2024/02/06取得,,,,,,,,,,,,
URL,https://initial.inc/companies,,,,,,,,,,,,
備考,(2021年度：8785件、2022年度：-件、2023年度：11361件),,,,,,,,,,,,
,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,会社名,代表者,従業員数,総調達額,URL,設立,タイプ,業種
渋谷区,宇田川町３１丁目,-,東京都渋谷区宇田川町31-3 第三田中ビル 5F,35.6613483,139.6978582,株式会社ウェリコ,荒木　れい,,"508,000",,2017/4/27,未公開企業,ビジネスサービス
渋谷区,宇田川町３３丁目,-,東京都渋谷区宇田川町33-7 アイ・アンド・イー渋谷ビル5F,35.6608386,139.6970804,株式会社スペースマネジメント,中野　邦人,,,http://www.koujiyahakokikou.com,2016/7/20,未公開企業,ビジネスサービス
渋谷区,宇田川町３３丁目,-,東京都渋谷区宇田川町33-7 アイ・アンド・イー渋谷ビル5F,35.6608386,139.6970804,株式会社あどばる,中野　邦人,69,"652,160",https://www.adval.jp/,2016/6/1,未公開企業,ビジネスサービス
渋谷区,宇田川町３３丁目,-,東京都渋谷区宇田川町33-7,35.6608668,139.6971343,株式会社エージェント,四宮　浩二,,,https://agent-network.com/,38105,IPO / Exit企業,
渋谷区,宇田川町３４丁目,-,東京都渋谷区宇田川町34-5,35.6610732,139.6964759,株式会社SUECCO,木村　洋仁,0,1000,http://suecco.com/,41396,未公開企業,ビジネスサービス
渋谷区,宇田川町３６丁目,-,東京都渋谷区宇田川町36-2 ノア渋谷ビル,35.6620501,139.69724,セルディア株式会社,安藤　隆男,1,,,2014/6/5,未公開企業,コンピューター - ITサービス
渋谷区,宇田川町３６丁目,-,東京都渋谷区宇田川町36-2 ノア渋谷805,35.6620501,139.69724,microverse株式会社,渋谷　啓太,6,"250,660",https://microverse.co.jp/,2020/11/18,未公開企業,消費者向けサービス・販売
渋谷区,宇田川町３６丁目,-,東京都渋谷区宇田川町36-6 ワールド宇田川ビル7F,35.6617216,139.6974688,株式会社Alfree,秋澤　幸太郎,6,"2,500",http://alfree.net/,2013/2/1,未公開企業,コンピューター - ソフトウェア
渋谷区,宇田川町３６丁目,-,東京都渋谷区宇田川町36-6 ワールド宇田川ビル7F,35.6617216,139.6974688,株式会社Alfree,秋澤　幸太郎,6,"2,500",http://alfree.net/,2013/2/1,未公開企業,コンピューター - ソフトウェア
渋谷区,宇田川町３６丁目,-,東京都渋谷区宇田川町36-6 ワールド宇田川4F,35.6617216,139.6974688,株式会社YOUPACE,渡辺　健太,17,"498,061",https://youpace.co.jp/,2010/12/9,未公開企業,ビジネスサービス
渋谷区,宇田川町３６丁目,-,東京都渋谷区宇田川町36-22 ノア渋谷パートⅡ 1004,35.6619997,139.6969807,Wellen株式会社,去田　淳,4,"1,000",https://wellen.co.jp/,2021/9/1,未公開企業,ビジネスサービス
渋谷区,宇田川町３６丁目,-,東京都渋谷区宇田川町36-1 山和渋谷ビル 7F,35.6621294,139.6970804,株式会社LIMHAUS,森田　将和,,"1,500",http://www.limhaus.com/,2015/9/1,未公開企業,コンピューター - ソフトウェア
渋谷区,宇田川町３６丁目,-,東京都渋谷区宇田川町36-1 山和渋谷ビル 7F,35.6621294,139.6970804,株式会社LIMHAUS,森田　将和,,"1,500",http://www.limhaus.com/,2015/9/1,未公開企業,コンピューター - ソフトウェア
渋谷区,宇田川町３６丁目,-,東京都渋谷区宇田川町36-22 ノア渋谷パートⅡ 1201号室,35.6619997,139.6969807,株式会社Muscle Deli,西川　真梨子,8,"389,000",https://muscledeli.co.jp/corp/,2016/11/29,未公開企業,消費者向けサービス・販売
渋谷区,宇田川町３６丁目,-,東京都渋谷区宇田川町36-6 ワールド宇田川ビル5階B室,35.6617877,139.6974793,株式会社スタートアップテクノロジー,菊本　久寿,54,"154,396",https://startup-technology.com/,2014/10/2,未公開企業,ビジネスサービス
渋谷区,宇田川町３６丁目,-,東京都渋谷区宇田川町36-22 1001,35.6619997,139.6969807,C&H株式会社,岩間　洸汰,6,2000,https://c-h.inc/,43647,未公開企業,消費者向けサービス・販売
渋谷区,宇田川町３７丁目,-,東京都渋谷区宇田川町37-15,35.6626609,139.6951459,Le Comptoir合同会社,秋山　真純,3,,https://www.lecomptoir.co.jp/,2020/11/12,未公開企業,消費者向けサービス・販売
渋谷区,宇田川町３７丁目,-,東京都渋谷区宇田川町37-15,35.6626609,139.6951459,Le Comptoir合同会社,秋山　真純,3,,https://www.lecomptoir.co.jp/,2020/11/12,未公開企業,消費者向けサービス・販売
渋谷区,宇田川町３７丁目,-,東京都渋谷区宇田川町37-14,35.6625495,139.6952257,株式会社GREENING,桐川　博行,227,"298,950",https://greening.co.jp/,2020/12/15,未公開企業,消費者向けサービス・販売
渋谷区,宇田川町３７丁目,-,東京都渋谷区宇田川町37-11 大久保ビル503,35.6622376,139.6955647,株式会社Mentor For,池原　真佐子,5,"7,000",https://mentorfor.jp/,2014/9/1,未公開企業,ビジネスサービス
渋谷区,宇田川町３７丁目,-,東京都渋谷区宇田川町37-10 麻仁ビル602,35.6621262,139.6956445,株式会社Hagakure,奥　雄太,50,"10,721",https://hagakure-inc.com/,2018/10/17,未公開企業,コンピューター - ITサービス
渋谷区,宇田川町３７丁目,-,東京都渋谷区宇田川町37-10 麻仁ビル渋谷601,35.6621262,139.6956445,ZEROUM株式会社,和智　雄司、　朴　俊瑛,4,"133,738",https://www.zeroum.co.jp/,2018/4/10,未公開企業,消費者向けサービス・販売
渋谷区,宇田川町３７丁目,-,東京都渋谷区宇田川町37-10 麻仁ビル渋谷6F,35.6621262,139.6956445,株式会社ダイレクトバンクス,中尾　誠一,8,"10,000",http://www.directvanqex.com/,2005/4/11,未公開企業,ビジネスサービス
渋谷区,宇田川町３７丁目,-,東京都渋谷区宇田川町37-10 麻仁ビル渋谷6F,35.6621262,139.6956445,株式会社ダイレクトバンクス,中尾　誠一,8,"10,000",http://www.directvanqex.com/,2005/4/11,未公開企業,ビジネスサービス
渋谷区,宇田川町３７丁目,-,東京都渋谷区宇田川町37-15,35.6626609,139.6951459,Le Comptoir合同会社,秋山　真純,3,,https://www.lecomptoir.co.jp/,44147,未公開企業,消費者向けサービス・販売
渋谷区,宇田川町３丁目,-,東京都渋谷区宇田川町3-7 ヒューリック渋谷公園通りビル5F,35.66254,139.6989951,株式会社Kamanova,藤田　光児,2,,https://www.kamanova.com/,2023/6/1,未公開企業,消費者向けサービス・販売
渋谷区,宇田川町３丁目,-,東京都渋谷区宇田川町3-7 ヒューリック渋谷公園通り5F,35.66254,139.6989951,株式会社ヒューリズム,西田　貴史,1,,https://heurithm-service.com/,2021/3/1,未公開企業,ビジネスサービス
渋谷区,宇田川町３丁目,-,東京都渋谷区宇田川町3-7 ヒューリック渋谷公園通りビル5F-5,35.66254,139.6989951,C-position株式会社,渡辺　裕斗,3,"67,860",https://bechill.jp/,2021/6/15,未公開企業,消費者向けサービス・販売
渋谷区,宇田川町３丁目,-,東京都渋谷区宇田川町3-7 ヒューリック渋谷公園通りビル 5F-37,35.66254,139.6989951,株式会社Menu For Today,室伏　空,0,"5,000",https://menu4today.co.jp/,2020/10/9,未公開企業,消費者向けサービス・販売
渋谷区,宇田川町３丁目,-,東京都渋谷区宇田川町3-7 ヒューリック渋谷公園通りビル5F-65,35.66254,139.6989951,株式会社Project MINT,植山 　智恵,1,,https://www.projectmint.net/,2020/9/10,未公開企業,消費者向けサービス・販売
渋谷区,宇田川町３丁目,-,東京都渋谷区宇田川町3-7 ヒューリック渋谷公園通りビル5F-20,35.66254,139.6989951,株式会社remental,佐藤　利音,1,"15,100",https://remental.co.jp/,2022/1/11,未公開企業,消費者向けサービス・販売
渋谷区,宇田川町３丁目,-,東京都渋谷区宇田川町3-7 ヒューリック渋谷公園通りビル5階 la billage SHIBUYA内,35.662526,139.6990156,Libera株式会社,安西　浩,2,"7,000",http://libera-inc.com/,2018/9/3,未公開企業,ビジネスサービス
渋谷区,宇田川町４１丁目,-,東京都渋谷区宇田川町41-35 エスコート渋谷5F,35.6626655,139.6954251,ラフゴ株式会社,松間　一晃,,,https://www.lafugo.com/question,2021/10/1,未公開企業,ビジネスサービス
渋谷区,宇田川町４２丁目,-,東京都渋谷区宇田川町42-9 D1 UDAGAWA 402,35.662603,139.6957564,株式会社ゼータ,財満　栄治,2,"21,500",https://zeta-inc.jp/,2016/4/5,未公開企業,消費者向けサービス・販売
渋谷区,宇田川町４丁目,-,東京都渋谷区宇田川町4-10 ヒルサイドフジ2F,35.6626505,139.6976189,株式会社カタボー,小嶺　順義,6,,http://katabo.co.jp/,2011/8/1,未公開企業,コンピューター - ソフトウェア
渋谷区,宇田川町４丁目,-,東京都渋谷区宇田川町4-10 ヒルサイドフジ2F,35.6626505,139.6976189,株式会社カタボー,小嶺　順義,6,,http://katabo.co.jp/,2011/8/1,未公開企業,コンピューター - ソフトウェア
渋谷区,宇田川町６丁目,-,東京都渋谷区宇田川町6-20,35.6635331,139.6967812,株式会社リスポ,黍田　龍平,1,"42,238",https://corp.btinc.jp/,2021/5/19,未公開企業,ビジネスサービス
渋谷区,宇田川町６丁目,-,東京都渋谷区宇田川町6-20 パークアクシス渋谷神南501,35.6632447,139.6970006,株式会社MakeWaves,車谷　拓海,0,"10,050",http://makewaves.co.jp/,2013/3/27,未公開企業,ビジネスサービス
渋谷区,宇田川町６丁目,-,東京都渋谷区宇田川町6-20,35.6635331,139.6967812,株式会社リスポ,黍田　龍平,1,42238,https://corp.btinc.jp/,44335,未公開企業,ビジネスサービス
渋谷区,宇田川町７番１７丁目,-,東京都渋谷区宇田川町7番17-303 ユニーブル渋谷神南,35.6636428,139.6959835,EXIT株式会社,岡崎　雄一郎、　新野　俊幸,5,,https://exitinc.jp/,2018/8/1,未公開企業,ビジネスサービス
品川区,荏原３丁目,-,東京都品川区荏原3-8-15,35.6175249,139.706355,HOMMA Group株式会社,本間　毅,,"842,846",https://hom.ma/,2021/6/23,未公開企業,ビジネスサービス
品川区,荏原３丁目,-,東京都品川区荏原3-4-20-101,35.617821,139.7075618,FunLife株式会社,田巻　富士夫、　黄木　桐吾,2,"133,470",https://funlifejapan.com/,2016/12/8,未公開企業,コンピューター - ソフトウェア
品川区,荏原３丁目,-,東京都品川区荏原3-7-14 アルス武蔵小山2階,35.6169659,139.7069734,MPLUSPLUS株式会社,藤本　実,11,"5,000",http://www.mplpl.com/,2013/8/1,未公開企業,コンピューター - ITサービス
品川区,荏原６丁目,-,東京都品川区荏原6-9-3,35.6134951,139.7065944,株式会社NRS,奥山　紗季子,8,,https://noraisinsandwich.com/,2021/6/1,未公開企業,消費者向けサービス・販売
江東区,永代２丁目,-,東京都江東区永代2-20-8 河田ビル1階,35.6719529,139.7916599,70seeds株式会社,岡山　史興,4,"1,000",https://70seeds.co.jp/,2017/5/24,未公開企業,コンピューター - ITサービス
千代田区,永田町１丁目,赤坂,東京都千代田区永田町1-11-30,35.6786998,139.7412127,株式会社ウィーヴ,鈴木　徹也,12,,http://www.weve.jp/,1988/8/31,IPO / Exit企業,ビジネスサービス
千代田区,永田町１丁目,赤坂,東京都千代田区永田町1-11-28 合人社東京永田町ビル7F,35.6785717,139.7408934,レインメーカー株式会社,岡野　武志,35,"100,000",https://rainmakers.co.jp/,2016/7/1,未公開企業,コンピューター - ソフトウェア
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2丁目14-3,35.6771745,139.7375005,株式会社ナビゲータープラットフォーム,泉田　良輔,23,"521,172",https://navipla.com/,2013/3/15,未公開企業,ビジネスサービス
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2丁目14-3,35.6771745,139.7375005,株式会社ナビゲータープラットフォーム,泉田　良輔,23,"521,172",https://navipla.com/,2013/3/15,未公開企業,ビジネスサービス
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-17-17 アイオス永田町,35.6770049,139.7406656,Upside合同会社,新田　哲也,4,,https://upside-llc.com/,2009/1/7,未公開企業,ビジネスサービス
千代田区,永田町２丁目,赤坂,100-6113　東京都千代田区永田町2-11-1,35.6731269,139.7407271,株式会社USEN,宇野　康秀,"7,198",,http://www.usen.com/,1964/9/7,IPO / Exit企業,通信・ネットワーキング
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-17-17 アイオス永田町,35.6770049,139.7406656,Upside合同会社,新田　哲也,4,,https://upside-llc.com/,2009/1/7,未公開企業,ビジネスサービス
千代田区,永田町２丁目,赤坂,100-6113　東京都千代田区永田町2-11-1,35.6731269,139.7407271,株式会社USEN,宇野　康秀,"7,198",,http://www.usen.com/,1964/9/7,IPO / Exit企業,通信・ネットワーキング
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-14-3 赤坂東急ビル,35.67732,139.737391,エムエム・ホールディングス株式会社,滝口　進,,,,2005/12/12,未公開企業,医療・ヘルスケア
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-13-10 プルデンシャルタワー4階,35.6759214,139.7385782,株式会社TRINIDAD,山下　章太,,"10,000",,2007/6/1,未公開企業,ビジネスサービス
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-9-6 十全ビル804,35.6752492,139.7413724,ウィンワークス株式会社,渡邊　邦昭,5,"347,955",http://www.win-works.com/,2005/3/11,未公開企業,ビジネスサービス
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-17-17 アイオス永田町516,35.6770049,139.7406656,株式会社Glia Computing,田上　啓介,0,"9,900",https://www.glia-computing.com/,2018/8/23,未公開企業,コンピューター - ITサービス
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-17-3 フレッシア永田町701,35.6768146,139.7399553,株式会社グルーバ,木村　幸夫,5,"75,400",http://www.groova.co.jp,2009/8/12,未公開企業,半導体/その他電子部品・製品
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-4-11 フレンドビル6階,35.6721264,139.7421707,株式会社パルマ,高野　茂久,,"144,470",http://www.palma.jp/,2006/2/22,IPO / Exit企業,ビジネスサービス
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-4-11 フレンドビルディング3F,-,-,株式会社DENTi,柳沢　智紀,,,http://www.denti.co.jp,2013/10/31,未公開企業,コンピューター - ソフトウェア
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-14-2 山王グランドビル 514,35.6764907,139.7382988,ProFuture株式会社,寺澤　康介,59,"39,775",https://profuture.co.jp/,2007/7/10,未公開企業,ビジネスサービス
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-17-17 AIOS永田町408号,35.677041,139.7406539,ぽけん株式会社,山越　敬介,0,"2,000",https://www.poken.co.jp/,2020/3/24,未公開企業,医療・ヘルスケア ICT
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-13-5 赤坂エイトワンビル2階,35.6753277,139.7386181,レジル株式会社,丹治　保積,230,"1,137,660",https://rezil.co.jp/,1994/11/21,未公開企業,環境関連
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-17-3 来栖ビル1F,35.6770259,139.7400352,株式会社アルファドライブ,麻生　要一,,"4,000",https://alphadrive.co.jp/,2018/2/23,未公開企業,ビジネスサービス
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-14-3 赤坂東急ビル6F,35.67732,139.737391,メディアインデックス株式会社,加納　伸之,7,"33,000",http://mediaindex.co.jp/,1998/9/14,未公開企業,コンピューター - ソフトウェア
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-14-3 赤坂東急ビル6F,35.67732,139.737391,メディアインデックス株式会社,加納　伸之,7,"33,000",http://mediaindex.co.jp/,1998/9/14,未公開企業,コンピューター - ソフトウェア
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-11-1 山王パークタワー3F,35.6731479,139.7406938,スリーハンズ株式会社,手塚　誠人,26,"63,000",http://3hands.jp/,2000/4/26,未公開企業,コンピューター - ソフトウェア
